,query,evalue
CHR29_00005,b3702,0.0
CHR29_00010,b3701,4.06e-146
CHR29_00015,b3700,7.83e-97
CHR29_00020,b3699,0.0
CHR29_00070,b0200,7.05e-31
CHR29_00075,b3559,0.0
CHR29_00080,b3560,6.1899999999999994e-176
CHR29_00085,b3549,4.1199999999999996e-69
CHR29_00100,b3290,0.0
CHR29_00105,b3289,5.02e-130
CHR29_00110,b3288,1.7999999999999999e-128
CHR29_00115,b3287,9.6e-62
CHR29_00120,b4473,3.24e-75
CHR29_00125,b3282,2.5e-46
CHR29_00130,b4051,1.55e-146
CHR29_00135,b2436,4.6e-154
CHR29_00140,b3281,3.75e-84
CHR29_00155,b3678,1.28e-35
CHR29_00170,b1260,3.7999999999999994e-48
CHR29_00175,b1261,1.51e-153
CHR29_00200,b3160,1.0099999999999999e-115
CHR29_00205,b1482,7.32e-57
CHR29_00235,b3279,3.34e-83
CHR29_00240,b3498,0.0
CHR29_00260,b0339,8.569999999999999e-82
CHR29_00325,b0197,5.28e-63
CHR29_00335,b0199,9.44e-108
CHR29_00340,b1732,0.0
CHR29_00350,b1859,1.17e-89
CHR29_00355,b1858,5.34e-100
CHR29_00360,b4046,8.45e-25
CHR29_00365,b1857,7.5e-65
CHR29_00380,b3863,0.0
CHR29_00385,b3865,3.5600000000000004e-66
CHR29_00400,b3860,1.8000000000000001e-22
CHR29_00415,b0867,3.25e-59
CHR29_00420,b0457,7.01e-73
CHR29_00455,b4077,0.0
CHR29_00495,b4020,0.0
CHR29_00540,b2920,9.36e-152
CHR29_00545,b1602,1.6e-162
CHR29_00555,b1603,8.29e-106
CHR29_00570,b2371,1.24e-78
CHR29_00620,b0150,6.84e-154
CHR29_00645,b3252,3.02e-24
CHR29_00745,b3960,1.32e-149
CHR29_00750,b2125,6.2000000000000004e-21
CHR29_00755,b3805,1.32e-141
CHR29_00760,b3804,9.72e-20
CHR29_00765,b3803,4.65e-22
CHR29_00770,b3802,1.5800000000000002e-31
CHR29_00780,b3995,1.92e-15
CHR29_00800,b3352,0.0
CHR29_00810,b3824,4.8e-49
CHR29_00910,b1802,3.29e-36
CHR29_00975,b4105,2.26e-24
CHR29_00980,b4106,3.01e-53
CHR29_01020,b3745,3.6399999999999997e-34
CHR29_01025,b3746,1.42e-88
CHR29_01050,b4349,2.78e-30
CHR29_01115,b1345,5.38e-29
CHR29_01170,b2661,0.0
CHR29_01175,b2662,0.0
CHR29_01220,b0198,2.57e-52
CHR29_01255,b1917,6.1699999999999995e-137
CHR29_01260,b1918,1.8499999999999998e-119
CHR29_01265,b1920,1.37e-114
CHR29_01275,b0314,0.0
CHR29_01280,b0368,4.9599999999999996e-126
CHR29_01285,b0367,1.6499999999999997e-104
CHR29_01290,b0366,4.26e-112
CHR29_01295,b0365,4.3399999999999995e-126
CHR29_01310,b0937,2.06e-62
CHR29_01320,b0935,0.0
CHR29_01325,b0934,1.2799999999999999e-126
CHR29_01330,b0933,1.08e-115
CHR29_01345,b2688,2.4199999999999997e-134
CHR29_01355,b3407,0.0
CHR29_01360,b3405,5.56e-120
CHR29_01365,b3404,3.15e-63
CHR29_01370,b0852,7.500000000000001e-144
