,query,evalue
I9X29_00005,b3702,0.0
I9X29_00010,b3701,2.1200000000000003e-144
I9X29_00015,b3700,4.92e-94
I9X29_00020,b3699,0.0
I9X29_00030,b0200,5.6699999999999996e-30
I9X29_00040,b3559,0.0
I9X29_00045,b3560,6.69e-177
I9X29_00050,b3549,8.73e-66
I9X29_00065,b3471,1.8600000000000002e-88
I9X29_00080,b3290,0.0
I9X29_00085,b3289,1.6599999999999998e-135
I9X29_00090,b3288,1.33e-133
I9X29_00095,b3287,1.4700000000000001e-64
I9X29_00105,b4473,1.81e-76
I9X29_00110,b3282,6.3699999999999994e-52
I9X29_00115,b4051,4.749999999999999e-137
I9X29_00120,b2436,4.88e-158
I9X29_00125,b3281,2.09e-91
I9X29_00155,b3678,4.820000000000001e-35
I9X29_00180,b1260,6.1200000000000006e-43
I9X29_00185,b1261,7.500000000000001e-156
I9X29_00305,b4331,8.6e-76
I9X29_00330,b1482,7.619999999999999e-61
I9X29_00365,b3279,1.4200000000000002e-79
I9X29_00370,b3498,0.0
I9X29_00375,b4551,1.01e-11
I9X29_00615,b2267,1.26e-56
I9X29_00655,b3243,5.469999999999999e-52
I9X29_00680,b4108,7.619999999999999e-54
I9X29_00685,b2663,0.0
I9X29_00730,b0605,3.37e-85
I9X29_00735,b0606,0.0
I9X29_00750,b2162,1.6900000000000002e-73
I9X29_00755,b0411,2.06e-37
I9X29_00780,b1623,5.1399999999999995e-42
I9X29_00800,b1422,6.14e-58
I9X29_00815,b1827,1.27e-35
I9X29_00875,b1013,1.2699999999999999e-52
I9X29_00880,b3848,1.67e-23
I9X29_00905,b1883,2.82e-145
I9X29_00915,b1884,4.9399999999999994e-89
I9X29_00920,b4355,4.63e-100
I9X29_00925,b1887,7.250000000000001e-70
I9X29_00930,b1888,0.0
I9X29_00950,b4249,1.08e-73
I9X29_01005,b1603,3.43e-92
I9X29_01015,b1602,2.76e-162
I9X29_01050,b0613,2.68e-32
I9X29_01130,b2800,3.14e-15
I9X29_01150,b1397,0.0
I9X29_01155,b2587,0.0
I9X29_01185,b0353,1.1399999999999999e-54
I9X29_01190,b4018,8.99e-27
I9X29_01195,b4280,1.8e-19
I9X29_01215,b3093,4.02e-44
I9X29_01295,b4349,1.07e-18
I9X29_01300,b3645,2.09e-50
I9X29_01350,b2661,0.0
I9X29_01355,b2662,0.0
I9X29_01410,b0909,3.7200000000000005e-103
I9X29_01425,b2422,2.7e-122
I9X29_01430,b2423,3.0800000000000003e-97
I9X29_01435,b2424,4.5e-80
I9X29_01440,b3917,5.91e-147
I9X29_01505,b1297,7.19e-136
I9X29_01510,b1298,3.62e-63
I9X29_01535,b0855,6.35e-158
I9X29_01540,b0856,4.11e-130
I9X29_01545,b0857,3.32e-107
I9X29_01595,b1918,1.97e-62
I9X29_01600,b1920,1.58e-59
I9X29_01610,b2913,0.0
I9X29_01620,b1180,1.64e-74
I9X29_01630,b3024,3.26e-20
I9X29_01665,b4333,5.2e-49
I9X29_01670,b2753,1.31e-59
I9X29_01675,b0342,1.42e-12
I9X29_01680,b2080,2.09e-32
I9X29_01685,b2914,8.560000000000001e-97
I9X29_01720,b2830,1.79e-78
I9X29_01725,b2829,0.0
I9X29_01745,b2828,3.9400000000000003e-100
I9X29_01750,b2827,4.4900000000000004e-145
I9X29_01775,b2239,3.41e-50
I9X29_01790,b0048,1.93e-43
I9X29_01800,b3654,3.6800000000000004e-169
I9X29_01805,b3771,0.0
I9X29_01810,b0967,1.78e-67
I9X29_01815,b3153,2.85e-32
I9X29_01825,b3635,1.6300000000000002e-103
I9X29_01855,b2562,1.02e-27
I9X29_01860,b3634,1.63e-69
I9X29_01890,b3353,6.7e-76
I9X29_01900,b3465,8.15e-60
I9X29_01910,b1494,2.05e-15
I9X29_01915,b3464,1.16e-139
I9X29_01920,b3463,2.18e-83
I9X29_01925,b3462,7.090000000000001e-57
I9X29_01930,b3461,7.3200000000000005e-124
I9X29_01940,b3208,3.06e-74
I9X29_01945,b2807,3.8e-22
I9X29_01955,b3991,2.0299999999999998e-68
I9X29_01960,b2960,2.19e-99
I9X29_01980,b2955,3.22e-145
I9X29_01985,b2954,5.2899999999999994e-67
I9X29_02010,b2953,5.18e-31
I9X29_02015,b2952,3.2600000000000003e-32
I9X29_02020,b0386,1.2e-47
I9X29_02025,b2951,6.49e-84
I9X29_02030,b2950,2.16e-96
I9X29_02040,b0752,1.41e-53
I9X29_02055,b3939,1.5400000000000003e-110
I9X29_02065,b4245,4.3999999999999995e-42
I9X29_02075,b2949,7.51e-46
I9X29_02080,b2948,4.04e-51
I9X29_02090,b2947,5.09e-150
I9X29_02150,b2946,1.94e-68
I9X29_02155,b0774,1.38e-102
I9X29_02165,b1057,3.7599999999999997e-82
I9X29_02170,b1056,5.32e-108
I9X29_02180,b0463,4.0799999999999996e-136
I9X29_02185,b0462,0.0
I9X29_02190,b0572,5.9800000000000006e-117
I9X29_02195,b0797,2.16e-167
I9X29_02205,b3941,2.42e-71
I9X29_02240,b0337,0.0
I9X29_02245,b0336,0.0
I9X29_02250,b2147,9.77e-109
I9X29_02255,b2146,1.8800000000000002e-59
I9X29_02260,b2873,2.97e-99
I9X29_02270,b0516,5e-53
I9X29_02305,b0489,1.28e-38
I9X29_02315,b0960,2.05e-174
I9X29_02320,b1343,1.63e-175
I9X29_02325,b0623,5.800000000000001e-27
I9X29_02335,b3754,8.11e-154
I9X29_02360,b4398,1.74e-73
I9X29_02365,b4399,7.08e-150
I9X29_02370,b4400,1.94e-89
I9X29_02385,b3592,4.95e-25
I9X29_02430,b0511,1.78e-59
I9X29_02445,b3105,1.56e-25
I9X29_02460,b2976,0.0
I9X29_02475,b3819,1.18e-94
I9X29_02480,b3859,1.76e-89
I9X29_02485,b0761,4.31e-38
I9X29_02490,b2586,2.35e-38
I9X29_02495,b3413,8.16e-34
I9X29_02510,b0713,1.09e-50
I9X29_02530,b0712,1.1299999999999999e-52
I9X29_02550,b0775,0.0
I9X29_02555,b0776,9.45e-93
I9X29_02560,b3412,1.5799999999999998e-23
I9X29_02565,b0777,3.64e-39
I9X29_02570,b0778,2.4e-64
I9X29_02605,b1497,5.37e-14
I9X29_02695,b3910,1.07e-51
I9X29_02745,b1185,3.75e-21
I9X29_02765,b3097,4.41e-18
I9X29_02785,b2942,0.0
I9X29_02795,b2935,0.0
I9X29_02805,b2739,2.31e-87
I9X29_02810,b2927,3.4099999999999995e-126
I9X29_02815,b2926,0.0
