,query,evalue
FQ342_00005,b0586,1.61e-156
FQ342_00035,b1611,0.0
FQ342_00195,b1712,8.52e-54
FQ342_00200,b1713,0.0
FQ342_00205,b1714,3.2600000000000003e-164
FQ342_00210,b1716,1.76e-54
FQ342_00215,b1717,1.56e-13
FQ342_00220,b1718,8.700000000000001e-73
FQ342_00225,b1719,0.0
FQ342_00235,b3556,5.1600000000000003e-26
FQ342_00255,b0651,6.2e-69
FQ342_00260,b3748,1.6e-36
FQ342_00265,b3752,1.37e-63
FQ342_00270,b1658,6.34e-89
FQ342_00285,b3751,1.22e-38
FQ342_00295,b2957,4.94e-95
FQ342_00305,b2945,1.79e-73
FQ342_00360,b0459,1.36e-13
FQ342_00400,b2312,0.0
FQ342_00405,b2313,3.09e-37
FQ342_00415,b2315,1.9e-118
FQ342_00420,b2316,1.1999999999999999e-146
FQ342_00430,b2318,1.47e-105
FQ342_00445,b2319,6.7e-73
FQ342_00450,b3433,0.0
FQ342_00455,b0073,2.88e-136
FQ342_00460,b0210,9.609999999999999e-76
FQ342_00465,b0071,4.3999999999999996e-91
FQ342_00470,b0072,0.0
FQ342_00485,b3687,1.9699999999999997e-40
FQ342_00490,b2140,2.1499999999999998e-82
FQ342_00540,b2400,1.6e-96
FQ342_00555,b0779,0.0
FQ342_00560,b4054,6.34e-151
FQ342_00595,b1463,1.29e-46
FQ342_00680,b1184,1.16e-137
FQ342_00865,b1145,3.5099999999999994e-23
FQ342_00935,b4049,8.069999999999999e-137
FQ342_00940,b0008,1.48e-129
FQ342_00950,b1235,7.87e-23
FQ342_00960,b2346,1.7e-34
FQ342_00975,b2794,5.49e-96
FQ342_00985,b0571,5.76e-105
FQ342_00990,b0570,6.05e-83
FQ342_01000,b1117,1.7e-86
FQ342_01005,b1118,1.31e-87
FQ342_01015,b3449,9.75e-26
FQ342_01020,b3962,0.0
FQ342_01025,b2214,2.01e-68
FQ342_01040,b1114,0.0
FQ342_01055,b1107,7.35e-104
FQ342_01065,b4043,5.449999999999999e-89
FQ342_01100,b1274,0.0
FQ342_01110,b3845,0.0
FQ342_01115,b3846,0.0
FQ342_01130,b0949,0.0
FQ342_01135,b4392,1.02e-91
FQ342_01150,b2320,3.85e-100
FQ342_01155,b1663,2.52e-123
FQ342_01160,b3470,1.8500000000000002e-26
FQ342_01165,b2806,2.9299999999999998e-114
FQ342_01170,b1276,0.0
FQ342_01255,b3867,2.26e-162
FQ342_01265,b1334,9.22e-92
FQ342_01270,b0469,1.05e-47
FQ342_01280,b0472,5.45e-88
FQ342_01285,b1449,2.38e-160
FQ342_01290,b0471,1.2899999999999999e-45
FQ342_01355,b2411,0.0
FQ342_01360,b2412,3.21e-25
FQ342_01375,b2867,2.0800000000000004e-27
FQ342_01380,b2866,2.81e-59
FQ342_01385,b2875,5.21e-21
FQ342_01390,b2883,0.0
FQ342_01405,b1540,6.4e-15
FQ342_01410,b1433,6.7e-114
FQ342_01415,b2959,3.58e-28
FQ342_01420,b3182,1.52e-29
FQ342_01430,b0948,0.0
FQ342_01435,b0953,5.38e-15
FQ342_01440,b0945,5.94e-138
FQ342_01465,b1342,2.46e-49
FQ342_01470,b3929,1.26e-61
FQ342_01480,b1702,0.0
FQ342_01485,b1703,2.79e-93
FQ342_01500,b0334,0.0
FQ342_01515,b0333,8.33e-146
FQ342_01520,b0331,1.83e-167
FQ342_01525,b2664,3.49e-15
FQ342_01545,b1812,1.01e-130
FQ342_01555,b2762,9.529999999999999e-23
FQ342_01560,b0511,6.02e-56
FQ342_01575,b4249,1.0600000000000001e-77
FQ342_01580,b2690,3.04e-24
FQ342_01620,b1345,5.25e-13
FQ342_01640,b3018,3.1100000000000002e-58
