,query,evalue
FXF61_00120,b2436,2.36e-152
FXF61_00130,b3771,0.0
FXF61_00135,b0967,6.76e-53
FXF61_00155,b4167,3.57e-112
FXF61_00160,b2914,5.939999999999999e-94
FXF61_00165,b3772,0.0
FXF61_00190,b1623,1.87e-39
FXF61_00195,b2827,6.09e-144
FXF61_00200,b2828,1.26e-96
FXF61_00215,b0898,2.53e-34
FXF61_00235,b3560,1.2600000000000002e-173
FXF61_00240,b3559,0.0
FXF61_00245,b0200,8.42e-29
FXF61_00265,b3863,0.0
FXF61_00270,b2976,0.0
FXF61_00285,b2688,1.35e-128
FXF61_00290,b3407,0.0
FXF61_00295,b3405,3.66e-125
FXF61_00300,b3404,6.2299999999999995e-68
FXF61_00305,b3400,1.1299999999999999e-41
FXF61_00310,b3401,2.2999999999999998e-69
FXF61_00315,b3403,5.29e-127
FXF61_00320,b1852,3.61e-151
FXF61_00325,b1853,4.8e-81
FXF61_00330,b2306,1.78e-101
FXF61_00335,b0860,1.47e-60
FXF61_00345,b0862,6.33e-61
FXF61_00350,b0861,4.35e-50
FXF61_00445,b1994,1.24e-120
FXF61_00475,b0247,2.1799999999999999e-41
FXF61_00690,b1158,2.07e-79
FXF61_00785,b1234,4.12e-28
FXF61_00790,b3865,1.62e-63
FXF61_00805,b1603,7.65e-98
FXF61_00815,b1602,1.03e-154
FXF61_00820,b2920,2.03e-135
FXF61_00825,b2501,9.289999999999999e-126
FXF61_00830,b0369,6.93e-72
FXF61_00835,b3936,1.4399999999999998e-30
FXF61_00845,b2463,6.36e-168
FXF61_00850,b3396,0.0
FXF61_00875,b3391,1.78e-71
FXF61_00880,b3390,1.36e-59
FXF61_00885,b3389,3.9299999999999997e-131
FXF61_00895,b3499,1.55e-71
FXF61_00900,b0464,5.8199999999999996e-30
FXF61_00930,b0421,8.25e-82
FXF61_00935,b0422,7.55e-17
FXF61_00950,b4226,3.86e-81
FXF61_00960,b4233,0.0
FXF61_00965,b2311,2.43e-41
