,query,evalue
IH404_00005,b3778,0.0
IH404_00025,b1299,5e-43
IH404_00030,b1190,3.37e-112
IH404_00035,b1809,3.28e-26
IH404_00040,b1189,0.0
IH404_00045,b0889,4.09e-65
IH404_00065,b4340,0.0
IH404_00070,b1046,7.94e-86
IH404_00080,b1300,0.0
IH404_00090,b3636,7.54e-24
IH404_00095,b3637,2.16e-40
IH404_00105,b3638,2.48e-68
IH404_00110,b3639,1.51e-143
IH404_00115,b3640,1.62e-77
IH404_00120,b2048,7.42e-57
IH404_00125,b3959,9.48e-25
IH404_00130,b3642,7.14e-110
IH404_00145,b3643,1.44e-110
IH404_00150,b3644,9.92e-87
IH404_00155,b3648,8.58e-84
IH404_00160,b3649,4.62e-24
IH404_00165,b3650,0.0
IH404_00170,b3113,1.9900000000000003e-31
IH404_00185,b3006,1.37e-96
IH404_00190,b3005,8.38e-66
IH404_00200,b3961,2.28e-74
IH404_00205,b3652,0.0
IH404_00330,b3482,2.3699999999999997e-67
IH404_00350,b2711,1.57e-64
IH404_00355,b2710,3.88e-12
IH404_00360,b4039,1.05e-16
IH404_00365,b4040,2.47e-96
IH404_00375,b0399,3.95e-102
IH404_00380,b0400,1.07e-98
IH404_00385,b4218,2.12e-26
IH404_00405,b3724,3.4899999999999998e-74
IH404_00410,b3725,5.75e-118
IH404_00435,b1253,3.45e-36
IH404_00440,b1780,2.08e-39
IH404_00455,b0522,9.020000000000001e-64
IH404_00460,b0523,5.4e-60
IH404_00470,b4327,3.07e-62
IH404_00475,b4139,1.3200000000000002e-179
IH404_00480,b0007,1.05e-114
IH404_00485,b1767,3.54e-57
IH404_00595,b3813,0.0
IH404_00610,b0478,8.95e-51
IH404_00620,b1636,2.52e-110
IH404_00630,b2173,5.74e-47
IH404_00695,b1249,2.22e-45
IH404_00740,b1408,7.699999999999999e-45
IH404_00745,b1410,0.0
IH404_00750,b1411,1.81e-91
IH404_00765,b1409,1.9299999999999999e-53
IH404_00775,b3729,0.0
IH404_00780,b2707,1.32e-64
IH404_00785,b3730,3.3499999999999996e-176
IH404_00790,b3731,3.58e-46
IH404_00795,b3732,0.0
IH404_00800,b3733,6.22e-147
IH404_00805,b3734,0.0
IH404_00810,b3735,4.16e-48
IH404_00815,b3736,1.6499999999999998e-52
IH404_00820,b3737,1.88e-14
IH404_00825,b3738,2.93e-87
IH404_00845,b3740,8.91e-71
IH404_00850,b3741,0.0
IH404_00855,b3706,0.0
IH404_00860,b3705,2.42e-161
IH404_00865,b4557,1.2099999999999999e-23
IH404_00870,b3704,2.0000000000000002e-29
IH404_00875,b3703,1.7e-14
IH404_00880,b3702,0.0
IH404_00885,b3701,6.8e-145
IH404_00890,b3700,1.12e-94
IH404_00895,b3699,0.0
IH404_00915,b0200,6.73e-30
IH404_00920,b3559,0.0
IH404_00925,b3560,1.0400000000000001e-179
IH404_00930,b3549,2.18e-65
IH404_00945,b3290,0.0
IH404_00950,b3289,2.27e-134
IH404_00955,b3288,7.180000000000001e-129
IH404_00960,b3287,8.589999999999999e-67
IH404_00970,b4473,2.3400000000000003e-75
IH404_00975,b3282,1.5e-47
IH404_00980,b4051,9.229999999999999e-138
IH404_00985,b2436,2.7400000000000002e-157
IH404_00990,b3281,2.5799999999999997e-91
IH404_00995,b1206,2.62e-46
IH404_01005,b3678,7.71e-38
IH404_01020,b3693,3.7100000000000002e-37
IH404_01025,b4477,6.78e-57
IH404_01030,b4478,5.79e-172
IH404_01035,b3691,7.61e-172
IH404_01045,b1260,4.08e-44
IH404_01050,b1261,9.47e-153
IH404_01075,b3160,8.14e-130
IH404_01080,b1482,1.14e-60
IH404_01105,b3279,1.0299999999999999e-81
IH404_01110,b3498,0.0
IH404_01115,b4551,4.47e-11
IH404_01220,b0199,1.11e-105
IH404_01225,b1732,0.0
IH404_01235,b1859,2.22e-89
IH404_01240,b1858,8.17e-102
IH404_01245,b4046,6.37e-29
IH404_01250,b1857,2.9799999999999997e-68
IH404_01265,b3863,0.0
IH404_01270,b3865,7.579999999999999e-68
IH404_01285,b3860,1.58e-19
IH404_01300,b0867,2.4099999999999997e-61
IH404_01330,b4077,0.0
IH404_01370,b4020,0.0
IH404_01410,b2920,3.19e-152
IH404_01415,b1602,1.13e-159
IH404_01425,b1603,9.46e-103
IH404_01440,b2371,9.39e-81
IH404_01555,b3711,5.770000000000001e-27
IH404_01580,b4292,1.41e-63
IH404_01585,b0150,2.6e-144
IH404_01625,b3240,3.13e-32
IH404_01635,b1644,7.5e-75
IH404_01650,b1614,1.35e-50
IH404_01655,b1024,9.700000000000001e-169
IH404_01660,b1023,0.0
IH404_01665,b1022,0.0
IH404_01745,b2270,1.7299999999999998e-168
IH404_01775,b4349,1.83e-18
IH404_01825,b4351,9.089999999999999e-150
IH404_01850,b0537,5.55e-11
IH404_01900,b2661,0.0
IH404_01905,b2662,0.0
IH404_01915,b1341,8.450000000000001e-31
IH404_01935,b3917,4.5399999999999996e-147
IH404_01940,b2424,1.68e-81
IH404_01945,b2423,1.64e-98
IH404_01950,b2422,1.95e-118
IH404_01965,b1970,7.919999999999999e-48
IH404_02035,b0341,5.56e-92
IH404_02080,b0197,1.57e-64
IH404_02140,b0198,3.88e-53
IH404_02175,b1917,4.18e-136
IH404_02180,b1918,8.87e-116
IH404_02185,b1920,2.54e-111
IH404_02190,b1919,9.22e-141
IH404_02200,b0314,0.0
IH404_02205,b3001,1.25e-168
IH404_02210,b0368,7.27e-123
IH404_02215,b0367,6.99e-106
IH404_02220,b0366,6.270000000000001e-110
IH404_02225,b0365,3.5199999999999996e-126
IH404_02230,b2688,1.61e-130
IH404_02240,b3407,0.0
IH404_02245,b3405,3.28e-116
IH404_02250,b3404,1.2700000000000001e-64
IH404_02255,b0852,3.51e-143
IH404_02265,b1163,1.15e-30
IH404_02270,b3400,1.39e-39
IH404_02275,b2174,7.07e-16
IH404_02280,b3401,1.2700000000000002e-72
IH404_02285,b3403,2.1899999999999998e-136
IH404_02310,b3361,1.86e-52
IH404_02335,b1501,0.0
IH404_02340,b3895,1.35e-55
IH404_02345,b2665,2.9999999999999997e-52
IH404_02350,b3399,4.09e-53
IH404_02355,b3397,8.16e-60
IH404_02360,b4214,1.49e-64
IH404_02365,b3888,1.16e-11
IH404_02380,b2040,1.2500000000000001e-77
IH404_02385,b2038,2.5699999999999998e-74
IH404_02390,b3789,8.32e-148
IH404_02395,b3788,0.0
IH404_02465,b0862,2.65e-59
IH404_02470,b0860,8.12e-60
IH404_02480,b2663,0.0
IH404_02515,b2962,8.89e-23
IH404_02520,b2961,2.7899999999999998e-126
IH404_02535,b2022,6.72e-53
IH404_02540,b2023,1.3200000000000001e-36
IH404_02550,b2024,2.2299999999999997e-34
IH404_02555,b2025,4.9e-69
IH404_02565,b3614,7.909999999999999e-48
IH404_02575,b3613,2.86e-56
IH404_02580,b3612,0.0
IH404_02585,b3611,5.869999999999999e-23
IH404_02590,b3610,6.749999999999999e-34
IH404_02595,b3609,5.33e-59
IH404_02600,b3606,9.929999999999999e-67
IH404_02610,b3868,0.0
IH404_02615,b3869,6.8e-98
IH404_02625,b3870,0.0
IH404_02630,b0423,2.66e-172
IH404_02635,b3871,0.0
IH404_02645,b3428,0.0
IH404_02650,b4232,6.74e-84
IH404_02660,b4149,2.1400000000000002e-29
IH404_02675,b1742,1.13e-16
IH404_02695,b2678,1.6599999999999999e-68
IH404_02700,b2677,1.2900000000000002e-110
IH404_02715,b0402,0.0
IH404_02735,b0476,9.55e-30
IH404_02745,b3887,1.5399999999999998e-52
IH404_02750,b1048,0.0
IH404_02755,b1049,0.0
IH404_02770,b0810,1.2199999999999999e-42
IH404_02785,b4355,8.09e-43
IH404_02795,b3839,3.15e-108
IH404_02815,b2026,1.36e-22
IH404_02820,b3835,0.0
IH404_02825,b3834,1.1e-16
IH404_02830,b3833,2.75e-131
IH404_02875,b3931,0.0
IH404_02880,b3932,3.52e-93
IH404_02890,b1876,0.0
IH404_02895,b3935,0.0
IH404_02900,b3936,4.13e-25
IH404_02910,b2463,4.94e-164
IH404_02915,b3396,0.0
IH404_02935,b3391,1.96e-67
IH404_02940,b3390,1.46e-58
IH404_02945,b3389,1.19e-136
IH404_02955,b3212,0.0
IH404_02960,b3213,0.0
IH404_02965,b3997,0.0
IH404_02970,b1596,2.94e-174
IH404_02975,b1595,2.14e-94
IH404_03090,b2582,6.91e-43
IH404_03100,b1706,5.04e-162
IH404_03105,b0465,0.0
IH404_03110,b1191,0.0
IH404_03135,b1014,0.0
IH404_03140,b1015,0.0
IH404_03155,b3499,2.39e-82
IH404_03160,b4219,9.42e-72
IH404_03170,b0115,1.42e-163
IH404_03175,b0114,0.0
IH404_03180,b3053,0.0
IH404_03185,b3620,1.25e-123
IH404_03190,b3621,1.23e-116
IH404_03195,b3631,7.11e-139
IH404_03200,b3630,8.57e-102
IH404_03220,b1451,8.71e-150
IH404_03260,b0914,1.22e-154
IH404_03265,b3052,0.0
IH404_03270,b0759,1.3e-31
IH404_03290,b0543,2.03e-25
IH404_03300,b3633,7.67e-158
IH404_03305,b3035,4.18e-70
IH404_03310,b3994,0.0
IH404_03325,b3034,2.5100000000000002e-64
IH404_03330,b3033,3.66e-24
IH404_03335,b3032,4.38e-69
IH404_03340,b3031,3.99e-37
IH404_03345,b3030,0.0
IH404_03355,b3019,0.0
IH404_03370,b4388,3.34e-64
IH404_03375,b4160,1.49e-99
IH404_03390,b1890,1.04e-73
IH404_03395,b1889,8.59e-72
IH404_03405,b4161,3.08e-102
IH404_03410,b4162,3.17e-89
IH404_03415,b3646,1.06e-76
IH404_03420,b4166,7.97e-158
IH404_03425,b4167,6.420000000000001e-66
IH404_03430,b4168,1.78e-57
IH404_03435,b2817,2.4e-92
IH404_03440,b4170,9.96e-148
IH404_03445,b4171,7.32e-136
IH404_03450,b4172,1.86e-39
IH404_03455,b4173,1.33e-175
IH404_03460,b4174,2.0000000000000001e-88
IH404_03465,b4175,2.57e-70
IH404_03475,b4177,0.0
IH404_03505,b4179,0.0
IH404_03510,b4180,5.67e-97
IH404_03515,b4200,5.01e-56
IH404_03520,b4202,1.02e-40
IH404_03530,b4203,1.1800000000000001e-59
IH404_03535,b4052,0.0
IH404_03545,b4469,0.0
IH404_03585,b1740,3.03e-78
IH404_03590,b0931,8.12e-143
IH404_03635,b1539,5.550000000000001e-88
IH404_03670,b1655,4.2099999999999994e-40
IH404_03675,b3963,3.18e-31
IH404_03685,b3524,0.0
IH404_03705,b0384,2.2899999999999998e-24
IH404_03715,b2069,2.0599999999999998e-55
IH404_03720,b1000,2.33e-103
IH404_03745,b1448,9.54e-76
IH404_03895,b1242,3.71e-22
IH404_03905,b4005,0.0
IH404_03910,b4006,0.0
IH404_03915,b3261,4.31e-29
IH404_03920,b3260,2.91e-134
IH404_03930,b3259,8.39e-103
IH404_03935,b3256,0.0
IH404_03940,b3255,2.08e-63
IH404_03965,b2299,9.87e-28
IH404_03970,b1282,5.56e-24
IH404_03975,b2938,0.0
IH404_03980,b4044,8.98e-92
IH404_03985,b2520,0.0
IH404_03995,b2519,0.0
IH404_04005,b0921,1.1000000000000002e-59
IH404_04125,b0487,1.9500000000000002e-35
IH404_04130,b0484,4.03e-159
IH404_04145,b2182,4.5399999999999995e-54
IH404_04170,b1769,6.2600000000000005e-43
IH404_04175,b1623,2.09e-40
IH404_04180,b1216,1.64e-44
IH404_04195,b3848,1.63e-26
IH404_04200,b1013,3.77e-54
IH404_04205,b3654,2.3e-137
IH404_04255,b0950,1.64e-57
IH404_04260,b1834,1.64e-88
IH404_04285,b4373,3e-32
IH404_04295,b0126,6.47e-87
IH404_04315,b2223,9.229999999999999e-69
IH404_04330,b0752,6.830000000000001e-56
IH404_04345,b0575,0.0
IH404_04390,b0381,0.0
IH404_04405,b1464,2.0199999999999998e-24
IH404_04525,b1203,0.0
IH404_04530,b1204,1.54e-66
IH404_04535,b2185,1.1e-20
IH404_04540,b1207,1.68e-156
IH404_04550,b1208,3.26e-96
IH404_04555,b1209,2.98e-18
IH404_04565,b1210,2.4e-136
IH404_04570,b1211,4.29e-174
IH404_04575,b1212,1.6500000000000001e-85
IH404_04580,b0826,3.46e-95
IH404_04585,b3967,2.29e-44
IH404_04605,b1661,3.9300000000000004e-56
IH404_04630,b0708,1.19e-137
IH404_04635,b2127,7.19e-22
IH404_04640,b0707,9.850000000000001e-26
IH404_04655,b2304,9.25e-92
IH404_04660,b0475,3.08e-66
IH404_04670,b3235,5.75e-83
IH404_04675,b0710,1.59e-93
IH404_04680,b2752,3.98e-176
IH404_04685,b2751,4.68e-175
IH404_04695,b2297,0.0
IH404_04705,b3349,7.499999999999999e-40
IH404_04710,b0023,1.2000000000000002e-27
IH404_04715,b1069,0.0
IH404_04720,b0025,6.799999999999999e-104
IH404_04725,b0026,0.0
IH404_04730,b0027,2.0599999999999998e-30
IH404_04735,b0028,1.1599999999999999e-34
IH404_04740,b0029,2.22e-153
IH404_04780,b2595,3.5300000000000005e-58
IH404_04785,b2594,1.19e-125
IH404_04790,b2593,5.999999999999999e-91
IH404_04795,b2592,0.0
IH404_04900,b4314,1.1e-14
IH404_04925,b1994,7.04e-39
IH404_04955,b2369,4.22e-46
IH404_05290,b1109,9.080000000000001e-166
IH404_05315,b0101,3.75e-19
IH404_05320,b0103,1.3199999999999998e-61
IH404_05325,b2972,5.309999999999999e-52
IH404_05350,b0109,4.19e-93
IH404_05360,b0110,7.59e-69
IH404_05380,b4378,5.58e-55
IH404_05385,b0080,3.72e-87
IH404_05395,b2168,9.43e-71
IH404_05400,b2167,0.0
IH404_05410,b2764,1.03e-50
IH404_05415,b0805,2.04e-121
IH404_05420,b0804,1.3500000000000001e-75
IH404_05425,b0644,2.5600000000000003e-22
IH404_05435,b2129,1.35e-79
IH404_05440,b2128,2.27e-37
IH404_05445,b2131,3.05e-39
IH404_05455,b4375,0.0
IH404_05470,b0584,0.0
IH404_05480,b3540,1.06e-140
IH404_05485,b3541,7.22e-141
IH404_05490,b3542,9.110000000000001e-116
IH404_05495,b3543,3.69e-156
IH404_05510,b3544,0.0
IH404_05545,b1496,5.84e-107
IH404_05560,b3384,4.45e-54
IH404_05565,b3232,4.66e-123
IH404_05570,b3905,5.29e-17
IH404_05580,b2834,1.2700000000000001e-129
IH404_05585,b3231,4.65e-77
IH404_05590,b3230,7.460000000000001e-73
IH404_05610,b3229,5.8e-80
IH404_05615,b3228,4.15e-40
IH404_05640,b2789,0.0
IH404_05645,b3128,0.0
IH404_05660,b3196,1.5999999999999998e-30
IH404_05685,b3251,0.0
IH404_05690,b3250,9.96e-63
IH404_05695,b3249,3.22e-26
IH404_05700,b3248,2.21e-55
IH404_05705,b3247,0.0
IH404_05710,b4472,5.649999999999999e-54
IH404_05720,b3244,0.0
IH404_05725,b4234,2.3600000000000002e-32
IH404_05730,b4235,6.52e-155
IH404_05750,b3908,7.77e-83
IH404_05755,b3040,3.03e-14
IH404_05760,b3206,1.69e-14
IH404_05765,b3205,1.6e-94
IH404_05770,b3204,2.7e-38
IH404_05775,b3203,1.36e-28
IH404_05780,b3202,0.0
IH404_05785,b3201,1.37e-113
IH404_05790,b3200,6.3800000000000005e-21
IH404_05800,b3198,1.2699999999999999e-52
IH404_05805,b3197,2.26e-128
IH404_05810,b3195,3.73e-106
IH404_05815,b3194,3.55e-109
IH404_05820,b3193,2.96e-41
IH404_05835,b3190,1.03e-13
IH404_05840,b3189,0.0
IH404_05845,b2019,1.19e-19
IH404_05850,b2020,6.56e-98
IH404_05860,b2497,7.61e-93
IH404_05865,b2498,3.31e-109
IH404_05870,b0125,3.24e-17
IH404_05930,b2936,1.33e-17
IH404_05940,b4371,2.1000000000000002e-58
IH404_05950,b3823,2.38e-30
IH404_05970,b3418,1.59e-43
IH404_05980,b0951,2.29e-72
IH404_05995,b0927,8.769999999999999e-42
IH404_06000,b3552,1.37e-47
IH404_06005,b3150,3.94e-36
IH404_06010,b3149,2.23e-78
IH404_06015,b3148,4.27e-26
IH404_06020,b3147,1.17e-26
IH404_06025,b3146,8.86e-107
IH404_06035,b0081,6.28e-53
IH404_06040,b0082,2.63e-117
IH404_06050,b0084,1.97e-154
IH404_06055,b0085,2.96e-118
IH404_06060,b0086,3.63e-107
IH404_06065,b0087,3.65e-164
IH404_06070,b0088,1.0400000000000001e-123
IH404_06075,b0089,4.51e-98
IH404_06080,b0090,4.15e-91
IH404_06085,b0091,0.0
IH404_06090,b0092,5.31e-106
IH404_06095,b0093,3.23e-35
IH404_06100,b0094,1.32e-146
IH404_06105,b0095,7.24e-133
IH404_06110,b0096,3.97e-130
IH404_06115,b1025,7.17e-29
IH404_06185,b1645,4.1200000000000003e-29
IH404_06225,b0493,1.06e-38
IH404_06240,b2049,1.7399999999999998e-172
IH404_06300,b0006,1.94e-121
IH404_06320,b0783,5.949999999999999e-67
IH404_06325,b0784,3.38e-19
IH404_06345,b3780,1.84e-109
IH404_06360,b3269,5.77e-169
IH404_06365,b3270,6.35e-177
IH404_06370,b3271,8.08e-158
IH404_06380,b1791,3.85e-62
IH404_06395,b3216,4.25e-146
IH404_06415,b3214,4.87e-14
IH404_06445,b3155,1.66e-19
IH404_06455,b3182,3.16e-40
IH404_06485,b1214,2.26e-13
IH404_06510,b2796,0.0
IH404_06540,b4291,0.0
IH404_06550,b4293,3.3899999999999998e-53
IH404_06590,b2186,8.62e-66
IH404_06600,b0807,8.56e-112
IH404_06605,b4258,0.0
IH404_06615,b4259,3.74e-18
IH404_06620,b4260,0.0
IH404_06625,b4261,1.0299999999999999e-54
IH404_06630,b4262,6.03e-70
IH404_06635,b2569,0.0
IH404_06640,b2568,1.98e-70
IH404_06645,b2567,1.5e-77
IH404_06650,b2566,4.23e-128
IH404_06655,b2565,2.87e-41
IH404_06660,b2564,1.2899999999999998e-104
IH404_06670,b2559,3.59e-49
IH404_06675,b1871,2.71e-123
IH404_06680,b1870,8.429999999999999e-94
IH404_06720,b0124,0.0
IH404_06740,b3070,1.12e-41
IH404_06745,b3071,7.859999999999999e-23
IH404_06865,b0296,1.4899999999999998e-30
IH404_06880,b3518,3.11e-80
IH404_06905,b3828,2.15e-94
IH404_06965,b4003,3.19e-41
IH404_06970,b2220,6.27e-134
IH404_06975,b1607,2.1900000000000003e-43
IH404_06990,b0652,2.11e-130
IH404_06995,b0653,5.49e-78
IH404_07000,b0654,2.51e-99
IH404_07005,b0655,4.91e-114
IH404_07010,b3426,0.0
IH404_07015,b3423,1.61e-101
IH404_07020,b3926,0.0
IH404_07025,b3927,6.67e-143
IH404_07030,b0481,2.7999999999999998e-61
IH404_07050,b1654,4.74e-53
IH404_07055,b3336,3.5399999999999997e-62
IH404_07060,b3337,1.85e-12
IH404_07070,b1652,4.26e-92
IH404_07075,b1062,8.189999999999999e-140
IH404_07085,b3172,1.58e-26
IH404_07100,b1633,1.8e-114
IH404_07105,b1628,8.48e-47
IH404_07110,b2114,0.0
