,query,evalue
JQN61_00005,b3702,0.0
JQN61_00010,b3701,4.8399999999999994e-146
JQN61_00015,b3700,4.22e-97
JQN61_00020,b3699,0.0
JQN61_00070,b0200,2.85e-31
JQN61_00075,b3559,0.0
JQN61_00080,b3560,6.1899999999999994e-176
JQN61_00085,b3549,1.8399999999999999e-68
JQN61_00100,b3290,0.0
JQN61_00105,b3289,3.8999999999999997e-131
JQN61_00110,b3288,1.3300000000000001e-130
JQN61_00115,b3287,9.01e-64
JQN61_00120,b4473,5.48e-77
JQN61_00125,b3282,1.6499999999999999e-46
JQN61_00135,b4051,2.12e-145
JQN61_00140,b2436,9.41e-155
JQN61_00145,b3281,2.0599999999999997e-84
JQN61_00160,b3678,1.21e-34
JQN61_00180,b1260,8.57e-50
JQN61_00185,b1261,2.42e-154
JQN61_00210,b3160,7.45e-116
JQN61_00215,b1482,4.52e-57
JQN61_00245,b3279,2.86e-82
JQN61_00250,b3498,0.0
JQN61_00340,b0197,4.23e-62
JQN61_00350,b0199,4.4000000000000005e-110
JQN61_00355,b1732,0.0
JQN61_00365,b1859,2.1299999999999998e-91
JQN61_00370,b1858,2.28e-100
JQN61_00375,b4046,3.43e-25
JQN61_00380,b1857,4.4199999999999995e-67
JQN61_00395,b3863,0.0
JQN61_00400,b3865,3.09e-66
JQN61_00415,b3860,2.95e-22
JQN61_00430,b0867,3.7400000000000002e-59
JQN61_00435,b0457,1.99e-73
JQN61_00470,b4077,0.0
JQN61_00510,b4020,0.0
JQN61_00515,b2832,2.44e-80
JQN61_00555,b2920,4.16e-150
JQN61_00560,b1602,4.84e-161
JQN61_00570,b1603,9.75e-106
JQN61_00585,b2371,3.79e-76
JQN61_00650,b3252,3.4399999999999997e-23
JQN61_00730,b3960,3.5799999999999996e-150
JQN61_00735,b2125,1.84e-20
JQN61_00740,b3805,1.14e-139
JQN61_00745,b3804,1.82e-21
JQN61_00750,b3803,8.159999999999999e-23
JQN61_00755,b3802,9.710000000000001e-32
JQN61_00765,b3995,6.14e-18
JQN61_00785,b3352,0.0
JQN61_00795,b3824,5.509999999999999e-48
JQN61_00965,b1158,2.86e-42
JQN61_01115,b4348,3.61e-14
JQN61_01125,b0962,4.8e-74
JQN61_01135,b2073,4.05e-13
JQN61_01180,b2661,0.0
JQN61_01185,b2662,0.0
JQN61_01205,b1285,5.1e-97
JQN61_01210,b0198,3.21e-53
JQN61_01225,b1012,7.16e-15
JQN61_01240,b1917,2.22e-135
JQN61_01245,b1918,1.81e-119
JQN61_01250,b1920,8.679999999999999e-115
JQN61_01260,b0314,0.0
JQN61_01275,b0937,1.03e-61
JQN61_01280,b0936,1.36e-89
JQN61_01285,b0935,0.0
JQN61_01290,b0934,3.26e-127
JQN61_01295,b0933,1.1e-115
JQN61_01310,b2688,4.92e-135
JQN61_01315,b1396,4.28e-13
JQN61_01320,b3407,0.0
JQN61_01325,b3405,6.77e-120
JQN61_01330,b3404,7.17e-63
JQN61_01335,b0852,5.09e-143
JQN61_01345,b3400,4.85e-39
JQN61_01350,b2174,1.43e-15
JQN61_01355,b3401,3.96e-67
JQN61_01360,b3403,3.05e-133
JQN61_01375,b1501,0.0
JQN61_01380,b3895,1.41e-54
JQN61_01385,b2665,1.23e-50
JQN61_01390,b3399,3.4500000000000003e-56
JQN61_01395,b3397,1.5500000000000001e-58
JQN61_01400,b4214,2.45e-66
JQN61_01405,b3888,1.23e-13
JQN61_01420,b2038,1.1699999999999998e-67
JQN61_01450,b1102,1.2000000000000001e-116
JQN61_01510,b0862,1.5100000000000001e-59
JQN61_01515,b0860,1.04e-62
JQN61_01545,b2962,2.09e-26
JQN61_01550,b2961,5.6400000000000004e-130
JQN61_01565,b2022,8.71e-54
JQN61_01580,b2024,1.22e-36
JQN61_01585,b2025,1.12e-70
JQN61_01590,b2677,6.11e-96
JQN61_01595,b2678,3.14e-58
JQN61_01700,b0872,1.39e-39
JQN61_01725,b0870,7.27e-13
JQN61_01730,b2551,0.0
JQN61_01760,b0608,5.32e-50
JQN61_01775,b3862,1.44e-79
JQN61_01785,b4398,7.13e-75
JQN61_01790,b4399,1.09e-140
JQN61_01795,b4400,1.67e-77
JQN61_01800,b3592,6.49e-29
JQN61_01805,b4219,7.52e-70
JQN61_01815,b0115,8.2e-171
JQN61_01820,b0114,0.0
JQN61_01825,b3053,0.0
