,query,evalue
CHN49_00005,b3702,0.0
CHN49_00010,b3701,3.6e-146
CHN49_00015,b3700,1.05e-97
CHN49_00020,b3699,0.0
CHN49_00070,b0200,3.53e-32
CHN49_00075,b3559,0.0
CHN49_00080,b3560,6.1899999999999994e-176
CHN49_00085,b3549,3.5299999999999997e-69
CHN49_00100,b3290,0.0
CHN49_00105,b3289,6.72e-131
CHN49_00110,b3288,4.42e-130
CHN49_00115,b3287,9.01e-64
CHN49_00120,b4473,2.03e-78
CHN49_00125,b3282,1.6499999999999999e-46
CHN49_00145,b4051,9.100000000000001e-144
CHN49_00150,b2436,1.09e-154
CHN49_00155,b3281,1.81e-84
CHN49_00175,b3678,1.33e-35
CHN49_00195,b1260,3.14e-49
CHN49_00200,b1261,2.64e-154
CHN49_00225,b3160,5.73e-116
CHN49_00230,b1482,4.33e-57
CHN49_00260,b3279,6.81e-83
CHN49_00265,b3498,0.0
CHN49_00285,b0339,3.18e-81
CHN49_00350,b0197,6.7e-63
CHN49_00360,b0199,6.4800000000000005e-109
CHN49_00365,b1732,0.0
CHN49_00375,b1859,1.08e-89
CHN49_00380,b1858,2.28e-100
CHN49_00385,b4046,8.76e-24
CHN49_00390,b1857,4.89e-65
CHN49_00405,b3863,0.0
CHN49_00410,b3865,3.5600000000000004e-66
CHN49_00425,b3860,2.95e-22
CHN49_00440,b0867,1.06e-58
CHN49_00445,b0457,1.27e-74
CHN49_00480,b4077,0.0
CHN49_00525,b4020,0.0
CHN49_00570,b2920,3.38e-150
CHN49_00575,b1602,1.3500000000000002e-161
CHN49_00585,b1603,3.53e-106
CHN49_00665,b0150,3.85e-153
CHN49_00690,b3252,3.89e-23
CHN49_00810,b3960,7.11e-150
CHN49_00815,b2125,2.48e-20
CHN49_00820,b3805,1.21e-139
CHN49_00825,b3804,4.3000000000000006e-21
CHN49_00830,b3803,2.13e-23
CHN49_00835,b3802,2.4e-33
CHN49_00845,b3995,7.76e-18
CHN49_00865,b3352,0.0
CHN49_00875,b3824,6.63e-48
CHN49_00930,b1158,2.79e-11
CHN49_00950,b2661,0.0
CHN49_00955,b2662,0.0
CHN49_00980,b0198,1.9199999999999999e-53
CHN49_01010,b1917,5.51e-135
CHN49_01015,b1918,1.81e-119
CHN49_01020,b1920,5.189999999999999e-115
CHN49_01035,b0314,0.0
CHN49_01040,b0368,3.88e-125
CHN49_01045,b0367,6.37e-105
CHN49_01050,b0366,6.45e-114
CHN49_01055,b0365,4.4399999999999995e-126
CHN49_01075,b0937,3.43e-61
CHN49_01080,b0936,9.289999999999999e-91
CHN49_01085,b0935,0.0
CHN49_01090,b0934,3.26e-127
CHN49_01095,b0933,1.1e-115
CHN49_01110,b2688,4.32e-135
CHN49_01120,b3407,0.0
CHN49_01125,b3405,3.38e-119
CHN49_01130,b3404,4.42e-63
CHN49_01135,b0852,1.36e-143
CHN49_01145,b3400,3.21e-39
CHN49_01150,b2174,9.87e-16
CHN49_01155,b3401,3.13e-66
CHN49_01160,b3403,3.05e-133
CHN49_01175,b1501,0.0
CHN49_01180,b3895,7.73e-55
CHN49_01185,b2665,9.08e-51
CHN49_01190,b3399,5.75e-57
CHN49_01195,b3397,1.5500000000000001e-58
CHN49_01200,b4214,5.76e-65
CHN49_01205,b3888,1.15e-13
CHN49_01220,b2038,7.549999999999999e-68
CHN49_01275,b1794,2.35e-33
CHN49_01345,b0862,4.32e-60
CHN49_01350,b0860,5.15e-60
CHN49_01385,b2962,2.09e-26
CHN49_01390,b2961,7.57e-130
CHN49_01405,b2022,8.71e-54
CHN49_01410,b2023,4.38e-38
CHN49_01420,b2024,1.77e-36
CHN49_01425,b2025,1.02e-70
CHN49_01430,b2677,1.4399999999999999e-95
CHN49_01540,b1802,9.41e-36
CHN49_01550,b0872,1.1099999999999999e-39
CHN49_01575,b0870,5.36e-13
CHN49_01610,b0608,5.32e-50
CHN49_01640,b3862,1.03e-77
CHN49_01650,b4398,7.13e-75
CHN49_01655,b4399,1.32e-140
CHN49_01660,b4400,3e-80
CHN49_01665,b3592,2.39e-30
CHN49_01670,b4219,1.1799999999999998e-69
CHN49_01685,b0115,4.7e-171
CHN49_01690,b0114,0.0
CHN49_01695,b3053,0.0
CHN49_01700,b3620,4.4000000000000004e-125
CHN49_01705,b3621,2.0699999999999999e-112
CHN49_01710,b3631,4.12e-139
CHN49_01715,b3630,2.68e-108
CHN49_01780,b2976,0.0
CHN49_01790,b3819,3.6799999999999997e-91
CHN49_01795,b3859,1.13e-89
CHN49_01800,b0761,3.57e-34
CHN49_01805,b3413,6.27e-34
CHN49_01810,b0775,0.0
CHN49_01815,b0776,2.2799999999999998e-94
CHN49_01820,b3412,7.16e-24
CHN49_01825,b0777,1.54e-38
CHN49_01830,b0778,4.8e-66
CHN49_01865,b2666,7.79e-17
CHN49_01905,b2821,5.81e-28
CHN49_01955,b3067,0.0
CHN49_01960,b3066,3.19e-169
CHN49_01965,b3065,3.59e-36
CHN49_01970,b3064,0.0
CHN49_01975,b3059,1.59e-43
CHN49_01980,b3058,3.8e-35
CHN49_01990,b3056,4.03e-121
CHN49_01995,b1188,0.0
CHN49_02000,b1784,4.4000000000000006e-173
CHN49_02005,b1783,0.0
CHN49_02010,b3425,4.98e-37
CHN49_02015,b0049,3.71e-89
CHN49_02020,b0050,2.5499999999999997e-42
CHN49_02025,b0051,7.27e-90
CHN49_02030,b0052,8.85e-138
CHN49_02035,b0053,8.330000000000001e-109
CHN49_02040,b0054,8.519999999999999e-95
CHN49_02055,b0055,2.2199999999999997e-23
CHN49_02065,b1222,6.17e-20
CHN49_02095,b3386,9.05e-126
CHN49_02100,b3385,7.17e-60
CHN49_02105,b1264,6.01e-79
CHN49_02115,b3360,5.64e-95
CHN49_02120,b1263,6.63e-60
CHN49_02125,b1262,6.77e-44
CHN49_02135,b3357,6.59e-96
CHN49_02140,b3356,1.43e-48
CHN49_02155,b1103,7.080000000000001e-32
CHN49_02175,b3958,5.82e-68
CHN49_02180,b0156,4.5799999999999997e-54
CHN49_02185,b1640,1.22e-101
CHN49_02190,b1856,1.4500000000000001e-64
CHN49_02195,b1637,2.2299999999999998e-45
CHN49_02225,b3973,5.99e-68
CHN49_02265,b3981,7.24e-32
CHN49_02270,b3982,2.87e-94
CHN49_02275,b3983,6.570000000000001e-73
CHN49_02280,b3984,3.28e-113
CHN49_02285,b3985,3.6500000000000005e-79
CHN49_02290,b3986,5.14e-35
CHN49_02295,b3987,0.0
