,query,evalue
CHR26_00030,b3687,1.6000000000000002e-35
CHR26_00085,b2400,2.5200000000000002e-99
CHR26_00100,b0779,0.0
CHR26_00145,b1100,1.18e-84
CHR26_00150,b1099,8.31e-33
CHR26_00155,b1098,1.42e-54
CHR26_00160,b1097,5.28e-71
CHR26_00165,b1096,9.889999999999999e-42
CHR26_00170,b1095,0.0
CHR26_00175,b1094,9.51e-46
CHR26_00180,b1093,4.2100000000000004e-109
CHR26_00185,b1092,1.5e-122
CHR26_00190,b1090,1.6e-96
CHR26_00195,b1089,7.009999999999999e-23
CHR26_00200,b1088,5.44e-23
CHR26_00205,b1087,2.47e-62
CHR26_00220,b1086,1.52e-124
CHR26_00235,b3972,3.3199999999999997e-84
CHR26_00240,b0982,1.68e-15
CHR26_00245,b0918,1.16e-95
CHR26_00250,b0917,2.64e-20
CHR26_00255,b0915,4.48e-87
CHR26_00270,b0913,8.069999999999999e-52
CHR26_00280,b0128,4.12e-111
CHR26_00285,b0127,4.11e-143
CHR26_00290,b0838,5.24e-60
CHR26_00295,b0221,0.0
CHR26_00315,b0140,5.9e-38
CHR26_00325,b2647,5.66e-64
CHR26_00330,b3482,3.4200000000000003e-36
CHR26_00380,b1832,2.66e-56
CHR26_00400,b1778,5.83e-49
CHR26_00405,b2290,0.0
CHR26_00410,b1829,1.79e-90
CHR26_00420,b3039,1.85e-56
CHR26_00425,b3162,3.23e-146
CHR26_00445,b2289,2.0799999999999998e-45
CHR26_00470,b2171,7.949999999999999e-23
CHR26_00495,b4249,2.62e-79
CHR26_00530,b3018,6.0600000000000005e-58
CHR26_00570,b3040,7.07e-18
CHR26_00600,b2536,1.81e-35
CHR26_00605,b2329,0.0
CHR26_00620,b2330,2.7299999999999997e-115
CHR26_00635,b1340,6.08e-20
CHR26_00655,b1433,3.0299999999999998e-111
CHR26_00670,b1449,2.48e-101
CHR26_00675,b1281,4.11e-86
CHR26_00685,b0442,7.47e-19
CHR26_00690,b3786,1.33e-174
CHR26_00735,b2053,1.69e-127
CHR26_00800,b2041,5.29e-162
CHR26_00805,b2040,3.59e-116
CHR26_00810,b2039,7.21e-164
CHR26_00815,b2038,1.41e-70
CHR26_00835,b2351,3.37e-114
CHR26_00865,b2048,0.0
CHR26_00885,b0912,3.03e-46
CHR26_00890,b0911,0.0
CHR26_00895,b0910,2.1999999999999998e-91
CHR26_00900,b0908,1.8700000000000001e-35
CHR26_00905,b2599,9.81e-49
CHR26_00910,b0907,3.5e-149
CHR26_00915,b2231,0.0
CHR26_00925,b2232,2.37e-110
CHR26_00935,b1271,4.63e-74
CHR26_00945,b2067,3.31e-74
CHR26_00960,b1055,4.99e-41
CHR26_00965,b0435,8.6e-25
CHR26_00975,b1611,0.0
CHR26_00980,b3184,7.23e-67
CHR26_00990,b2324,2.95e-151
CHR26_00995,b0674,8.140000000000001e-36
CHR26_01030,b4067,0.0
CHR26_01035,b4068,3.43e-40
CHR26_01070,b1054,1.92e-99
CHR26_01075,b1176,7.33e-44
CHR26_01080,b1175,7.51e-150
CHR26_01085,b1174,1.6e-25
CHR26_01095,b0058,4.3900000000000003e-72
CHR26_01115,b3872,3.87e-35
CHR26_01140,b1126,6.5e-95
CHR26_01155,b1830,2.6000000000000002e-166
CHR26_01190,b1422,1.84e-61
CHR26_01195,b3366,4.2400000000000005e-21
CHR26_01200,b3365,0.0
CHR26_01205,b2764,1.2300000000000002e-125
CHR26_01235,b0393,7.97e-93
CHR26_01245,b4148,1.7799999999999997e-42
CHR26_01250,b2835,3.02e-12
CHR26_01255,b1534,1.49e-55
CHR26_01265,b3832,5.65e-104
CHR26_01285,b2344,7.03e-45
CHR26_01315,b3547,6.48e-17
CHR26_01330,b1992,3.75e-24
CHR26_01335,b0638,5.58e-21
CHR26_01340,b1991,1.8399999999999999e-68
CHR26_01345,b1993,2.0100000000000002e-32
CHR26_01375,b1270,9.829999999999999e-61
CHR26_01400,b2175,1.28e-31
CHR26_01405,b2496,4.02e-65
CHR26_01420,b2499,4.12e-175
CHR26_01425,b2500,8.75e-92
CHR26_01440,b0354,4.12e-35
CHR26_01445,b2781,5.47e-95
CHR26_01450,b2784,0.0
CHR26_01460,b2785,2.81e-102
CHR26_01465,b2421,3.43e-149
CHR26_01480,b2786,0.0
CHR26_01485,b1380,6.07e-123
CHR26_01505,b2495,6.31e-42
CHR26_01510,b1004,2.23e-36
CHR26_01525,b1344,2.93e-143
CHR26_01530,b2135,1.98e-66
CHR26_01535,b2944,2.3299999999999996e-23
CHR26_01545,b2157,5.6300000000000005e-80
CHR26_01550,b4042,6.25e-32
CHR26_01560,b2583,5.7500000000000005e-75
CHR26_01580,b2698,3.47e-21
CHR26_01585,b2699,0.0
CHR26_01590,b2700,1.66e-44
CHR26_01600,b2733,0.0
CHR26_01610,b2741,1.5799999999999998e-150
CHR26_01615,b2865,1.16e-58
CHR26_01620,b2743,7.43e-65
CHR26_01625,b2744,7.88e-76
CHR26_01630,b2745,2.48e-59
CHR26_01635,b2746,1.59e-71
CHR26_01640,b2154,3.25e-120
CHR26_01645,b0356,0.0
CHR26_01655,b2747,2.54e-63
CHR26_01660,b2748,3.49e-16
CHR26_01665,b2779,0.0
CHR26_01670,b1215,1.09e-146
CHR26_01675,b2780,0.0
CHR26_01680,b0188,8.470000000000001e-66
CHR26_01685,b0185,2.69e-158
CHR26_01690,b0184,0.0
CHR26_01695,b0183,2.08e-90
CHR26_01700,b0182,5.53e-131
CHR26_01705,b0181,2.6e-89
CHR26_01710,b0180,7.229999999999999e-55
CHR26_01715,b0179,5.9e-113
CHR26_01725,b0177,0.0
CHR26_01730,b0176,5.06e-131
CHR26_01735,b0173,2.1e-142
CHR26_01740,b0175,6.619999999999999e-61
CHR26_01745,b0174,1.85e-94
CHR26_01750,b0172,2.5600000000000002e-70
CHR26_01755,b0171,1.5900000000000002e-116
CHR26_01760,b0170,3.5699999999999995e-104
CHR26_01765,b0169,1.64e-122
CHR26_01770,b0168,4.4e-127
CHR26_01775,b0167,0.0
CHR26_01785,b4065,9.459999999999999e-140
CHR26_01795,b2471,1.26e-32
CHR26_01805,b2810,5.07e-111
CHR26_01810,b1679,1.52e-22
CHR26_01815,b2812,3.64e-106
CHR26_01820,b3533,1.5100000000000002e-21
CHR26_01825,b2472,3.38e-161
CHR26_01830,b1822,2.74e-68
CHR26_01845,b4041,0.0
CHR26_01850,b0453,1.67e-16
CHR26_01875,b3497,4.5200000000000004e-66
CHR26_01895,b1868,3.52e-62
CHR26_01905,b1807,1.69e-65
CHR26_01910,b0474,1.48e-97
CHR26_01915,b3956,0.0
CHR26_01940,b2534,6.8e-33
CHR26_01960,b2890,0.0
CHR26_02005,b1846,1.5e-18
CHR26_02010,b1440,0.0
CHR26_02015,b1441,1.02e-158
CHR26_02020,b1442,6.1e-165
CHR26_02025,b1443,8.109999999999999e-135
CHR26_02030,b1444,0.0
CHR26_02040,b2892,0.0
CHR26_02045,b0190,2.67e-29
CHR26_02070,b0004,1.64e-73
CHR26_02080,b2893,3.28e-51
CHR26_02085,b2894,1.5899999999999999e-128
CHR26_02095,b2606,3.11e-56
CHR26_02100,b2607,3.38e-114
CHR26_02105,b2608,2.35e-39
CHR26_02110,b2609,2.2e-33
CHR26_02115,b2610,0.0
CHR26_02120,b2611,3.22e-28
CHR26_02125,b4461,3.33e-71
