,query,evalue
HAV28_00005,b3702,0.0
HAV28_00010,b3701,1.43e-143
HAV28_00015,b3700,3.7400000000000003e-97
HAV28_00020,b3699,0.0
HAV28_00065,b0200,1.88e-30
HAV28_00070,b3559,0.0
HAV28_00075,b3560,2.25e-175
HAV28_00080,b3549,3.0199999999999997e-67
HAV28_00095,b3290,0.0
HAV28_00100,b3289,1.4599999999999998e-128
HAV28_00105,b3288,6.9200000000000004e-130
HAV28_00110,b3287,5.3300000000000006e-64
HAV28_00115,b4473,1.6999999999999998e-74
HAV28_00120,b3282,2.26e-46
HAV28_00140,b4051,1.59e-141
HAV28_00145,b2436,6.85e-155
HAV28_00150,b3281,4.5199999999999995e-90
HAV28_00180,b1260,7.549999999999999e-48
HAV28_00185,b1261,5.13e-155
HAV28_00205,b3160,9.13e-121
HAV28_00210,b1482,4.49e-58
HAV28_00240,b3279,1.37e-84
HAV28_00245,b3498,0.0
HAV28_00265,b0339,7.69e-81
HAV28_00335,b0197,5.1400000000000006e-64
HAV28_00345,b0199,3.76e-109
HAV28_00350,b1732,0.0
HAV28_00360,b1859,1.1299999999999999e-90
HAV28_00365,b1858,1.94e-99
HAV28_00370,b4046,1.12e-25
HAV28_00375,b1857,1.49e-64
HAV28_00390,b3863,0.0
HAV28_00395,b3865,2.1300000000000002e-66
HAV28_00410,b3860,2.17e-21
HAV28_00425,b0867,3.9400000000000004e-58
HAV28_00430,b0457,2.12e-68
HAV28_00465,b4077,0.0
HAV28_00505,b4020,0.0
HAV28_00545,b2920,7.5599999999999995e-149
HAV28_00550,b1602,1.68e-161
HAV28_00560,b1603,2.5699999999999997e-104
HAV28_00575,b2371,2.3800000000000002e-77
HAV28_00635,b3252,1.02e-20
HAV28_00645,b3536,6.33e-64
HAV28_00655,b3538,7.91e-160
HAV28_00670,b3533,0.0
HAV28_00675,b3532,0.0
HAV28_00680,b3531,2.73e-125
HAV28_00685,b3530,0.0
HAV28_00765,b0387,2.2e-33
HAV28_00770,b3209,3.47e-87
HAV28_00780,b2136,2.3e-30
HAV28_00785,b2501,4.77e-132
HAV28_00790,b2502,6.1e-122
HAV28_00795,b3781,1.2e-53
HAV28_00800,b3783,0.0
HAV28_00805,b3843,0.0
HAV28_00810,b3844,2.6e-20
HAV28_00815,b1218,2.07e-31
HAV28_00840,b2912,1.37e-41
HAV28_00860,b2909,1.12e-13
HAV28_00865,b2908,3.2199999999999998e-139
HAV28_00870,b2907,9.109999999999999e-89
HAV28_00880,b2906,2.74e-102
HAV28_00895,b2905,5.43e-140
HAV28_00900,b2904,9.67e-57
HAV28_00905,b2903,0.0
HAV28_00930,b3054,2.82e-32
HAV28_00935,b3957,1.14e-127
HAV28_00940,b2818,1.89e-157
HAV28_00945,b1297,4.18e-136
HAV28_00970,b0855,1.06e-158
HAV28_00975,b0856,3.1900000000000005e-123
HAV28_00980,b0857,9.47e-107
HAV28_01005,b3917,8.66e-143
HAV28_01010,b2424,2.79e-80
HAV28_01015,b2423,1.52e-97
HAV28_01020,b2422,2.27e-115
HAV28_01075,b0459,1.5e-65
HAV28_01115,b2913,0.0
HAV28_01125,b1180,1.77e-75
HAV28_01135,b4333,5.96e-47
HAV28_01140,b2914,1.87e-96
HAV28_01160,b2830,2.57e-78
HAV28_01165,b2829,0.0
HAV28_01180,b2828,1.1499999999999999e-92
HAV28_01220,b2827,4.1399999999999996e-126
HAV28_01270,b4083,1.56e-36
HAV28_01315,b3292,1e-26
HAV28_01320,b3469,1.05e-133
HAV28_01360,b0048,4.6499999999999995e-40
HAV28_01365,b1729,0.0
HAV28_01390,b3771,0.0
HAV28_01405,b0967,6.6899999999999994e-68
HAV28_01415,b3635,7.29e-107
HAV28_01420,b2562,2.54e-28
HAV28_01425,b3634,4.47e-69
HAV28_01450,b2521,1.31e-34
HAV28_01455,b3353,2.2700000000000003e-79
HAV28_01460,b1494,1.94e-25
HAV28_01465,b3465,2.86e-58
HAV28_01480,b3464,1.46e-143
HAV28_01485,b3463,3.04e-85
HAV28_01490,b3462,6.36e-54
HAV28_01495,b3461,5.080000000000001e-125
HAV28_01500,b3208,1.2200000000000001e-73
HAV28_01505,b2807,3.7699999999999994e-23
HAV28_01515,b3991,1.11e-64
HAV28_01520,b2960,2.57e-100
HAV28_01530,b2955,1.25e-149
HAV28_01535,b2954,1.03e-67
HAV28_01555,b2952,1.25e-30
HAV28_01560,b0386,5.1e-44
HAV28_01565,b2951,3.28e-82
HAV28_01570,b2950,5.57e-87
HAV28_01575,b0227,6.39e-41
HAV28_01590,b1876,0.0
HAV28_01595,b3935,0.0
HAV28_01600,b3936,6.83e-27
HAV28_01610,b2463,1.5300000000000002e-164
HAV28_01615,b3396,0.0
HAV28_01635,b3391,1.37e-82
HAV28_01640,b3390,3.85e-58
HAV28_01645,b3389,2.39e-134
HAV28_01655,b3212,0.0
HAV28_01660,b3213,0.0
HAV28_01665,b3997,0.0
HAV28_01670,b3024,2.88e-17
HAV28_01680,b1596,6.01e-171
HAV28_01685,b1595,3.74e-96
HAV28_01695,b1706,1.35e-151
HAV28_01700,b0465,0.0
HAV28_01705,b1191,0.0
HAV28_01710,b0311,0.0
HAV28_01715,b0312,0.0
HAV28_01720,b0313,3.35e-74
HAV28_01740,b3614,2.26e-47
HAV28_01750,b3613,4.63e-53
HAV28_01755,b3612,0.0
HAV28_01760,b3611,4.28e-26
HAV28_01765,b3610,3.8199999999999995e-30
HAV28_01770,b3609,3.19e-56
HAV28_01775,b3606,2.42e-70
HAV28_01785,b3868,0.0
HAV28_01790,b3869,1.33e-100
HAV28_01800,b3870,0.0
HAV28_01805,b0423,7.52e-174
HAV28_01810,b3871,0.0
HAV28_01835,b3428,0.0
HAV28_01840,b4232,3.89e-87
HAV28_01875,b1742,6.05e-15
HAV28_01895,b2677,3.18e-110
HAV28_01930,b3887,3.39e-52
HAV28_01935,b1048,0.0
HAV28_01940,b1049,0.0
HAV28_01950,b0810,3.07e-49
HAV28_01970,b3839,6.01e-108
HAV28_01990,b2026,7.56e-21
HAV28_01995,b3835,0.0
HAV28_02005,b3833,4.08e-135
HAV28_02055,b3931,0.0
HAV28_02060,b3932,5.29e-94
HAV28_02070,b4245,1.6499999999999998e-42
HAV28_02080,b2949,8.82e-49
HAV28_02085,b2948,1.12e-49
HAV28_02095,b2947,5.27e-153
HAV28_02130,b2899,3.9500000000000003e-44
HAV28_02135,b2946,1.0899999999999999e-68
HAV28_02140,b0774,2.01e-102
HAV28_02155,b1057,1.0700000000000001e-72
HAV28_02160,b1056,1.08e-77
HAV28_02165,b0797,9.16e-165
HAV28_02175,b3941,3.0900000000000004e-73
HAV28_02205,b2813,1.89e-39
HAV28_02215,b3097,3.77e-17
HAV28_02220,b3647,2.24e-153
HAV28_02225,b2942,0.0
HAV28_02235,b2935,0.0
HAV28_02240,b2927,2.25e-127
HAV28_02245,b2926,0.0
HAV28_02260,b3137,3.24e-49
HAV28_02280,b3085,6.930000000000001e-73
HAV28_02290,b2267,5.39e-54
HAV28_02295,b0960,1.64e-166
HAV28_02300,b3492,1.23e-152
HAV28_02305,b1343,9.520000000000001e-169
HAV28_02310,b3754,2.31e-147
HAV28_02330,b1014,0.0
HAV28_02335,b1015,0.0
HAV28_02345,b3499,2.19e-86
HAV28_02395,b0914,2.49e-155
HAV28_02400,b3052,0.0
HAV28_02420,b0543,1.33e-29
HAV28_02430,b3633,3.1e-146
HAV28_02435,b3035,7.3e-74
HAV28_02440,b3994,0.0
HAV28_02455,b3034,2.54e-61
HAV28_02460,b3033,1.1e-23
HAV28_02465,b3032,3.17e-60
HAV28_02470,b3031,2.75e-39
HAV28_02475,b3030,0.0
HAV28_02490,b3019,0.0
HAV28_02505,b4388,6.42e-65
HAV28_02510,b4160,3.17e-95
HAV28_02520,b1890,2.35e-74
HAV28_02525,b1889,9.39e-73
HAV28_02535,b4161,8.21e-101
HAV28_02540,b4162,4.19e-92
HAV28_02545,b3646,5.99e-77
HAV28_02550,b4166,2.21e-148
HAV28_02555,b4167,9.42e-65
HAV28_02560,b4168,7.7e-58
HAV28_02565,b2817,8.789999999999999e-94
HAV28_02570,b4170,3.19e-149
HAV28_02575,b4171,5.84e-135
HAV28_02580,b4172,1.97e-41
HAV28_02585,b4173,7.84e-173
HAV28_02590,b4174,1.87e-88
HAV28_02595,b4175,2.08e-71
HAV28_02605,b4177,0.0
HAV28_02645,b4179,0.0
HAV28_02650,b4180,8.5e-99
HAV28_02655,b4200,1.9499999999999998e-54
HAV28_02660,b4202,1.52e-41
HAV28_02670,b4203,1.12e-57
