,query,evalue
AO353_00010,b0378,1.88e-159
AO353_00015,b0347,7.700000000000001e-32
AO353_00020,b0369,4.51e-178
AO353_00040,b3151,5.67e-150
AO353_00045,b0503,4.57e-109
AO353_00050,b1764,1.3e-160
AO353_00055,b0411,9.560000000000001e-96
AO353_00165,b0556,8.41e-13
AO353_00295,b4049,7.61e-130
AO353_00310,b0008,2.69e-130
AO353_00320,b1235,1.83e-22
AO353_00330,b2346,3.72e-34
AO353_00345,b2794,1.51e-95
AO353_00355,b0571,1.83e-105
AO353_00360,b0570,5.540000000000001e-79
AO353_00365,b1118,2.7e-84
AO353_00370,b1117,1.44e-87
AO353_00385,b3449,2.07e-25
AO353_00390,b3962,0.0
AO353_00395,b2214,6.47e-64
AO353_00410,b3533,1.14e-63
AO353_00425,b4150,4.78e-98
AO353_00435,b1114,0.0
AO353_00455,b1107,1.01e-100
AO353_00465,b4043,4.34e-88
AO353_00495,b1274,0.0
AO353_00505,b3845,0.0
AO353_00510,b3846,0.0
AO353_00525,b0949,0.0
AO353_00530,b4392,7.679999999999999e-95
AO353_00545,b2320,2.88e-104
AO353_00550,b1663,4.03e-124
AO353_00555,b3470,3.27e-25
AO353_00560,b2806,3.31e-114
AO353_00565,b1276,0.0
AO353_00655,b3867,2.02e-160
AO353_00660,b1334,6.44e-91
AO353_00665,b0469,1.47e-51
AO353_00670,b1695,1.19e-51
AO353_00675,b0472,8.88e-87
AO353_00680,b0471,5.73e-44
AO353_00685,b0470,5.39e-159
AO353_00710,b2411,0.0
AO353_00715,b2412,2.4e-24
AO353_00730,b2867,3.72e-28
AO353_00735,b2866,3.53e-64
AO353_00740,b2875,1.77e-19
AO353_00745,b2883,0.0
AO353_00755,b1433,1.86e-112
AO353_00760,b2959,5.24e-26
AO353_00765,b3182,3.43e-28
AO353_00775,b0948,0.0
AO353_00780,b0945,2.41e-137
AO353_00805,b3365,1.8299999999999999e-134
AO353_00815,b2206,4.46e-107
AO353_00845,b1342,9.39e-49
AO353_00850,b3929,2.4e-62
AO353_00865,b1702,0.0
AO353_00875,b1703,1.07e-93
AO353_00880,b0334,0.0
AO353_00885,b0769,5.48e-54
AO353_00895,b0333,4.709999999999999e-140
AO353_00900,b0331,3.6e-166
AO353_00925,b1812,7.92e-129
AO353_00935,b2762,8.679999999999999e-23
AO353_00945,b4249,2.5699999999999998e-74
AO353_00950,b2690,4.16e-25
AO353_00980,b0866,2.0200000000000002e-27
AO353_01010,b1739,1.01e-14
AO353_01030,b3072,2.34e-70
AO353_01140,b3018,8.07e-62
AO353_01200,b4502,1.2500000000000001e-29
AO353_01230,b1698,1.81e-31
AO353_01240,b1699,3.73e-22
AO353_01245,b3010,1.5699999999999998e-67
AO353_01250,b0325,7.71e-117
AO353_01265,b4477,8.36e-49
AO353_01270,b3693,1.6200000000000002e-36
AO353_01290,b1962,3.0499999999999997e-55
AO353_01325,b1100,1.13e-86
AO353_01335,b1099,8.330000000000001e-32
AO353_01340,b1098,4.07e-52
AO353_01345,b1097,9.190000000000001e-65
AO353_01350,b1096,6.030000000000001e-43
AO353_01355,b1095,0.0
AO353_01360,b1094,3.14e-46
AO353_01365,b1093,9.6e-112
AO353_01370,b1092,7.06e-127
AO353_01375,b1090,5.31e-94
AO353_01380,b1089,1.3799999999999998e-23
AO353_01385,b1088,1.59e-19
AO353_01390,b1087,1.19e-69
AO353_01405,b1086,5.95e-119
AO353_01410,b1084,0.0
AO353_01430,b3972,8.3e-85
AO353_01435,b2061,1.14e-18
AO353_01440,b0918,2.03e-95
AO353_01445,b0917,1.29e-21
AO353_01450,b0915,8.26e-87
AO353_01465,b0913,2.67e-55
AO353_01480,b0128,6.110000000000001e-109
AO353_01485,b0127,6.86e-145
AO353_01490,b0838,2.71e-57
AO353_01500,b0221,0.0
AO353_01535,b2308,1.43e-93
AO353_01620,b0064,6.17e-15
AO353_01650,b1421,6.56e-42
AO353_01660,b2137,2.6399999999999998e-40
AO353_01665,b1449,2.5e-98
AO353_01670,b1281,1.1e-85
AO353_01690,b1688,2.56e-55
AO353_01700,b2302,5.170000000000001e-57
AO353_01715,b1686,5.839999999999999e-45
AO353_01725,b2340,3.3e-14
AO353_01735,b3608,2.93e-70
AO353_01755,b0954,3.47e-80
AO353_01760,b2323,0.0
AO353_01780,b0473,0.0
AO353_01810,b0401,0.0
AO353_01815,b0729,5.279999999999999e-180
AO353_01820,b0728,0.0
AO353_01825,b0116,2.99e-106
AO353_01830,b0727,1.3100000000000001e-166
AO353_01835,b0726,0.0
AO353_01840,b0724,5.3000000000000004e-123
AO353_01845,b0723,0.0
AO353_01850,b0722,2.19e-21
AO353_01855,b0721,4.3099999999999995e-23
AO353_01860,b0720,0.0
AO353_01865,b4067,0.0
AO353_01870,b4068,1.27e-40
AO353_01900,b1958,4.6700000000000003e-122
AO353_01920,b0507,0.0
AO353_01925,b0508,2.9599999999999997e-106
AO353_01930,b0509,2.5e-137
AO353_01965,b0442,1.71e-14
AO353_01975,b3784,2.29e-12
AO353_01990,b3786,1.02e-130
AO353_02040,b0912,1.0099999999999999e-46
AO353_02050,b0911,0.0
AO353_02055,b0910,1.42e-90
AO353_02060,b0908,1.27e-33
AO353_02065,b2021,3.3700000000000004e-37
AO353_02070,b2599,1.54e-50
AO353_02075,b0907,1.7999999999999998e-147
AO353_02080,b2231,0.0
AO353_02095,b2232,5.54e-109
AO353_02105,b1271,1.9e-76
AO353_02120,b2067,3.24e-75
AO353_02135,b1055,3.34e-41
AO353_02140,b0435,1.2099999999999999e-23
AO353_02150,b1611,0.0
AO353_02155,b3184,1.83e-68
