,query,evalue
BVH74_00025,b2361,5.1000000000000005e-43
BVH74_00050,b2349,1.35e-72
BVH74_00105,b3125,6.65e-61
BVH74_00115,b1695,1.3e-50
BVH74_00120,b1183,3.32e-32
BVH74_00125,b1184,1.21e-125
BVH74_00130,b2747,4.38e-60
BVH74_00135,b2748,1.61e-15
BVH74_00140,b2779,0.0
BVH74_00145,b1215,4.72e-148
BVH74_00150,b2780,0.0
BVH74_00155,b0188,9.03e-63
BVH74_00160,b0185,2.74e-161
BVH74_00165,b0184,0.0
BVH74_00170,b0183,2.01e-92
BVH74_00175,b0182,1.9000000000000002e-129
BVH74_00180,b0181,3.7e-99
BVH74_00185,b0180,1.2800000000000001e-58
BVH74_00190,b0179,1.4200000000000001e-121
BVH74_00200,b0177,0.0
BVH74_00205,b0176,1.83e-128
BVH74_00210,b0173,5.74e-142
BVH74_00215,b0175,7.03e-53
BVH74_00220,b0174,7.2e-90
BVH74_00225,b0172,8.65e-78
BVH74_00230,b0171,1.05e-111
BVH74_00235,b0170,1.66e-104
BVH74_00240,b0169,2.3000000000000002e-125
BVH74_00245,b0168,6.770000000000001e-116
BVH74_00250,b0167,0.0
BVH74_00260,b2471,1.6199999999999998e-34
BVH74_00270,b2812,2.09e-102
BVH74_00275,b0807,1.94e-114
BVH74_00280,b2472,1.61e-171
BVH74_00285,b1822,3.27e-63
BVH74_00320,b4041,0.0
BVH74_00325,b3497,6.08e-64
BVH74_00330,b1868,3.5e-75
BVH74_00340,b1807,5.44e-54
BVH74_00345,b0474,2.2e-98
BVH74_00350,b3956,0.0
BVH74_00360,b2781,1.43e-92
BVH74_00365,b2784,0.0
BVH74_00370,b2785,6.66e-102
BVH74_00375,b2421,3.6e-152
BVH74_00380,b2786,8.710000000000001e-179
BVH74_00385,b2563,5.16e-36
BVH74_00390,b2564,1.06e-108
BVH74_00395,b2565,6.11e-47
BVH74_00400,b2566,7.23e-125
BVH74_00405,b2567,9.62e-86
BVH74_00415,b2568,2.62e-69
BVH74_00420,b2569,0.0
BVH74_00425,b0161,9.84e-77
BVH74_00430,b2570,1.3800000000000001e-22
BVH74_00435,b2571,1.5e-17
BVH74_00445,b2573,6.95e-91
BVH74_00450,b2574,0.0
BVH74_00460,b2897,5.09e-20
BVH74_00465,b2898,1.1e-34
BVH74_00475,b2580,3.8e-83
BVH74_00490,b2890,0.0
BVH74_00495,b2891,1.0599999999999999e-180
BVH74_00510,b4242,1.42e-97
BVH74_00515,b0311,2.98e-118
BVH74_00520,b2892,0.0
BVH74_00525,b0190,2.53e-33
BVH74_00535,b3051,3.87e-34
BVH74_00545,b4182,7.8e-34
BVH74_00550,b4181,1.39e-18
BVH74_00560,b2592,0.0
BVH74_00565,b2593,1.55e-91
BVH74_00570,b2594,3.7900000000000005e-129
BVH74_00575,b2595,6.98e-60
BVH74_00595,b4004,4.9199999999999996e-119
BVH74_00605,b2210,0.0
BVH74_00620,b3662,1.07e-35
BVH74_00625,b0208,1.83e-63
BVH74_00640,b2551,0.0
BVH74_00655,b4391,0.0
BVH74_00660,b1761,0.0
BVH74_00670,b4389,0.0
BVH74_00675,b1163,1.6400000000000001e-37
BVH74_00685,b3291,1.59e-62
BVH74_00690,b3084,4.44e-88
BVH74_00695,b0955,1.74e-74
BVH74_00720,b3824,1.18e-47
BVH74_00745,b0004,7.8e-72
BVH74_00755,b2893,4.3600000000000005e-64
BVH74_00760,b2894,9.59e-122
BVH74_00765,b2606,5.340000000000001e-59
BVH74_00770,b2607,5.52e-117
BVH74_00775,b2608,2.22e-46
BVH74_00780,b2609,4.5e-35
BVH74_00785,b2610,0.0
BVH74_00790,b2611,5.94e-36
BVH74_00795,b4461,4.16e-145
BVH74_00805,b1849,0.0
BVH74_00810,b1648,1.62e-12
BVH74_00820,b1813,4.1e-17
BVH74_00835,b3518,3.9e-85
BVH74_00850,b2791,8.629999999999999e-67
BVH74_00890,b3677,8.01e-15
BVH74_00950,b2557,0.0
BVH74_00955,b2558,2.19e-105
BVH74_00960,b2559,3.23e-58
BVH74_00965,b2751,6.15e-176
BVH74_00970,b2752,3.1099999999999996e-180
BVH74_00975,b0710,3.2e-92
BVH74_00980,b3235,2.16e-87
BVH74_00990,b2020,8.090000000000001e-97
BVH74_00995,b2019,2.5899999999999996e-23
BVH74_01000,b3189,0.0
BVH74_01005,b3190,9.74e-13
BVH74_01020,b3193,5.69e-34
BVH74_01025,b3194,2.2e-117
BVH74_01030,b3195,1.41e-108
BVH74_01035,b3197,7.619999999999999e-134
BVH74_01040,b3198,2.89e-51
BVH74_01050,b3200,1.7e-24
BVH74_01055,b3201,1.95e-116
BVH74_01060,b3202,0.0
BVH74_01065,b3203,1.29e-33
BVH74_01070,b3204,1.08e-37
BVH74_01075,b3205,2.9e-90
BVH74_01080,b3206,2.01e-14
BVH74_01085,b4235,2.46e-151
BVH74_01090,b4234,7.67e-28
BVH74_01120,b2089,3.64e-15
BVH74_01150,b0778,1.0700000000000001e-72
BVH74_01155,b0777,5.3e-41
BVH74_01160,b3412,4.17e-17
BVH74_01165,b0776,4.13e-94
BVH74_01170,b0775,2.01e-177
BVH74_01175,b3413,4.51e-36
BVH74_01180,b3859,2.13e-102
BVH74_01190,b0465,0.0
BVH74_01195,b2171,4.31e-55
BVH74_01205,b3780,7.33e-111
BVH74_01220,b0006,1.01e-114
BVH74_01235,b2790,5.3e-31
BVH74_01245,b2127,4.88e-22
