,query,evalue
HXW90_00005,b3702,0.0
HXW90_00010,b3701,4.54e-145
HXW90_00015,b3700,1.24e-94
HXW90_00020,b3699,0.0
HXW90_00025,b2711,2.3e-167
HXW90_00035,b2709,0.0
HXW90_00080,b0200,1.76e-31
HXW90_00085,b3559,0.0
HXW90_00090,b3560,5.9e-179
HXW90_00095,b3549,7.85e-64
HXW90_00110,b3290,0.0
HXW90_00115,b3289,4.61e-134
HXW90_00120,b3288,1.3e-130
HXW90_00125,b3287,4.7299999999999995e-68
HXW90_00135,b4473,2e-74
HXW90_00140,b3282,5.11e-46
HXW90_00145,b4051,1.8299999999999998e-135
HXW90_00150,b2436,3.3400000000000006e-157
HXW90_00155,b3281,1.74e-90
HXW90_00170,b3678,1.32e-37
HXW90_00175,b0254,2.35e-46
HXW90_00185,b3693,2.33e-35
HXW90_00190,b4477,7.91e-52
HXW90_00195,b4478,4.15e-173
HXW90_00200,b3691,1.27e-171
HXW90_00215,b1260,2.42e-45
HXW90_00220,b1261,5.54e-150
HXW90_00245,b3160,4.0500000000000005e-129
HXW90_00255,b1482,4.39e-61
HXW90_00280,b3279,1.38e-83
HXW90_00285,b3498,0.0
HXW90_00320,b0339,4.7e-74
HXW90_00395,b0199,6.4000000000000004e-105
HXW90_00400,b1732,0.0
HXW90_00410,b1859,5.669999999999999e-90
HXW90_00415,b1858,4.0500000000000004e-103
HXW90_00420,b4046,2.88e-28
HXW90_00425,b1857,6.230000000000001e-66
HXW90_00440,b3863,0.0
HXW90_00445,b3865,1.3699999999999999e-67
HXW90_00460,b3860,8.390000000000001e-21
HXW90_00475,b0867,9.71e-62
HXW90_00505,b4077,0.0
HXW90_00545,b4020,0.0
HXW90_00550,b2832,3.65e-83
HXW90_00590,b2920,9.55e-153
HXW90_00595,b1602,1.52e-160
HXW90_00605,b1603,1.99e-102
HXW90_00620,b2371,2.1e-80
HXW90_00685,b3711,9.5e-28
HXW90_00765,b2750,7e-50
HXW90_00790,b3240,2.74e-30
HXW90_00800,b1644,9.49e-74
HXW90_00815,b1614,2.97e-51
HXW90_00820,b1024,2.5799999999999998e-170
HXW90_00825,b1023,0.0
HXW90_00830,b1022,0.0
HXW90_00925,b2270,3.64e-167
HXW90_00940,b1774,1.0500000000000001e-58
HXW90_00975,b2661,0.0
HXW90_00980,b2662,0.0
HXW90_01010,b3917,1.89e-145
HXW90_01015,b2424,6.960000000000001e-80
HXW90_01020,b2423,3.37e-94
HXW90_01025,b2422,9.91e-119
HXW90_01055,b0197,5.2900000000000005e-64
HXW90_01105,b1012,3.38e-16
HXW90_01135,b1918,2.37e-114
HXW90_01140,b1920,8.2e-113
HXW90_01145,b1919,2.88e-139
HXW90_01155,b0314,0.0
HXW90_01165,b3001,2.13e-168
HXW90_01170,b0368,2.14e-125
HXW90_01175,b0367,1.44e-104
HXW90_01180,b0366,1.9e-108
HXW90_01185,b0365,2.43e-125
HXW90_01190,b2688,5.950000000000001e-132
HXW90_01200,b3407,0.0
HXW90_01205,b3405,5.560000000000001e-117
HXW90_01210,b3404,2.34e-63
HXW90_01215,b0852,2.16e-142
HXW90_01225,b1163,3.9500000000000005e-32
HXW90_01230,b3400,3.45e-40
HXW90_01235,b2174,3.74e-17
HXW90_01240,b3401,6.92e-73
HXW90_01245,b3403,3.13e-135
HXW90_01290,b1501,0.0
HXW90_01295,b3895,2.08e-54
HXW90_01305,b2665,1.9e-55
HXW90_01310,b3399,6.54e-51
HXW90_01315,b3397,1.42e-60
HXW90_01320,b4214,2.3500000000000002e-64
HXW90_01340,b3788,0.0
HXW90_01430,b3361,2.39e-39
HXW90_01505,b3252,5.33e-29
HXW90_01530,b0862,7.36e-59
HXW90_01535,b0860,2.2000000000000003e-59
HXW90_01545,b2663,0.0
HXW90_01585,b2962,2.2399999999999998e-23
HXW90_01590,b2961,8.19e-124
HXW90_01605,b2022,2.4799999999999997e-54
HXW90_01610,b2023,3.49e-38
HXW90_01620,b2024,3.9700000000000004e-35
HXW90_01625,b2025,3.46e-68
HXW90_01635,b3614,1.84e-47
HXW90_01645,b3613,8.95e-54
HXW90_01650,b3612,0.0
HXW90_01655,b3611,1.35e-23
HXW90_01660,b3610,1.39e-33
HXW90_01665,b3609,3.4800000000000004e-59
HXW90_01670,b3606,2.3099999999999997e-67
HXW90_01680,b3868,0.0
HXW90_01685,b3869,2.51e-100
HXW90_01695,b3870,0.0
HXW90_01700,b0423,7.69e-174
HXW90_01705,b3871,0.0
HXW90_01715,b3428,0.0
HXW90_01730,b4232,8.060000000000001e-85
HXW90_01740,b4149,2.84e-28
HXW90_01755,b1742,8.43e-15
HXW90_01775,b2678,3.0799999999999997e-69
HXW90_01780,b2677,2.93e-111
HXW90_01850,b3887,6.849999999999999e-48
HXW90_01855,b1048,0.0
HXW90_01860,b1049,0.0
HXW90_01900,b3839,1.01e-108
HXW90_01920,b2026,8.8e-22
HXW90_01925,b3835,0.0
HXW90_01930,b3834,5.92e-13
HXW90_01935,b3833,1.24e-131
HXW90_01985,b3931,0.0
HXW90_01990,b3932,9.66e-93
HXW90_02000,b1876,0.0
HXW90_02005,b3935,0.0
HXW90_02010,b3936,4.38e-24
HXW90_02015,b2463,9.42e-165
HXW90_02020,b3396,0.0
HXW90_02040,b3391,6.15e-69
HXW90_02045,b3390,1.1800000000000001e-58
HXW90_02050,b3389,4.23e-137
HXW90_02060,b3212,0.0
HXW90_02065,b3213,0.0
HXW90_02070,b3997,0.0
HXW90_02080,b1596,3.37e-173
HXW90_02085,b1595,8.289999999999999e-95
