,query,evalue
KQ248_00075,b0447,1.07e-38
KQ248_00100,b0871,1.26e-96
KQ248_00165,b0398,2.21e-58
KQ248_00170,b0397,1.55e-50
KQ248_00180,b0340,3.1999999999999996e-42
KQ248_00185,b0318,8.98e-14
KQ248_00205,b4108,6.2599999999999994e-55
KQ248_00210,b2938,0.0
KQ248_00215,b1282,2.61e-25
KQ248_00260,b0029,6.05e-151
KQ248_00265,b0028,6.750000000000001e-33
KQ248_00270,b0027,9.9e-40
KQ248_00275,b0026,0.0
KQ248_00280,b0025,4.5099999999999996e-104
KQ248_00285,b1069,8.52e-164
KQ248_00290,b0023,5.97e-29
KQ248_00295,b4397,7.04e-71
KQ248_00300,b0242,9.899999999999999e-95
KQ248_00305,b3183,1.8e-141
KQ248_00310,b3185,2.58e-40
KQ248_00315,b3186,2.52e-45
KQ248_00320,b3187,2.22e-116
KQ248_00330,b4207,2.48e-68
KQ248_00340,b3002,1.9600000000000002e-85
KQ248_00350,b0955,6.03e-73
KQ248_00355,b3518,1.66e-72
KQ248_00385,b3291,1.55e-59
KQ248_00400,b4389,0.0
KQ248_00425,b2551,0.0
KQ248_00430,b1285,1.66e-110
KQ248_00435,b4391,0.0
KQ248_00460,b3924,8.58e-64
KQ248_00465,b3084,1.87e-89
KQ248_00480,b0591,9.75e-12
KQ248_00485,b0284,1.82e-145
KQ248_00490,b0285,3.9700000000000003e-103
KQ248_00495,b0286,7.08e-73
KQ248_00510,b3965,4.87e-133
KQ248_00520,b1392,2.9599999999999998e-53
KQ248_00545,b4042,5.2899999999999995e-30
KQ248_00550,b2237,5.2e-66
KQ248_00595,b3025,2.59e-69
KQ248_00600,b3026,4.97e-62
KQ248_00605,b1974,5.62e-41
KQ248_00610,b0827,2.08e-93
KQ248_00615,b0782,2.9300000000000003e-72
KQ248_00630,b2475,2.88e-93
KQ248_00690,b1256,4.44e-59
KQ248_00705,b4059,1.68e-62
KQ248_00710,b0427,3.3600000000000003e-164
KQ248_00715,b4058,0.0
KQ248_00720,b3294,2.8399999999999997e-69
KQ248_00725,b3295,9.01e-173
KQ248_00730,b3296,4.6e-109
KQ248_00735,b3297,6.7e-74
KQ248_00740,b3298,1.31e-63
KQ248_00745,b3299,1.15e-20
KQ248_00750,b3300,0.0
KQ248_00755,b3301,3e-57
KQ248_00760,b3302,2.76e-21
KQ248_00765,b3303,5.2899999999999995e-84
KQ248_00770,b3304,3.83e-30
KQ248_00775,b3305,7.25e-79
KQ248_00780,b3306,3.7e-62
KQ248_00785,b3307,1.97e-39
KQ248_00790,b3308,1.52e-87
KQ248_00795,b3309,5.41e-40
KQ248_00800,b3310,1.15e-75
KQ248_00805,b3311,1.75e-38
KQ248_00810,b3312,4.01e-22
KQ248_00815,b3313,7.59e-76
KQ248_00820,b3314,9.76e-119
KQ248_00825,b3315,1.22e-51
KQ248_00830,b3316,2.7799999999999995e-48
KQ248_00835,b3317,3.3000000000000002e-161
KQ248_00840,b3318,2.8999999999999998e-34
KQ248_00845,b3319,1.79e-99
KQ248_00850,b3320,4e-114
KQ248_00855,b3321,3.01e-66
KQ248_00865,b3340,0.0
KQ248_00870,b3341,7.78e-78
KQ248_00875,b3342,6.630000000000001e-79
KQ248_00880,b3988,0.0
KQ248_00885,b3987,0.0
KQ248_00890,b3986,1.2300000000000001e-37
KQ248_00895,b3985,1.59e-80
KQ248_00900,b3984,2.33e-109
KQ248_00905,b3983,2.27e-75
KQ248_00910,b3982,2.81e-94
KQ248_00925,b3980,0.0
KQ248_00955,b3973,1.55e-60
KQ248_00985,b1637,1.26e-41
KQ248_00990,b1856,2.29e-53
KQ248_00995,b1640,2.33e-105
KQ248_01000,b0156,3.0499999999999995e-54
KQ248_01005,b3958,2.7099999999999998e-48
KQ248_01030,b1103,3.26e-26
KQ248_01040,b0120,2.65e-13
KQ248_01045,b3356,8.139999999999999e-48
KQ248_01050,b3357,1.26e-102
KQ248_01055,b1262,2.46e-43
KQ248_01060,b1263,1.9e-60
KQ248_01065,b3360,1.0500000000000001e-99
KQ248_01080,b1264,1.0999999999999999e-74
KQ248_01085,b3385,2.2999999999999998e-48
KQ248_01090,b3386,8.17e-123
KQ248_01095,b2662,0.0
KQ248_01140,b0055,1.03e-24
KQ248_01160,b0054,5.94e-97
KQ248_01165,b0053,5.730000000000001e-103
KQ248_01170,b0052,2.6200000000000002e-133
KQ248_01175,b0051,1.71e-83
KQ248_01180,b0050,5.02e-41
KQ248_01185,b0049,2.21e-90
KQ248_01190,b3425,9.3e-34
KQ248_01195,b1783,0.0
KQ248_01200,b1784,3.94e-174
KQ248_01205,b1188,0.0
KQ248_01210,b3056,7.81e-130
KQ248_01220,b3058,5.56e-33
KQ248_01225,b3059,1.6900000000000001e-43
KQ248_01230,b3064,3.19e-169
KQ248_01235,b3065,5.22e-36
KQ248_01240,b3066,8.75e-178
KQ248_01245,b3067,0.0
