,query,evalue
D3880_00005,b3702,0.0
D3880_00010,b3701,4.61e-149
D3880_00015,b3700,2.7099999999999998e-95
D3880_00020,b3699,0.0
D3880_00025,b3018,4.13e-12
D3880_00030,b0200,1.17e-28
D3880_00035,b3559,0.0
D3880_00040,b3560,1.36e-173
D3880_00045,b3549,3.93e-64
D3880_00065,b3290,0.0
D3880_00070,b3289,1.89e-131
D3880_00075,b3288,4.13e-130
D3880_00080,b3287,1.5799999999999999e-62
D3880_00090,b4473,3.22e-78
D3880_00095,b3282,1.63e-46
D3880_00100,b4051,7.78e-145
D3880_00105,b2436,3.6400000000000005e-157
D3880_00110,b3281,6.53e-95
D3880_00115,b2134,2.26e-138
D3880_00120,b0208,8.77e-93
D3880_00130,b1260,3.4799999999999997e-46
D3880_00135,b1261,6.96e-152
D3880_00160,b3160,1.09e-118
D3880_00190,b3279,2.1e-85
D3880_00195,b3498,0.0
D3880_00210,b1790,1.91e-39
D3880_00215,b2410,1.6100000000000001e-121
D3880_00245,b0430,3.2900000000000004e-27
D3880_00260,b0339,1.62e-73
D3880_00275,b0431,2.4500000000000003e-122
D3880_00310,b0428,9.56e-47
D3880_00325,b0197,9.449999999999999e-61
D3880_00330,b0198,1.97e-51
D3880_00335,b0199,3.82e-101
D3880_00345,b1859,5.53e-88
D3880_00350,b1858,1.4e-104
D3880_00355,b4046,1.2000000000000002e-27
D3880_00360,b1857,4.4200000000000003e-66
D3880_00395,b3863,0.0
D3880_00400,b3865,8.979999999999999e-69
D3880_00415,b3860,4.19e-21
D3880_00430,b3434,4.14e-53
D3880_00435,b0867,5.15e-66
D3880_00440,b1431,1.39e-63
D3880_00445,b1004,3.04e-98
D3880_00455,b2709,2.15e-162
D3880_00460,b2552,3.27e-98
D3880_00520,b3917,2.02e-146
D3880_00525,b2424,2.63e-78
D3880_00530,b2423,3.76e-97
D3880_00535,b2422,7.66e-120
D3880_00560,b2662,0.0
D3880_00565,b2661,0.0
D3880_00660,b2371,9.05e-84
D3880_00665,b2664,7.06e-86
D3880_00670,b2659,1.91e-169
D3880_00675,b2660,0.0
D3880_00710,b2808,1.82e-57
D3880_00720,b1603,8.010000000000001e-97
D3880_00730,b1602,1.53e-158
D3880_00735,b2920,1.8e-143
D3880_00785,b2819,1.17e-139
D3880_00790,b2820,0.0
D3880_00795,b2822,0.0
D3880_00805,b4020,0.0
D3880_00810,b3516,1.84e-12
D3880_00825,b1917,4.29e-136
D3880_00830,b1918,1.44e-116
D3880_00835,b1920,5.82e-133
D3880_00840,b1919,1.06e-138
D3880_00865,b3236,2.28e-19
D3880_00875,b3026,8.41e-35
D3880_00900,b0937,1.7399999999999998e-61
D3880_00905,b0936,3.99e-91
D3880_00910,b0935,0.0
D3880_00915,b0934,4.22e-126
D3880_00920,b0933,3.09e-113
D3880_00965,b1297,1.91e-138
D3880_00970,b1298,2.25e-64
D3880_00995,b0855,3.83e-151
D3880_01000,b0856,6.75e-122
D3880_01005,b0857,3.67e-110
D3880_01060,b2913,0.0
D3880_01070,b2979,2.21e-49
D3880_01075,b1180,6.29e-73
D3880_01085,b3024,1.49e-21
D3880_01115,b4333,1.28e-44
D3880_01120,b2080,1.67e-34
D3880_01125,b2914,6.99e-98
D3880_01130,b3772,0.0
D3880_01145,b2830,5.980000000000001e-75
D3880_01150,b2829,0.0
D3880_01170,b2828,2.57e-94
D3880_01175,b2827,2.45e-144
D3880_01225,b0048,7.869999999999999e-45
D3880_01240,b3771,0.0
D3880_01245,b0967,1.65e-61
D3880_01255,b3635,1.31e-108
D3880_01270,b3447,1.75e-107
D3880_01275,b2562,4.9e-28
D3880_01280,b3634,2.16e-68
D3880_01310,b1022,5.01e-26
D3880_01325,b3353,1.29e-77
D3880_01330,b3465,6.0100000000000005e-64
D3880_01340,b1494,1.12e-16
D3880_01345,b3464,4.3199999999999995e-140
D3880_01350,b3463,1.25e-87
D3880_01355,b3462,1.46e-60
D3880_01360,b3461,1.2200000000000001e-123
D3880_01370,b3208,1.29e-67
D3880_01385,b3991,3.45e-69
D3880_01390,b2960,1.6500000000000001e-99
D3880_01410,b2955,4.34e-144
D3880_01415,b2954,1.84e-65
D3880_01440,b2953,9.11e-30
D3880_01445,b2952,9.75e-32
D3880_01450,b0386,5.85e-47
D3880_01455,b2951,1.3e-78
D3880_01460,b2950,1.72e-95
D3880_01485,b3939,4.43e-109
