,query,evalue
HNE05_00025,b3973,1.6999999999999999e-68
HNE05_00065,b3981,7.380000000000001e-31
HNE05_00070,b3982,4.870000000000001e-97
HNE05_00075,b3983,1.19e-72
HNE05_00080,b3984,1.27e-109
HNE05_00085,b3985,1.75e-78
HNE05_00090,b3986,5.54e-36
HNE05_00095,b3987,0.0
HNE05_00100,b3988,0.0
HNE05_00105,b3342,3.51e-79
HNE05_00110,b3341,2.04e-77
HNE05_00115,b3340,0.0
HNE05_00120,b3980,0.0
HNE05_00125,b3321,9.020000000000001e-66
HNE05_00130,b3320,3.66e-113
HNE05_00135,b3319,9.68e-99
HNE05_00140,b3318,1.2800000000000002e-32
HNE05_00145,b3317,4.43e-154
HNE05_00150,b3316,3.35e-48
HNE05_00155,b3315,4.32e-52
HNE05_00160,b3314,1.4e-119
HNE05_00165,b3313,3.64e-76
HNE05_00170,b3312,6.710000000000001e-22
HNE05_00175,b3311,7.12e-40
HNE05_00180,b3310,2.64e-75
HNE05_00185,b3309,2.4399999999999998e-42
HNE05_00190,b3308,2.1800000000000002e-86
HNE05_00195,b3307,2.0500000000000003e-43
HNE05_00200,b3306,1e-62
HNE05_00205,b3305,4.78e-79
HNE05_00210,b3304,6.39e-31
HNE05_00215,b3303,1.91e-83
HNE05_00220,b3302,5.81e-19
HNE05_00225,b3301,7.799999999999999e-61
HNE05_00230,b3300,0.0
HNE05_00235,b3299,1.83e-20
HNE05_00240,b3298,4.09e-63
HNE05_00245,b3297,2.07e-74
HNE05_00250,b3296,2.47e-110
HNE05_00255,b3295,6.899999999999999e-175
HNE05_00260,b3294,1.5399999999999998e-67
HNE05_00265,b4058,0.0
HNE05_00270,b0427,2.9100000000000005e-163
HNE05_00275,b4059,2.13e-57
HNE05_00355,b1184,7.96e-133
HNE05_00510,b1451,1.7e-20
HNE05_00565,b2738,4.86e-15
HNE05_00570,b3564,2.7900000000000002e-33
HNE05_00600,b0759,5.97e-28
HNE05_00610,b1256,1.5800000000000001e-58
HNE05_00645,b0492,1.5e-49
HNE05_00660,b0413,5.39e-74
HNE05_00665,b0414,1.75e-133
HNE05_00670,b1662,6.030000000000001e-32
HNE05_00675,b3041,4.1e-72
HNE05_00680,b0415,1.41e-59
HNE05_00685,b0416,7.27e-42
HNE05_00690,b0417,5.96e-79
HNE05_00695,b0418,2.03e-49
HNE05_00710,b1277,2.4399999999999997e-82
HNE05_00720,b0158,9.020000000000001e-22
HNE05_00730,b3966,6.239999999999999e-67
HNE05_00735,b0420,0.0
HNE05_00740,b0421,1.11e-74
HNE05_00745,b0422,2.03e-18
HNE05_00775,b3019,0.0
HNE05_00790,b3030,0.0
HNE05_00795,b3031,9.53e-39
HNE05_00800,b3032,3.18e-69
HNE05_00805,b3033,1.32e-26
HNE05_00810,b3034,1.6400000000000002e-66
HNE05_00860,b3994,0.0
HNE05_00865,b3035,1.0100000000000001e-70
HNE05_00890,b0452,2.21e-105
HNE05_00915,b2475,2.54e-88
HNE05_00930,b3965,5.16e-130
HNE05_00935,b3664,4.82e-160
HNE05_00940,b0424,3.52e-38
HNE05_00945,b0591,3.45e-15
HNE05_00950,b3292,2.17e-27
HNE05_00980,b3915,1.17e-88
HNE05_00995,b0148,0.0
HNE05_01065,b2924,9.58e-35
HNE05_01105,b3963,3.27e-33
HNE05_01120,b1519,3.76e-12
HNE05_01130,b0788,7.54e-12
HNE05_01135,b1501,0.0
HNE05_01140,b3895,1.31e-45
HNE05_01155,b1742,3.42e-15
HNE05_01185,b3684,2.09e-17
HNE05_01240,b2437,5.27e-19
HNE05_01380,b1814,2.01e-168
HNE05_01425,b2193,1.7800000000000002e-35
HNE05_01445,b1888,3.73e-107
HNE05_01450,b1421,1.06e-57
HNE05_01455,b1887,1.27e-27
HNE05_01460,b1884,5.39e-52
HNE05_01470,b1883,5.1e-124
HNE05_01530,b4375,0.0
HNE05_01540,b0805,1.0599999999999999e-114
HNE05_01550,b2764,1.22e-30
HNE05_01555,b0713,6.52e-49
HNE05_01560,b0711,1.2899999999999999e-39
HNE05_01565,b0712,5.6899999999999996e-55
HNE05_01580,b3540,4.0999999999999995e-136
HNE05_01585,b3541,2.18e-137
HNE05_01590,b3542,3.8399999999999996e-114
HNE05_01595,b3543,7e-159
HNE05_01605,b3544,0.0
HNE05_01660,b3196,4e-49
HNE05_01685,b3251,0.0
HNE05_01690,b3250,8.08e-64
HNE05_01695,b3249,2.14e-30
HNE05_01700,b3248,8.440000000000001e-59
HNE05_01705,b3247,0.0
HNE05_01710,b4472,9.51e-51
HNE05_01720,b3244,0.0
HNE05_01725,b4234,3.2700000000000004e-31
HNE05_01730,b4235,3.62e-155
HNE05_01735,b3206,1.77e-13
HNE05_01740,b3205,3.4e-92
HNE05_01745,b3204,1.3499999999999999e-34
HNE05_01750,b3203,2.06e-32
HNE05_01755,b3202,0.0
HNE05_01760,b3201,1.52e-113
HNE05_01765,b3200,3e-16
HNE05_01775,b3198,1.22e-51
HNE05_01780,b3197,8.88e-135
HNE05_01785,b3195,1.86e-106
HNE05_01790,b3194,1.03e-109
HNE05_01795,b3193,5.95e-39
HNE05_01810,b3190,5.99e-14
HNE05_01815,b3189,0.0
HNE05_01820,b2019,2.3700000000000003e-21
HNE05_01825,b2020,1.24e-97
HNE05_01835,b2069,9.21e-57
HNE05_01840,b3751,4.63e-16
HNE05_01860,b0803,8.91e-41
HNE05_01865,b2595,3.29e-59
HNE05_01870,b2594,1.21e-125
HNE05_01875,b2593,1.9e-87
HNE05_01880,b2592,0.0
HNE05_01910,b1109,8.59e-165
HNE05_01930,b2434,3.4e-13
HNE05_01950,b0267,9.350000000000001e-79
