,query,evalue
ICJ54_00005,b0423,9.199999999999999e-176
ICJ54_00010,b3870,0.0
ICJ54_00020,b3869,6.04e-102
ICJ54_00025,b3868,0.0
ICJ54_00035,b3606,3.47e-70
ICJ54_00040,b3609,9.320000000000001e-56
ICJ54_00045,b3610,7.210000000000001e-32
ICJ54_00050,b3611,2.63e-26
ICJ54_00055,b3612,0.0
ICJ54_00060,b3613,1.82e-52
ICJ54_00070,b3614,2.4299999999999998e-45
ICJ54_00085,b0313,1.51e-73
ICJ54_00090,b0312,0.0
ICJ54_00095,b0311,0.0
ICJ54_00100,b1191,0.0
ICJ54_00105,b0465,0.0
ICJ54_00110,b1706,7.379999999999999e-119
ICJ54_00115,b2582,4.98e-43
ICJ54_00125,b1595,5.27e-97
ICJ54_00130,b1596,5.06e-170
ICJ54_00135,b3024,8.36e-17
ICJ54_00140,b3997,0.0
ICJ54_00145,b3213,0.0
ICJ54_00150,b3212,0.0
ICJ54_00160,b3389,5.02e-135
ICJ54_00165,b3390,1.9000000000000002e-57
ICJ54_00170,b3391,4.58e-80
ICJ54_00190,b3396,0.0
ICJ54_00195,b2463,5.85e-165
ICJ54_00205,b3936,5.5400000000000005e-27
ICJ54_00210,b3935,0.0
ICJ54_00215,b1876,0.0
ICJ54_00230,b0227,2.85e-40
ICJ54_00235,b2950,1.3700000000000001e-86
ICJ54_00240,b2951,4.89e-84
ICJ54_00245,b0386,2.03e-44
ICJ54_00250,b2952,2.23e-31
ICJ54_00270,b2954,7.21e-65
ICJ54_00275,b2955,2.46e-150
ICJ54_00290,b2960,6.73e-102
ICJ54_00295,b3991,5.2400000000000004e-65
ICJ54_00305,b2807,1.5000000000000001e-21
ICJ54_00310,b3208,3.5199999999999997e-74
ICJ54_00315,b3461,3.2400000000000003e-125
ICJ54_00320,b3462,1.59e-55
ICJ54_00325,b3463,1.17e-85
ICJ54_00330,b3464,1.91e-146
ICJ54_00345,b3465,2.91e-59
ICJ54_00350,b1494,3.33e-18
ICJ54_00360,b3353,3.9e-79
ICJ54_00365,b2521,3.5700000000000004e-33
ICJ54_00390,b3634,2.4899999999999997e-68
ICJ54_00395,b2562,3.31e-29
ICJ54_00400,b3635,1.21e-108
ICJ54_00410,b3153,6.710000000000001e-35
ICJ54_00415,b0967,8.120000000000001e-66
ICJ54_00420,b3771,0.0
ICJ54_00430,b1729,0.0
ICJ54_00475,b3469,5.36e-131
ICJ54_00480,b3292,1.42e-26
ICJ54_00485,b2827,8.08e-63
ICJ54_00490,b2828,1.46e-93
ICJ54_00505,b2829,0.0
ICJ54_00510,b2830,2.57e-78
ICJ54_00530,b2914,3.67e-97
ICJ54_00535,b4333,7.33e-48
ICJ54_00545,b1180,1.16e-71
ICJ54_00555,b2913,0.0
ICJ54_00595,b0459,6.170000000000001e-70
ICJ54_00670,b2422,1.32e-115
ICJ54_00675,b2423,5.05e-98
ICJ54_00680,b2424,1.67e-80
ICJ54_00685,b3917,6.89e-143
ICJ54_00720,b0857,3.83e-107
ICJ54_00725,b0856,5.89e-121
ICJ54_00730,b0855,1.54e-158
ICJ54_00740,b0854,6.35e-151
ICJ54_00760,b1297,3.11e-136
ICJ54_00765,b2818,7.96e-161
ICJ54_00770,b3957,7.43e-129
ICJ54_00775,b3054,8.880000000000001e-29
ICJ54_00800,b2903,0.0
ICJ54_00805,b2904,5.88e-55
ICJ54_00810,b2905,8.66e-71
ICJ54_00825,b2906,5.17e-102
ICJ54_00835,b2907,2.7400000000000002e-86
ICJ54_00840,b2908,3.77e-137
ICJ54_00845,b2909,2.24e-16
ICJ54_00855,b2910,5.14e-11
ICJ54_00865,b2912,1.09e-40
ICJ54_00880,b3487,6.84e-76
ICJ54_00885,b3486,0.0
ICJ54_00890,b3485,4.8900000000000005e-118
ICJ54_00905,b1218,1.4099999999999999e-30
ICJ54_00910,b3844,2.64e-21
ICJ54_00915,b3843,0.0
ICJ54_00920,b3783,0.0
ICJ54_00925,b3781,4.39e-57
ICJ54_00930,b2502,1.6e-122
ICJ54_00935,b2501,8.670000000000001e-132
ICJ54_00940,b2136,3.17e-30
ICJ54_00950,b3209,3.79e-87
ICJ54_00955,b0387,1.6500000000000002e-31
ICJ54_00960,b3806,6.21e-148
ICJ54_00965,b0610,7.23e-32
ICJ54_00975,b3807,2.3400000000000003e-21
ICJ54_00990,b3809,9.18e-114
ICJ54_00995,b3810,9.28e-13
ICJ54_01000,b3811,2.98e-94
ICJ54_01005,b3812,2.8700000000000004e-32
ICJ54_01015,b0451,2.23e-130
ICJ54_01020,b0450,2.09e-58
ICJ54_01035,b3765,3.5e-27
ICJ54_01065,b3906,6.37e-13
ICJ54_01070,b3350,5.47e-151
ICJ54_01135,b2808,2.71e-62
ICJ54_01140,b1423,8.16e-175
ICJ54_01150,b1663,6.930000000000001e-56
ICJ54_01160,b3778,0.0
ICJ54_01180,b1299,2.75e-44
ICJ54_01185,b1190,1.33e-108
ICJ54_01190,b1189,0.0
ICJ54_01195,b0889,5.09e-65
ICJ54_01220,b4340,0.0
ICJ54_01225,b1046,6.870000000000001e-86
ICJ54_01235,b1300,0.0
ICJ54_01245,b3636,1.72e-26
ICJ54_01250,b3637,1.4599999999999998e-45
ICJ54_01260,b3638,6.269999999999999e-60
ICJ54_01265,b3639,1.68e-143
ICJ54_01270,b3640,9.58e-76
ICJ54_01275,b2048,3.1999999999999998e-62
ICJ54_01280,b3959,8.78e-27
ICJ54_01285,b3642,3.14e-108
ICJ54_01300,b3643,3.51e-111
ICJ54_01305,b3644,1.91e-88
ICJ54_01310,b3648,1.15e-91
ICJ54_01320,b1298,3.32e-63
ICJ54_01335,b3649,1.54e-23
ICJ54_01340,b3650,0.0
ICJ54_01345,b3113,3.25e-32
ICJ54_01360,b3006,1.33e-97
ICJ54_01365,b3005,1.12e-61
ICJ54_01375,b3961,5.02e-68
ICJ54_01380,b3652,0.0
ICJ54_01400,b2711,4.14e-64
ICJ54_01405,b2710,1.09e-14
ICJ54_01410,b4039,5.74e-19
ICJ54_01415,b4040,6.93e-98
ICJ54_01425,b0399,3.28e-102
ICJ54_01430,b0400,1.24e-97
ICJ54_01435,b4218,1.82e-26
ICJ54_01450,b3724,1.01e-74
ICJ54_01455,b3725,1.78e-117
ICJ54_01480,b1253,6.04e-36
ICJ54_01485,b1780,3.09e-44
ICJ54_01500,b0522,2.47e-65
ICJ54_01505,b0523,7.58e-60
ICJ54_01515,b4327,8.379999999999999e-60
ICJ54_01520,b4139,5.719999999999999e-180
ICJ54_01590,b3813,0.0
ICJ54_01605,b0478,2.3e-50
ICJ54_01615,b1636,6.11e-118
ICJ54_01625,b2173,1.27e-43
ICJ54_01650,b1249,3.65e-51
ICJ54_01655,b1661,3.1099999999999995e-48
ICJ54_01665,b3729,0.0
ICJ54_01670,b2707,1.54e-66
ICJ54_01675,b3730,2.52e-176
ICJ54_01680,b3731,7.179999999999999e-48
ICJ54_01685,b3732,0.0
ICJ54_01690,b3733,3.94e-148
ICJ54_01695,b3734,0.0
ICJ54_01700,b3735,1.8e-46
ICJ54_01705,b3736,1.8299999999999997e-55
ICJ54_01710,b3737,1.88e-14
ICJ54_01715,b3738,4.37e-86
ICJ54_01735,b3740,1.72e-66
ICJ54_01740,b3741,0.0
ICJ54_01745,b3706,0.0
ICJ54_01750,b3705,5.4e-162
ICJ54_01755,b4557,1.1100000000000001e-21
ICJ54_01760,b3704,1.5e-30
ICJ54_01765,b3703,2.04e-14
ICJ54_01775,b3702,0.0
ICJ54_01780,b3701,2.0000000000000002e-145
ICJ54_01785,b3700,5.84e-97
ICJ54_01790,b3699,0.0
ICJ54_01830,b4114,4.77e-149
ICJ54_01840,b0752,1.86e-58
ICJ54_01875,b2257,1.37e-18
ICJ54_01880,b2351,2.37e-62
ICJ54_02020,b0200,2.28e-31
ICJ54_02025,b3559,0.0
ICJ54_02030,b3560,4.65e-176
ICJ54_02035,b3549,1.12e-70
ICJ54_02050,b3290,0.0
ICJ54_02055,b3289,1.55e-129
ICJ54_02060,b3288,1.69e-130
ICJ54_02065,b3287,5.13e-63
ICJ54_02075,b3282,9.89e-39
ICJ54_02090,b2436,4.3700000000000005e-155
ICJ54_02095,b3281,9.550000000000001e-86
ICJ54_02110,b3678,7.300000000000001e-35
ICJ54_02130,b1260,8.09e-49
ICJ54_02135,b1261,7.52e-155
ICJ54_02160,b3160,1.71e-117
ICJ54_02165,b1482,3.9599999999999997e-60
ICJ54_02195,b3279,4.35e-83
ICJ54_02200,b3498,0.0
ICJ54_02220,b0339,7.12e-82
ICJ54_02285,b0197,1.18e-63
ICJ54_02295,b0199,1.6499999999999999e-108
ICJ54_02300,b1732,0.0
ICJ54_02315,b1858,7.24e-102
ICJ54_02320,b4046,4.58e-25
ICJ54_02325,b1857,7.0300000000000005e-65
ICJ54_02340,b3863,3.12e-12
ICJ54_02345,b3865,1.62e-66
ICJ54_02360,b3860,2.15e-22
ICJ54_02375,b0867,4.54e-58
ICJ54_02380,b0457,3.0900000000000004e-73
ICJ54_02415,b4077,0.0
ICJ54_02455,b4020,0.0
ICJ54_02500,b2920,2.07e-150
ICJ54_02505,b1602,1.04e-161
ICJ54_02515,b1603,3.72e-105
ICJ54_02530,b2371,4.4600000000000006e-79
ICJ54_02605,b3252,6.62e-24
ICJ54_02735,b3960,7.64e-151
ICJ54_02740,b2125,6.2000000000000004e-21
ICJ54_02745,b3805,4.87e-143
ICJ54_02750,b3804,2.74e-20
ICJ54_02755,b3803,2.78e-24
ICJ54_02760,b3802,7.22e-33
ICJ54_02770,b3995,6.14e-18
ICJ54_02790,b3352,0.0
ICJ54_02795,b3824,1.22e-49
ICJ54_02840,b2506,4.0699999999999996e-23
ICJ54_02845,b2505,1.28e-36
ICJ54_02855,b3684,1.0100000000000001e-31
ICJ54_02930,b2661,0.0
ICJ54_02935,b2662,0.0
ICJ54_02960,b0198,1.72e-53
ICJ54_02975,b1012,9.77e-16
ICJ54_02990,b1917,6.74e-137
ICJ54_02995,b1918,1.81e-119
ICJ54_03000,b1920,2.68e-114
ICJ54_03010,b0314,0.0
