,query,evalue
AO356_00120,b1763,2.57e-152
AO356_00325,b2627,1.85e-13
AO356_00335,b2349,3.9e-67
AO356_00345,b1912,1.3e-67
AO356_00350,b1913,0.0
AO356_00355,b1914,1.44e-77
AO356_00365,b1843,4.37e-16
AO356_00385,b3775,7.61e-30
AO356_00445,b3526,3.61e-98
AO356_00475,b0810,1.0400000000000001e-47
AO356_00535,b3414,3.75e-73
AO356_00545,b4019,0.0
AO356_00555,b2763,4.37e-11
AO356_00565,b1272,1.42e-114
AO356_00585,b4480,2.6e-26
AO356_00630,b0872,8.73e-41
AO356_00705,b2078,2.38e-128
AO356_00710,b2079,1.08e-93
AO356_00720,b3911,4.96e-38
AO356_00725,b3912,1.1800000000000001e-64
AO356_00730,b0177,0.0
AO356_00800,b3786,1.4100000000000002e-132
AO356_00820,b1478,1.0800000000000001e-31
AO356_00880,b1712,8.52e-54
AO356_00885,b1713,0.0
AO356_00890,b1714,1.12e-165
AO356_00895,b1716,8.62e-55
AO356_00900,b1717,1.56e-13
AO356_00905,b1718,1.09e-71
AO356_00910,b1719,0.0
AO356_00920,b3556,5.1600000000000003e-26
AO356_00940,b0651,6.91e-69
AO356_00945,b3748,4.8299999999999996e-40
AO356_00950,b3752,3.17e-61
AO356_00955,b1658,1.71e-85
AO356_00970,b3751,7.66e-39
AO356_00985,b2945,2.03e-72
AO356_01005,b0526,0.0
AO356_01010,b0680,0.0
AO356_01015,b0525,9.64e-72
AO356_01020,b0524,3.4599999999999997e-69
AO356_01025,b2686,1.46e-169
AO356_01030,b2685,5.34e-108
AO356_01035,b4080,1.9599999999999999e-54
AO356_01040,b1530,7.96e-26
AO356_01045,b4221,8.84e-106
AO356_01050,b4220,4.44e-112
AO356_01060,b1749,1.12e-137
AO356_01080,b0385,9.839999999999999e-74
AO356_01090,b2979,0.0
AO356_01095,b4468,9.09e-153
AO356_01100,b4467,0.0
AO356_01105,b1423,2.32e-175
AO356_01110,b3442,2.71e-14
AO356_01150,b2047,2.2e-39
AO356_01160,b0983,1.94e-11
AO356_01220,b1733,4.23e-24
AO356_01240,b2787,0.0
AO356_01245,b3432,0.0
AO356_01250,b4239,1.13e-65
AO356_01260,b3508,1.61e-23
AO356_01275,b1439,8.24e-155
AO356_01285,b2902,2.42e-97
AO356_01290,b2431,2.64e-30
AO356_01295,b4150,1.49e-119
AO356_01315,b0756,9.97e-72
AO356_01320,b1781,7.83e-112
AO356_01325,b0060,0.0
AO356_01345,b0951,9.92e-77
AO356_01355,b1454,3.14e-15
AO356_01365,b0378,1.65e-160
AO356_01370,b0369,4.16e-177
AO356_01380,b2302,8.44e-55
AO356_01390,b0503,6.1e-108
AO356_01395,b1764,1.19e-157
AO356_01400,b0411,6.46e-95
AO356_01505,b1011,3.2700000000000004e-21
AO356_01520,b1296,2.5e-82
AO356_01560,b0076,2.27e-40
AO356_01665,b1059,8.94e-14
AO356_01690,b1974,2.19e-46
AO356_01700,b3081,0.0
