,query,evalue
FA030_00060,b3321,1.8200000000000002e-66
FA030_00065,b3320,2.81e-112
FA030_00070,b3319,5.06e-98
FA030_00075,b3318,2.08e-33
FA030_00080,b3317,1.5500000000000002e-163
FA030_00095,b3314,4.69e-120
FA030_00100,b3313,1.62e-73
FA030_00105,b3312,7.98e-23
FA030_00110,b3311,2.89e-40
FA030_00115,b3310,1.25e-74
FA030_00120,b3309,7.56e-44
FA030_00125,b3308,3.8600000000000003e-88
FA030_00130,b3307,3.54e-46
FA030_00135,b3306,8.7e-63
FA030_00140,b3305,6e-78
FA030_00145,b3304,1.0400000000000001e-31
FA030_00150,b3303,4.97e-87
FA030_00155,b3302,2.19e-18
FA030_00160,b3301,1.12e-56
FA030_00165,b3300,0.0
FA030_00170,b3299,6.88e-21
FA030_00175,b3298,4.7600000000000006e-64
FA030_00180,b3297,9.3e-75
FA030_00185,b3296,9.96e-113
FA030_00190,b3295,1.33e-174
FA030_00195,b3294,3.13e-66
FA030_00210,b4058,0.0
FA030_00215,b0427,2.12e-161
FA030_00220,b4059,5.000000000000001e-66
FA030_00225,b0593,4.54e-39
FA030_00240,b0594,3.6700000000000006e-163
FA030_00365,b0767,1.24e-24
FA030_00450,b0045,3.92e-99
FA030_00525,b4248,1.05e-56
FA030_00555,b0207,2.16e-127
FA030_00585,b0589,1.2e-64
FA030_00590,b0590,2.41e-59
FA030_00595,b0592,1.56e-64
FA030_00600,b0588,2.37e-112
FA030_00620,b3055,4.07e-39
FA030_00625,b1774,7.87e-58
FA030_00630,b0349,1.94e-21
FA030_00840,b4361,6.79e-30
FA030_00890,b0560,8.12e-18
FA030_01020,b1637,1.02e-100
FA030_01030,b2182,1.05e-75
FA030_01050,b1439,6.25e-151
FA030_01060,b2763,1.7e-12
FA030_01070,b2245,3.76e-105
FA030_01075,b0350,2.36e-46
FA030_01135,b2795,0.0
FA030_01145,b1528,7.54e-136
FA030_01160,b4150,9.949999999999999e-108
FA030_01230,b2774,2.98e-42
FA030_01265,b1803,4.76e-66
FA030_01275,b1007,1.01e-50
FA030_01310,b0140,2.6099999999999996e-52
FA030_01315,b0139,1.28e-154
FA030_01370,b1385,6.88e-174
FA030_01385,b1384,6.85e-32
FA030_01395,b0759,1.08e-33
FA030_01405,b1256,4.49e-56
FA030_01435,b0492,5.0499999999999996e-52
FA030_01455,b0413,6.1e-76
FA030_01460,b0414,1.4000000000000001e-133
FA030_01465,b1662,2.5300000000000003e-32
FA030_01470,b3041,4.55e-73
FA030_01475,b0415,1.7900000000000001e-59
FA030_01480,b0416,3.41e-44
FA030_01485,b0417,2.69e-78
FA030_01490,b0418,3.16e-47
FA030_01505,b1277,4.1600000000000003e-88
FA030_01515,b0158,6.8e-28
FA030_01520,b0420,0.0
FA030_01525,b0421,4.36e-76
FA030_01530,b0422,1.72e-18
FA030_01570,b0875,5.65e-108
FA030_01585,b4226,4e-87
FA030_01590,b1976,1.6100000000000002e-47
FA030_01595,b2317,3.16e-91
FA030_01615,b2440,1.8e-31
FA030_01620,b2441,5.02e-157
FA030_01630,b3588,0.0
FA030_01640,b4233,0.0
FA030_01645,b2311,2.1499999999999997e-42
FA030_01655,b3152,5.39e-63
FA030_01675,b2142,1.02e-47
FA030_01685,b0065,1.5399999999999998e-30
FA030_01705,b0243,1.5800000000000003e-132
FA030_01710,b0639,2.11e-45
FA030_01715,b0637,8.22e-35
FA030_01720,b0636,6.43e-67
FA030_01725,b0635,0.0
FA030_01730,b0634,1.88e-123
FA030_01740,b0633,1.0099999999999999e-24
FA030_01745,b0839,4.91e-121
FA030_01750,b0631,1.65e-12
FA030_01755,b0630,9.49e-81
FA030_01760,b0628,1.68e-151
FA030_01790,b0640,9.56e-41
FA030_01800,b0642,0.0
FA030_01815,b0657,6.31e-101
FA030_01820,b0658,2.7e-87
FA030_01825,b0659,5.34e-48
FA030_01830,b0660,6.18e-135
FA030_01835,b0661,0.0
FA030_01850,b0154,0.0
FA030_01855,b3993,7.59e-20
FA030_01860,b2103,2.34e-39
FA030_01875,b4187,1.87e-136
FA030_01885,b1982,0.0
FA030_01900,b1135,2.9299999999999997e-81
FA030_01925,b3915,8.49e-91
FA030_01935,b0148,0.0
FA030_02005,b0535,6.8199999999999995e-53
FA030_02015,b2370,5.36e-151
FA030_02035,b0452,2.6799999999999998e-104
FA030_02055,b0365,3.44e-120
FA030_02060,b0366,2.25e-93
FA030_02065,b0367,1.53e-88
FA030_02080,b0314,0.0
FA030_02095,b0733,6.6600000000000004e-77
FA030_02100,b0734,4.5399999999999996e-42
FA030_02145,b3418,1.21e-34
FA030_02165,b0783,6.4899999999999996e-68
FA030_02170,b0784,6.560000000000001e-21
FA030_02175,b0785,1.7e-54
FA030_02190,b3158,7.63e-165
FA030_02195,b3159,3.89e-92
FA030_02200,b3157,1.8e-35
FA030_02240,b4375,0.0
FA030_02250,b4291,0.0
FA030_02255,b4292,5.43e-51
FA030_02260,b4293,2.07e-52
FA030_02265,b4396,9.97e-12
FA030_02285,b4080,9.3e-59
