,query,evalue
FIU24_00030,b1261,1.15e-155
FIU24_00035,b1260,2.4400000000000002e-43
FIU24_00060,b3678,5.57e-35
FIU24_00090,b3281,2.68e-91
FIU24_00095,b2436,1.8500000000000002e-157
FIU24_00100,b4051,6.58e-138
FIU24_00105,b3282,6.3699999999999994e-52
FIU24_00110,b4473,3.24e-76
FIU24_00120,b3287,4.48e-64
FIU24_00125,b3288,3.29e-133
FIU24_00130,b3289,2.48e-136
FIU24_00135,b3290,0.0
FIU24_00150,b3471,1.8600000000000002e-88
FIU24_00165,b3549,8.73e-66
FIU24_00170,b3560,6.69e-177
FIU24_00175,b3559,0.0
FIU24_00185,b0200,2.2400000000000002e-29
FIU24_00195,b3699,0.0
FIU24_00200,b3700,4.92e-94
FIU24_00205,b3701,2.24e-144
FIU24_00210,b3702,0.0
FIU24_00215,b3703,7.32e-16
FIU24_00220,b3704,1.1000000000000001e-29
FIU24_00225,b3705,4.2e-151
FIU24_00230,b3706,0.0
FIU24_00250,b3741,0.0
FIU24_00255,b3740,9.08e-75
FIU24_00275,b3738,5.28e-85
FIU24_00280,b3737,1.88e-14
FIU24_00285,b3736,2.7e-56
FIU24_00290,b3735,5.19e-51
FIU24_00295,b3734,0.0
FIU24_00300,b3733,6.38e-152
FIU24_00305,b3732,0.0
FIU24_00310,b3731,1.0699999999999999e-48
FIU24_00315,b3730,4.01e-178
FIU24_00325,b2707,5.84e-66
FIU24_00330,b3729,0.0
FIU24_00345,b1661,7.9e-57
FIU24_00385,b2817,4.7299999999999995e-93
FIU24_00415,b2173,3.04e-47
FIU24_00420,b1252,7.32e-18
FIU24_00450,b1450,8.12e-22
FIU24_00470,b0596,3.62e-32
FIU24_00485,b0478,0.0
FIU24_00495,b1636,1.7299999999999998e-119
FIU24_00540,b1011,4.47e-21
FIU24_00550,b0197,1.63e-63
FIU24_00560,b0199,7.77e-103
FIU24_00570,b1859,2.45e-92
FIU24_00575,b1858,9.71e-101
FIU24_00580,b4046,1.28e-25
FIU24_00585,b1857,1.03e-68
FIU24_00610,b3863,0.0
FIU24_00615,b3865,8.83e-70
FIU24_00630,b3860,6.24e-22
FIU24_00645,b3434,2.68e-49
FIU24_00650,b0867,1.09e-58
FIU24_00680,b4077,0.0
FIU24_00715,b4020,0.0
FIU24_00740,b2832,1.07e-82
FIU24_00820,b2053,5.06e-112
FIU24_00860,b2920,4.69e-146
FIU24_00870,b3813,0.0
FIU24_00890,b2081,0.0
FIU24_00925,b3161,0.0
FIU24_00955,b4139,5.9500000000000005e-177
FIU24_00960,b4327,9.06e-60
FIU24_00965,b1478,2.22e-83
FIU24_00975,b0523,3.66e-59
FIU24_00980,b0522,7.4999999999999994e-62
FIU24_00995,b1780,2.78e-36
FIU24_01050,b0872,1.74e-45
FIU24_01055,b1802,1.24e-36
FIU24_01135,b1249,1.54e-43
FIU24_01185,b0476,1.1399999999999999e-24
FIU24_01190,b2158,4.0299999999999996e-120
FIU24_01195,b2157,2.56e-91
