,query,evalue
HZ99_00020,b1619,2.69e-44
HZ99_00030,b1800,8.95e-178
HZ99_00040,b0060,0.0
HZ99_00045,b1454,1.3e-16
HZ99_00065,b1102,3.0300000000000002e-148
HZ99_00125,b2047,1.08e-81
HZ99_00230,b0476,5.72e-21
HZ99_00250,b2211,1.4999999999999998e-89
HZ99_00280,b0879,0.0
HZ99_00285,b0878,2.12e-68
HZ99_00295,b3508,7.82e-18
HZ99_00315,b0207,7.74e-137
HZ99_00360,b0047,1.82e-153
HZ99_00375,b2392,3.73e-94
HZ99_00435,b1624,1.8e-46
HZ99_00440,b2150,2.4100000000000003e-32
HZ99_00445,b2149,7.63e-169
HZ99_00490,b2679,4.81e-11
HZ99_00545,b1434,6.27e-12
HZ99_00565,b0419,1.94e-94
HZ99_00575,b2771,8.9e-159
HZ99_00600,b3874,1.54e-40
HZ99_00650,b0325,2.54e-160
HZ99_00745,b0516,1.5e-59
HZ99_00770,b2410,1.4800000000000001e-121
HZ99_00775,b1528,1.02e-127
HZ99_00810,b3829,0.0
HZ99_00825,b2301,1.1000000000000001e-70
HZ99_00845,b0925,2.56e-60
HZ99_00880,b1650,9.240000000000001e-129
HZ99_00995,b2342,8.089999999999999e-89
HZ99_01035,b0767,2.2899999999999998e-23
HZ99_01050,b0397,2.7499999999999997e-52
HZ99_01055,b0398,1.41e-55
HZ99_01165,b1916,3.33e-58
HZ99_01180,b0118,0.0
HZ99_01190,b1333,1.47e-36
HZ99_01205,b1608,1.9100000000000002e-66
HZ99_01210,b1609,1.3e-64
HZ99_01230,b3447,0.0
HZ99_01425,b4361,2.48e-22
HZ99_01650,b1478,8.17e-36
HZ99_01655,b0900,3.68e-78
HZ99_01670,b2578,2.92e-22
HZ99_01785,b0530,5.4300000000000006e-21
HZ99_01795,b4317,0.0
HZ99_01835,b1956,1.2499999999999999e-34
HZ99_01885,b0908,1.33e-51
HZ99_01890,b1908,3.3e-40
HZ99_01950,b2235,9.82e-23
HZ99_01995,b0782,5.2e-68
HZ99_02005,b3158,9.440000000000001e-161
HZ99_02010,b3159,1.51e-98
HZ99_02015,b3157,4.74e-33
HZ99_02020,b4150,3.0699999999999997e-113
HZ99_02025,b2808,3.65e-60
HZ99_02030,b3830,8.739999999999999e-34
HZ99_02100,b2452,2.62e-51
HZ99_02165,b4242,0.0
HZ99_02225,b0765,7.51e-76
HZ99_02230,b0764,1.84e-24
HZ99_02235,b0763,1.18e-21
HZ99_02255,b2212,1.2799999999999999e-82
HZ99_02305,b1236,1.9000000000000001e-66
HZ99_02310,b3500,9.36e-120
HZ99_02325,b0605,9.14e-102
HZ99_02330,b0606,0.0
HZ99_02335,b1651,1.29e-20
HZ99_02350,b1168,1.75e-87
HZ99_02445,b0162,1.2499999999999998e-69
HZ99_02450,b3124,8.41e-111
HZ99_02455,b3441,2.81e-40
HZ99_02460,b2840,2.22e-87
HZ99_02475,b2763,6.13e-26
HZ99_02490,b1431,9.739999999999999e-52
HZ99_02500,b3801,4.4599999999999995e-52
HZ99_02620,b1520,4.7600000000000006e-64
HZ99_02640,b0039,1.5699999999999998e-52
HZ99_02645,b1393,1.4300000000000001e-70
HZ99_02670,b0751,1.63e-15
HZ99_02675,b1421,1.93e-39
HZ99_02680,b3057,3.75e-71
HZ99_02710,b3473,5.24e-108
HZ99_02715,b0820,0.0
HZ99_02745,b0837,1.2000000000000002e-157
HZ99_02760,b2585,7.41e-162
HZ99_02775,b1018,6.76e-105
HZ99_02780,b1019,3.46e-172
HZ99_02830,b2351,7.060000000000001e-58
HZ99_02840,b1821,1.69e-69
HZ99_02845,b3026,2.9199999999999997e-52
HZ99_02905,b2538,1.38e-44
HZ99_02910,b2539,1.42e-11
HZ99_02935,b2431,1.0199999999999999e-52
HZ99_02960,b0688,0.0
HZ99_02965,b3439,4.43e-62
HZ99_03105,b1435,0.0
HZ99_03335,b1698,6.99e-33
HZ99_03380,b2659,6.179999999999999e-170
HZ99_03385,b2660,0.0
HZ99_03395,b2661,0.0
HZ99_03440,b0208,5.52e-54
HZ99_03490,b0904,4.23e-162
HZ99_03495,b1732,5.56e-120
HZ99_03545,b4212,6.729999999999999e-23
HZ99_03550,b1635,4.21e-39
HZ99_03565,b0716,7.11e-13
HZ99_03570,b2218,1.08e-107
HZ99_03585,b2217,1.66e-48
HZ99_03625,b2256,1.09e-131
HZ99_03630,b2257,4.6499999999999997e-138
HZ99_03645,b2028,4.03e-38
HZ99_03685,b2689,1.6e-26
HZ99_03710,b1374,1.6600000000000001e-65
HZ99_03755,b3429,2.52e-120
HZ99_03765,b3416,2.73e-109
HZ99_03780,b3431,0.0
HZ99_03790,b2000,1.23e-27
HZ99_03795,b3432,0.0
HZ99_03825,b1439,1.63e-155
HZ99_03835,b2902,1.35e-98
HZ99_03850,b2076,0.0
HZ99_03855,b2075,0.0
HZ99_03860,b2074,1.02e-116
HZ99_03865,b1324,6.67e-79
HZ99_03875,b4118,7.3e-14
HZ99_03890,b1312,6.73e-26
HZ99_03895,b4035,3.43e-130
HZ99_03900,b2172,1.21e-120
HZ99_03905,b3564,9.240000000000001e-58
HZ99_03925,b2209,5.47e-54
HZ99_03960,b2327,6.81e-42
HZ99_03965,b3996,1.0700000000000001e-49
HZ99_04000,b2647,1.52e-53
HZ99_04025,b1772,1.27e-21
HZ99_04035,b3553,4.4499999999999996e-126
HZ99_04060,b0801,6.319999999999999e-42
HZ99_04120,b1186,0.0
HZ99_04125,b3697,4.17e-28
HZ99_04135,b2029,1.78e-47
HZ99_04150,b3955,0.0
HZ99_04200,b0932,0.0
HZ99_04215,b3424,1.86e-27
HZ99_04225,b2615,4.55e-91
HZ99_04275,b3414,4.740000000000001e-72
HZ99_04285,b4019,0.0
HZ99_04320,b3713,4.16e-35
HZ99_04340,b4117,0.0
HZ99_04345,b0215,1.21e-83
HZ99_04360,b0214,9.999999999999999e-62
HZ99_04365,b0213,4.1e-13
HZ99_04370,b0212,2.99e-70
HZ99_04375,b0211,7.58e-103
HZ99_04380,b2177,4.46e-149
HZ99_04390,b2178,3e-165
HZ99_04395,b2179,3.53e-162
HZ99_04405,b1735,2.81e-12
HZ99_04415,b2467,1.7899999999999999e-68
HZ99_04445,b4238,3.43e-34
HZ99_04450,b0781,4.33e-53
HZ99_04460,b1227,7.030000000000001e-80
HZ99_04465,b1466,3.62e-55
HZ99_04470,b1467,0.0
HZ99_04475,b1224,0.0
HZ99_04480,b1223,2.39e-178
HZ99_04490,b2469,6.08e-69
HZ99_04495,b1221,2.8e-58
HZ99_04500,b1622,6.75e-58
HZ99_04510,b1422,1.0499999999999999e-30
HZ99_04515,b2246,2.86e-143
HZ99_04520,b2247,1.8e-180
HZ99_04530,b1415,0.0
HZ99_04540,b3901,4.87e-25
HZ99_04545,b3907,2.8999999999999997e-67
HZ99_04575,b1463,4.67e-48
