,query,evalue
A0T30_00045,b3606,2.31e-69
A0T30_00050,b3609,7.4800000000000005e-59
A0T30_00055,b3610,2.75e-32
A0T30_00060,b3611,9.33e-26
A0T30_00065,b3612,0.0
A0T30_00070,b3613,6.179999999999999e-54
A0T30_00130,b2025,3.6800000000000003e-72
A0T30_00135,b2024,1.6800000000000002e-35
A0T30_00145,b2023,1.5300000000000002e-37
A0T30_00150,b2022,3.47e-56
A0T30_00165,b2064,8.7e-15
A0T30_00170,b2961,7.41e-133
A0T30_00175,b2962,6.130000000000001e-27
A0T30_00205,b1158,2.5000000000000003e-37
A0T30_00220,b2317,1.16e-114
A0T30_00270,b1605,1.06e-133
A0T30_00280,b4254,7.3e-146
A0T30_00285,b0521,2.63e-102
A0T30_00330,b4214,2.52e-60
A0T30_00335,b3397,5.62e-58
A0T30_00340,b3399,1.23e-59
A0T30_00355,b2960,7.880000000000001e-100
A0T30_00360,b3991,4.25e-64
A0T30_00370,b2807,8.600000000000001e-26
A0T30_00375,b3208,1.12e-65
A0T30_00390,b3461,7.13e-125
A0T30_00395,b3462,1.0800000000000001e-57
A0T30_00400,b3463,4.9099999999999995e-90
A0T30_00405,b3464,2.22e-140
A0T30_00415,b1494,2.79e-17
A0T30_00425,b3465,3.85e-66
A0T30_00445,b3353,4.83e-72
A0T30_00470,b3634,1.7500000000000002e-70
A0T30_00475,b2562,9.249999999999999e-28
A0T30_00480,b3447,1.1599999999999999e-104
A0T30_00495,b3635,2.85e-107
A0T30_00505,b0967,2.7599999999999998e-67
A0T30_00510,b3771,0.0
A0T30_00530,b0048,6.82e-44
A0T30_00585,b2827,9.889999999999999e-146
A0T30_00590,b2828,8.12e-98
A0T30_00640,b2501,4.39e-137
A0T30_00645,b0369,1.43e-75
A0T30_00655,b3209,2.09e-82
A0T30_00660,b3820,5.08e-47
A0T30_00665,b0387,5.52e-32
A0T30_00675,b3824,3.92e-51
A0T30_00685,b3352,0.0
A0T30_00705,b3995,3.76e-19
A0T30_00715,b3802,4.49e-32
A0T30_00720,b3803,1.01e-14
A0T30_00725,b3804,6.71e-25
A0T30_00730,b3805,6.29e-147
A0T30_00735,b2125,3.39e-25
A0T30_00740,b2126,1.2099999999999999e-23
A0T30_00745,b3960,1.97e-152
A0T30_00780,b3806,1.3e-139
A0T30_00805,b0610,3.11e-30
A0T30_00810,b3807,5.56e-22
A0T30_00825,b2838,3.55e-49
A0T30_00830,b3809,1.16e-114
A0T30_00835,b3810,5.03e-13
A0T30_00840,b3811,3.7800000000000003e-97
A0T30_00845,b3812,7.710000000000001e-32
A0T30_00855,b4056,1.72e-62
A0T30_00865,b0451,2.05e-137
A0T30_00870,b0450,5.24e-60
A0T30_00875,b3042,3.98e-12
A0T30_00880,b3765,0.0
A0T30_00885,b0314,0.0
A0T30_00910,b3778,0.0
A0T30_00915,b0644,5.6e-11
A0T30_00925,b1299,6.3399999999999995e-46
A0T30_00930,b1190,1.01e-107
A0T30_00935,b1809,1.7800000000000001e-31
A0T30_00940,b1189,0.0
A0T30_00945,b0889,5.56e-65
A0T30_00965,b4340,0.0
A0T30_00975,b1300,0.0
A0T30_00985,b3636,7.56e-26
A0T30_00990,b3637,2.45e-44
A0T30_01000,b3638,2.11e-72
A0T30_01005,b3639,1.19e-143
A0T30_01010,b3640,3.58e-77
A0T30_01015,b2048,1.29e-62
A0T30_01020,b3959,7.7199999999999995e-28
A0T30_01030,b3642,2.2000000000000002e-110
A0T30_01040,b1958,4.5100000000000006e-123
A0T30_01050,b3643,1.63e-115
A0T30_01055,b3644,9.04e-86
A0T30_01060,b3648,3.37e-85
A0T30_01065,b3649,9.64e-22
A0T30_01070,b3650,0.0
A0T30_01075,b4243,4.1000000000000005e-31
A0T30_01095,b3006,1.84e-97
A0T30_01100,b3005,4.18e-59
A0T30_01110,b3961,6.43e-76
A0T30_01115,b3652,0.0
A0T30_01145,b4039,3.06e-17
A0T30_01150,b4040,2.84e-97
A0T30_01155,b0399,7.14e-102
A0T30_01160,b0400,3.39e-103
A0T30_01180,b2920,7.33e-147
A0T30_01190,b3724,8.36e-75
A0T30_01195,b3725,4.73e-120
A0T30_01200,b3726,1.2500000000000001e-22
A0T30_01205,b3727,5.4e-17
A0T30_01215,b1981,4.51e-53
A0T30_01220,b1253,2.8e-35
A0T30_01225,b1780,2.2700000000000002e-36
A0T30_01240,b0522,3.3099999999999996e-61
A0T30_01245,b0523,1.65e-62
A0T30_01280,b1478,4.06e-85
A0T30_01290,b0655,2.2799999999999998e-119
A0T30_01295,b0654,6.46e-97
A0T30_01300,b0653,6.89e-71
A0T30_01305,b0652,4.85e-130
A0T30_01325,b4327,7.990000000000001e-66
A0T30_01330,b4139,0.0
A0T30_01360,b0007,2.7300000000000003e-110
A0T30_01365,b1767,2.89e-61
A0T30_01370,b1524,1.9599999999999998e-137
A0T30_01415,b0870,2.02e-11
A0T30_01530,b0801,2.9e-33
A0T30_01540,b1853,3.1e-78
A0T30_01545,b1852,6.62e-156
A0T30_01565,b0700,1.65e-50
A0T30_01575,b2081,0.0
A0T30_01580,b3646,1.37e-63
A0T30_01590,b0648,3.3400000000000004e-47
A0T30_01595,b0649,7.24e-32
A0T30_01600,b0650,0.0
A0T30_01605,b3813,0.0
A0T30_01650,b1450,3.75e-28
A0T30_01670,b0596,1.79e-32
A0T30_01755,b2173,1.65e-47
A0T30_01780,b1268,9.63e-21
A0T30_01905,b3729,0.0
A0T30_01910,b2707,9.4e-68
A0T30_01915,b3730,2.71e-173
A0T30_01920,b3731,2.32e-46
A0T30_01925,b3732,0.0
A0T30_01930,b3733,1.26e-148
A0T30_01935,b3734,0.0
A0T30_01940,b3735,4.95e-50
A0T30_01945,b3736,4.41e-56
A0T30_01950,b3737,1.88e-14
A0T30_01955,b3738,2.33e-89
A0T30_01975,b3740,5.9e-69
