,query,evalue
I9X26_00005,b3702,0.0
I9X26_00010,b3701,3.24e-144
I9X26_00015,b3700,4.92e-94
I9X26_00020,b3699,0.0
I9X26_00060,b0200,1.8500000000000002e-29
I9X26_00070,b3559,0.0
I9X26_00075,b3560,6.69e-177
I9X26_00080,b3549,8.73e-66
I9X26_00095,b3471,1.8600000000000002e-88
I9X26_00110,b3290,0.0
I9X26_00115,b3289,1.94e-137
I9X26_00120,b3288,2.7000000000000003e-133
I9X26_00125,b3287,4.48e-64
I9X26_00135,b4473,9.02e-76
I9X26_00140,b3282,6.3699999999999994e-52
I9X26_00145,b4051,1.03e-137
I9X26_00150,b2436,1.8500000000000002e-157
I9X26_00155,b3281,2.09e-91
I9X26_00185,b3678,5.57e-35
I9X26_00210,b1260,4.59e-43
I9X26_00215,b1261,1.14e-155
I9X26_00355,b4331,3.8500000000000003e-75
I9X26_00380,b1482,7.619999999999999e-61
I9X26_00415,b3279,6.560000000000001e-79
I9X26_00420,b3498,0.0
I9X26_00425,b4551,1.01e-11
I9X26_00665,b2267,1.26e-56
I9X26_00705,b3243,1.18e-51
I9X26_00730,b4108,7.619999999999999e-54
I9X26_00735,b2663,0.0
I9X26_00780,b0605,3.37e-85
I9X26_00785,b0606,0.0
I9X26_00800,b2162,2.5500000000000003e-73
I9X26_00825,b1623,5.1399999999999995e-42
I9X26_00845,b1422,5.4000000000000005e-58
I9X26_00860,b1827,1.27e-35
I9X26_00920,b1013,1.2699999999999999e-52
I9X26_00925,b3848,1.37e-23
I9X26_00950,b1883,2.82e-145
I9X26_00960,b1884,1.39e-88
I9X26_00965,b4355,8.750000000000001e-100
I9X26_00970,b1887,7.250000000000001e-70
I9X26_00975,b1888,3.36e-154
I9X26_00995,b4249,4.04e-74
I9X26_01000,b3801,2.61e-24
I9X26_01060,b1603,3.43e-92
I9X26_01070,b1602,6.45e-162
I9X26_01105,b0613,1.6800000000000002e-32
I9X26_01180,b2800,3.14e-15
I9X26_01200,b1397,0.0
I9X26_01205,b2587,0.0
I9X26_01235,b0353,1.1399999999999999e-54
I9X26_01240,b4018,7.23e-27
I9X26_01245,b4280,5.23e-19
I9X26_01265,b3093,6.55e-44
I9X26_01385,b2661,0.0
I9X26_01390,b2662,0.0
I9X26_01445,b0909,2.72e-102
I9X26_01460,b2422,1.39e-121
I9X26_01465,b2423,4.17e-97
I9X26_01470,b2424,4.5e-80
I9X26_01475,b3917,5.91e-147
I9X26_01500,b2937,5.89e-59
I9X26_01510,b1025,3.38e-31
I9X26_01540,b1297,7.19e-136
I9X26_01545,b1298,3.62e-63
I9X26_01570,b0855,6.35e-158
I9X26_01575,b0856,4.11e-130
I9X26_01580,b0857,3.32e-107
I9X26_01630,b1918,1.97e-62
I9X26_01635,b1920,3.02e-60
I9X26_01645,b2913,0.0
I9X26_01655,b1180,1.64e-74
I9X26_01665,b3024,3.26e-20
I9X26_01700,b4333,9.76e-49
I9X26_01705,b2753,1.1500000000000001e-59
I9X26_01710,b2080,2.09e-32
I9X26_01715,b2914,8.560000000000001e-97
I9X26_01750,b2830,1.79e-78
I9X26_01755,b2829,0.0
I9X26_01775,b2828,3.9400000000000003e-100
I9X26_01780,b2827,1.66e-146
I9X26_01805,b2239,2.73e-50
I9X26_01820,b0048,2.02e-44
I9X26_01830,b3654,3.27e-169
I9X26_01835,b3771,0.0
I9X26_01840,b0967,1.1999999999999998e-67
I9X26_01845,b3153,3.0500000000000003e-32
I9X26_01855,b3635,5.2899999999999997e-104
I9X26_01880,b2562,1.02e-27
I9X26_01885,b3634,1.63e-69
I9X26_01915,b3353,6.7e-76
I9X26_01925,b3465,3.63e-59
I9X26_01935,b1494,1.2e-14
I9X26_01940,b3464,9.8e-140
I9X26_01945,b3463,2.18e-83
I9X26_01950,b3462,7.090000000000001e-57
I9X26_01955,b3461,7.3200000000000005e-124
I9X26_01965,b3208,2.7600000000000002e-73
I9X26_01970,b2807,2.93e-22
I9X26_01980,b3991,2.1399999999999998e-67
I9X26_01985,b2960,1.91e-100
I9X26_02005,b2955,1.9699999999999998e-146
I9X26_02010,b2954,5.2899999999999994e-67
I9X26_02035,b2953,5.18e-31
I9X26_02040,b2952,3.2600000000000003e-32
I9X26_02045,b0386,2.23e-47
I9X26_02050,b2951,6.49e-84
I9X26_02055,b2950,2.16e-96
I9X26_02080,b3939,1.18e-110
I9X26_02090,b4245,4.3999999999999995e-42
I9X26_02100,b2949,7.51e-46
I9X26_02105,b2948,1.11e-50
I9X26_02115,b2947,5.09e-150
I9X26_02175,b2946,2.2499999999999998e-69
I9X26_02180,b0774,1.24e-102
I9X26_02190,b1057,2.3499999999999997e-82
I9X26_02195,b1056,5.32e-108
I9X26_02205,b0463,7.2e-136
I9X26_02210,b0462,0.0
I9X26_02215,b0572,5.7900000000000005e-117
I9X26_02220,b0797,1.5400000000000001e-167
I9X26_02230,b3941,2.42e-71
I9X26_02265,b0337,0.0
I9X26_02270,b0336,0.0
I9X26_02275,b2147,5.81e-109
I9X26_02285,b2873,2.42e-99
I9X26_02295,b0516,2.56e-53
I9X26_02330,b0489,9.62e-39
I9X26_02340,b0960,6.93e-176
I9X26_02345,b1343,2.53e-176
I9X26_02350,b0623,5.800000000000001e-27
I9X26_02365,b3754,4e-154
I9X26_02390,b4398,1.74e-73
I9X26_02395,b4399,3.63e-151
I9X26_02400,b4400,5.46e-90
I9X26_02415,b3592,9.66e-26
I9X26_02460,b0511,3.85e-60
I9X26_02490,b2976,0.0
I9X26_02505,b3819,8.31e-95
I9X26_02510,b3859,1.9999999999999997e-89
I9X26_02515,b0761,2.87e-39
I9X26_02520,b2586,2.51e-38
I9X26_02525,b3413,9.25e-33
I9X26_02540,b0713,4.07e-50
I9X26_02565,b0712,1.4199999999999999e-52
I9X26_02570,b0716,1.65e-11
I9X26_02580,b0775,0.0
I9X26_02585,b0776,1.24e-92
I9X26_02590,b3412,8.209999999999999e-24
I9X26_02595,b0777,5.06e-40
I9X26_02600,b0778,1.9500000000000002e-64
I9X26_02725,b3910,1.18e-51
I9X26_02775,b1185,1.72e-21
I9X26_02795,b3097,3.87e-17
I9X26_02815,b2942,0.0
I9X26_02825,b2935,0.0
I9X26_02835,b2739,6.73e-88
I9X26_02840,b2927,3.4099999999999995e-126
I9X26_02845,b2926,0.0
I9X26_02860,b3137,4.6699999999999995e-53
I9X26_02880,b3492,1.06e-150
I9X26_02885,b3085,2.69e-76
I9X26_02895,b3715,6.28e-22
I9X26_02900,b3104,1.6499999999999998e-30
I9X26_02905,b0305,9.139999999999999e-42
I9X26_02920,b2666,2.34e-15
I9X26_03010,b4083,0.0
I9X26_03025,b3676,1.04e-17
I9X26_03160,b1701,9.500000000000001e-75
I9X26_03205,b3067,0.0
I9X26_03210,b3066,1.4599999999999999e-174
I9X26_03220,b3065,6.62e-37
I9X26_03225,b3064,4.52e-177
I9X26_03230,b3059,7.04e-41
I9X26_03235,b3058,4.44e-36
I9X26_03245,b3056,6.3199999999999995e-174
I9X26_03255,b1188,0.0
I9X26_03260,b1784,1.59e-178
I9X26_03265,b1783,0.0
I9X26_03270,b3425,3.18e-33
I9X26_03275,b0049,1.11e-91
I9X26_03280,b0050,1.39e-45
I9X26_03285,b0051,9.219999999999999e-93
I9X26_03290,b0052,1.38e-137
I9X26_03295,b0053,9.57e-100
I9X26_03300,b0054,3.06e-107
I9X26_03315,b0055,4.54e-18
I9X26_03360,b3386,3.96e-123
I9X26_03365,b3385,6.12e-57
I9X26_03565,b3360,7.480000000000001e-97
I9X26_03570,b1263,1.77e-57
I9X26_03575,b1262,2.21e-45
I9X26_03580,b3357,9.29e-100
I9X26_03585,b3356,2.0800000000000001e-47
I9X26_03590,b0120,1.8599999999999999e-137
I9X26_03600,b1103,1.5699999999999997e-23
I9X26_03630,b3958,7.51e-66
I9X26_03645,b0156,4.01e-55
I9X26_03650,b1640,1.8699999999999999e-106
I9X26_03655,b1856,5.19e-63
I9X26_03690,b3973,3.4100000000000005e-64
I9X26_03730,b3981,2.25e-28
I9X26_03735,b3982,2.5699999999999997e-95
I9X26_03740,b3983,8.47e-76
I9X26_03745,b3984,3.11e-111
I9X26_03750,b3985,2.06e-78
I9X26_03755,b3986,7.81e-36
I9X26_03760,b3987,0.0
I9X26_03765,b3988,0.0
