,query,evalue
H7683_00005,b3072,1.0000000000000001e-79
H7683_00040,b2937,1.33e-58
H7683_00065,b4016,6.56e-166
H7683_00075,b2414,3.08e-158
H7683_00110,b0223,6.45e-113
H7683_00125,b1845,2.1e-160
H7683_00135,b0410,1.2e-34
H7683_00150,b1181,3.64e-52
H7683_00155,b1033,3.51e-31
H7683_00160,b1179,5.25e-20
H7683_00165,b1804,3.4900000000000005e-73
H7683_00180,b1761,0.0
H7683_00190,b2521,4.0200000000000005e-32
H7683_00200,b2344,1.3500000000000001e-47
H7683_00230,b3547,5e-18
H7683_00245,b0638,2.36e-20
H7683_00250,b1991,1.2700000000000001e-57
H7683_00255,b1993,1.5e-35
H7683_00285,b1270,4.61e-67
H7683_00300,b2175,2.3000000000000002e-35
H7683_00305,b0827,2.1e-83
H7683_00310,b0782,1e-70
H7683_00315,b3857,3.96e-21
H7683_00345,b0189,1.2e-12
H7683_00350,b0354,2.8700000000000003e-37
H7683_00355,b2781,2.4600000000000003e-97
H7683_00360,b2784,0.0
H7683_00365,b2785,2.16e-105
H7683_00370,b2421,9.2e-149
H7683_00390,b2786,0.0
H7683_00405,b0231,1.1900000000000002e-109
H7683_00425,b1974,8.089999999999999e-46
H7683_00430,b0835,0.0
H7683_00445,b0195,1.1e-58
H7683_00510,b1055,2.75e-41
H7683_00515,b0435,2.25e-20
H7683_00530,b1611,0.0
H7683_00535,b0901,1.95e-12
H7683_00540,b3184,9.97e-74
H7683_00555,b3829,0.0
H7683_00560,b3828,2.03e-95
H7683_00610,b2989,7.179999999999999e-137
H7683_00715,b2478,2.41e-116
H7683_00720,b2479,2.47e-14
H7683_00725,b2480,6.14e-33
H7683_00730,b2493,6.43e-109
H7683_00740,b2494,1.41e-66
H7683_00790,b0711,4.6300000000000005e-31
H7683_00795,b0712,9.86e-56
H7683_00850,b0932,0.0
H7683_00860,b1777,6.32e-13
H7683_00865,b3424,1.69e-26
H7683_00875,b2615,2.2e-92
H7683_00890,b1919,2.13e-11
H7683_00910,b3081,0.0
H7683_00945,b0674,1.13e-38
H7683_00955,b3898,1.71e-11
H7683_00965,b3354,6.75e-11
H7683_00980,b1344,3.81e-143
H7683_00990,b2135,5.98e-71
H7683_01000,b2944,1.69e-26
H7683_01035,b1129,1.2199999999999999e-68
H7683_01040,b1130,7.68e-75
H7683_01050,b1596,1.58e-101
H7683_01060,b2207,8.12e-11
H7683_01065,b2206,0.0
H7683_01070,b2203,8.29e-31
H7683_01075,b2202,4.8300000000000004e-86
H7683_01095,b3886,1.5699999999999998e-67
H7683_01100,b2495,3.24e-42
H7683_01105,b1004,1.1e-37
H7683_01120,b2496,1.64e-71
H7683_01140,b2499,2.8599999999999996e-172
H7683_01145,b2500,7.2599999999999995e-93
H7683_01160,b3098,5.41e-13
H7683_01180,b0160,1.8700000000000003e-43
H7683_01195,b2959,3.66e-24
H7683_01200,b3182,2.8500000000000002e-27
H7683_01205,b0948,0.0
H7683_01210,b0953,5.33e-16
H7683_01215,b0945,2.26e-138
H7683_01230,b2698,3.27e-26
H7683_01235,b2699,0.0
H7683_01240,b2700,5.4599999999999994e-48
H7683_01245,b2733,0.0
H7683_01255,b2741,1.3599999999999998e-150
H7683_01260,b2742,7.71e-61
H7683_01270,b2743,5.71e-65
H7683_01275,b2744,1.24e-74
H7683_01280,b2745,1.98e-63
H7683_01285,b2746,9.82e-73
H7683_01290,b2154,2.83e-122
H7683_01295,b0356,0.0
H7683_01300,b3060,2.0699999999999998e-54
H7683_01310,b2747,2.31e-69
H7683_01315,b2748,8.65e-17
H7683_01320,b2779,0.0
H7683_01325,b1215,1.0100000000000001e-145
H7683_01330,b2780,0.0
H7683_01335,b0188,9.6e-74
H7683_01340,b0185,1.28e-159
H7683_01345,b0184,0.0
H7683_01350,b0183,1.24e-90
H7683_01355,b0182,7.98e-131
H7683_01360,b0181,8.43e-96
H7683_01365,b0180,5.15e-57
H7683_01370,b0179,1.42e-114
H7683_01380,b0177,0.0
H7683_01385,b0176,2.52e-130
H7683_01390,b0173,1.9199999999999999e-149
H7683_01395,b0175,1.67e-69
H7683_01400,b0174,1.68e-90
H7683_01405,b0172,3.0200000000000004e-70
H7683_01410,b0171,3.03e-116
H7683_01415,b0170,2.27e-109
H7683_01420,b0169,9.09e-131
H7683_01425,b0168,4.83e-126
H7683_01430,b0167,0.0
H7683_01445,b4065,2.22e-137
H7683_01450,b2471,1.46e-33
H7683_01460,b1680,8.52e-101
H7683_01465,b1679,6.92e-24
H7683_01475,b2124,7.670000000000001e-47
H7683_01485,b2812,5.1999999999999994e-104
H7683_01490,b2472,1.7700000000000002e-161
H7683_01495,b1822,5.23e-63
H7683_01605,b4041,0.0
H7683_01615,b2210,0.0
H7683_01635,b2763,9.07e-15
H7683_01645,b1439,1.61e-146
H7683_01650,b4036,2.29e-55
H7683_01655,b3450,8.01e-114
H7683_01660,b1312,3.19e-26
H7683_01665,b3452,2.65e-25
H7683_01685,b2388,1.82e-70
H7683_01705,b3055,1.1000000000000001e-35
H7683_01765,b1163,1.52e-26
H7683_01775,b4069,0.0
H7683_01815,b0616,5.869999999999999e-23
H7683_01850,b1323,2.87e-147
H7683_01880,b1896,9.27e-71
H7683_01885,b4107,4.91e-23
H7683_01900,b1850,2.8499999999999997e-61
H7683_01910,b1852,0.0
H7683_01915,b1853,1.2399999999999998e-115
H7683_01925,b4148,1.39e-43
H7683_01930,b2835,1.15e-13
H7683_01935,b0583,8.17e-22
H7683_01940,b1609,3.99e-54
H7683_01945,b1427,7.91e-12
H7683_01950,b1608,1.01e-64
H7683_01955,b2234,3.61e-76
H7683_01960,b2235,1.9e-22
H7683_02075,b2209,5.22e-49
H7683_02090,b0074,7.66e-26
H7683_02100,b1435,0.0
H7683_02120,b3028,1.37e-93
H7683_02165,b1533,1.04e-94
H7683_02175,b2466,5e-31
H7683_02225,b0837,3.42e-154
H7683_02435,b2324,3.81e-152
H7683_02465,b1049,0.0
H7683_02470,b1048,0.0
H7683_02475,b2132,0.0
H7683_02510,b1792,9.89e-34
H7683_02525,b1214,1.53e-17
H7683_02550,b1333,1.1e-39
H7683_02555,b1854,0.0
H7683_02565,b1394,3.01e-34
H7683_02575,b1341,2.61e-33
H7683_02580,b4122,2.25e-58
H7683_02585,b2366,0.0
H7683_02650,b3025,1.4499999999999998e-68
H7683_02655,b3026,4.54e-50
H7683_02755,b0040,5.85e-99
H7683_02765,b2808,1.42e-64
H7683_02770,b1649,1.96e-20
H7683_02775,b3253,1.9400000000000002e-116
H7683_02780,b2790,5.4000000000000005e-27
H7683_02805,b1606,8.52e-65
H7683_02810,b2153,6.25e-36
H7683_02815,b2303,9.13e-51
H7683_02840,b2682,2.5499999999999998e-23
H7683_02940,b0804,6.13e-79
H7683_02945,b0805,1.66e-86
H7683_03020,b4324,6.649999999999999e-24
H7683_03025,b2544,4.0299999999999994e-42
H7683_03035,b4263,3.61e-154
H7683_03050,b1232,8.380000000000001e-72
H7683_03060,b2011,1.63e-149
H7683_03100,b1656,2.42e-104
H7683_03110,b0451,1.25e-47
H7683_03160,b3832,2e-106
H7683_03175,b1382,3.76e-17
H7683_03180,b1383,1.58e-17
H7683_03185,b1654,1.38e-54
H7683_03205,b1464,9.029999999999999e-23
H7683_03210,b3926,0.0
H7683_03215,b0481,1.14e-57
H7683_03220,b3423,5.08e-98
H7683_03225,b3426,0.0
H7683_03230,b3336,2.6200000000000002e-73
H7683_03255,b3497,2.39e-64
H7683_03270,b1868,2.12e-62
H7683_03280,b1807,3.19e-63
H7683_03290,b0474,3.26e-98
H7683_03295,b3956,0.0
H7683_03320,b2534,4.3800000000000003e-32
H7683_03340,b0846,1.5e-12
H7683_03345,b2890,0.0
H7683_03350,b2891,0.0
H7683_03360,b1846,6.21e-17
H7683_03370,b2892,0.0
H7683_03375,b0190,1.42e-29
H7683_03380,b1956,2.14e-32
H7683_03410,b3051,4.6700000000000005e-37
H7683_03420,b4182,7.54e-31
H7683_03425,b4181,1.27e-19
H7683_03435,b0004,7.400000000000001e-72
H7683_03445,b2893,1.21e-56
H7683_03460,b2894,1.1599999999999998e-128
H7683_03475,b2606,7.65e-57
H7683_03480,b2607,6.1e-113
H7683_03485,b2608,9.15e-40
H7683_03490,b2609,8.479999999999999e-34
H7683_03495,b2610,0.0
H7683_03500,b2611,1.5e-34
H7683_03505,b4461,1.72e-147
H7683_03515,b1849,0.0
H7683_03520,b1648,7.05e-11
H7683_03530,b1813,6.25e-27
H7683_03540,b0224,1.34e-15
H7683_03555,b2557,0.0
H7683_03560,b2558,2.75e-101
H7683_03570,b2559,9.3e-51
H7683_03575,b0123,1.17e-22
H7683_03595,b2507,0.0
H7683_03600,b2508,0.0
H7683_03625,b2509,3.28e-120
H7683_03635,b0577,9.090000000000001e-116
H7683_03650,b0219,2.48e-80
H7683_03655,b0600,1.07e-147
H7683_03660,b2511,0.0
H7683_03665,b2512,1e-63
H7683_03670,b2513,3.63e-23
H7683_03675,b2514,0.0
H7683_03680,b2515,0.0
H7683_03685,b2516,3.29e-28
H7683_03695,b2517,4.9200000000000004e-157
H7683_03700,b2518,4.1e-64
H7683_03705,b2524,1.64e-18
H7683_03710,b2525,7.35e-48
H7683_03715,b2526,0.0
H7683_03720,b2527,1.73e-32
H7683_03725,b2528,1.1799999999999998e-52
H7683_03730,b2529,5e-74
H7683_03735,b2530,0.0
H7683_03740,b2531,3.32e-57
H7683_03745,b3607,6.11e-44
H7683_03750,b2532,6.91e-94
H7683_03755,b2533,1.74e-104
H7683_03760,b1110,7.19e-71
H7683_03765,b0409,2.5e-85
H7683_03770,b0408,0.0
H7683_03775,b0407,1.4e-30
H7683_03780,b0406,0.0
H7683_03785,b0405,6.41e-178
H7683_03800,b2349,4.08e-90
H7683_03890,b4262,5.91e-76
H7683_03895,b4261,1.21e-49
H7683_03900,b4260,0.0
H7683_03905,b4259,1.02e-17
H7683_03915,b4258,0.0
H7683_03935,b2292,0.0
H7683_03945,b0807,1e-114
H7683_03950,b0818,8.36e-18
H7683_03965,b0397,0.0
H7683_03985,b0398,1.74e-153
H7683_03995,b4141,4.39e-117
H7683_04005,b2186,1.0599999999999999e-67
H7683_04020,b3155,3.93e-19
