,query,evalue
CS390_00005,b3702,0.0
CS390_00010,b3701,5.88e-147
CS390_00015,b3700,2.2299999999999998e-95
CS390_00020,b3699,0.0
CS390_00050,b4114,2.7900000000000002e-148
CS390_00060,b0752,1.75e-59
CS390_00115,b2351,4.5599999999999996e-62
CS390_00155,b0575,0.0
CS390_00300,b0200,4.83e-30
CS390_00305,b3559,0.0
CS390_00310,b3560,3.42e-176
CS390_00315,b3549,9.269999999999999e-68
CS390_00330,b3290,0.0
CS390_00335,b3289,3.71e-128
CS390_00340,b3288,3.66e-128
CS390_00345,b3287,7.01e-66
CS390_00350,b4473,3.68e-75
CS390_00355,b3282,1.98e-47
CS390_00360,b4051,3.78e-147
CS390_00365,b2436,1.12e-157
CS390_00370,b3281,1.4099999999999999e-90
CS390_00385,b1260,7.82e-47
CS390_00390,b1261,3.0099999999999997e-152
CS390_00410,b3160,3.15e-125
CS390_00440,b3279,1.51e-85
CS390_00445,b3498,0.0
CS390_00460,b0339,3.55e-80
CS390_00520,b0197,4.2800000000000004e-64
CS390_00530,b0199,1.08e-104
CS390_00540,b1859,5.04e-90
CS390_00545,b1858,5.51e-103
CS390_00550,b4046,3.06e-26
CS390_00555,b1857,7.31e-70
CS390_00570,b3863,0.0
CS390_00575,b3865,1.12e-68
CS390_00590,b3860,2.5e-19
CS390_00600,b1522,4.2400000000000006e-27
CS390_00605,b0867,5.04e-60
CS390_00610,b0457,8.47e-74
CS390_00620,b4077,0.0
CS390_00660,b4020,0.0
CS390_00665,b2832,1.55e-82
CS390_00700,b2920,2.5799999999999997e-150
CS390_00705,b1602,9.100000000000001e-161
CS390_00715,b1603,3.76e-102
CS390_00730,b2371,1.2e-75
CS390_00800,b3252,1.74e-25
CS390_00825,b0489,2.5e-33
CS390_00970,b1423,1.68e-178
CS390_00975,b2808,3.81e-60
CS390_01015,b3765,2.59e-171
CS390_01020,b1296,2.01e-22
CS390_01060,b0450,2.09e-58
CS390_01075,b3812,2.35e-33
CS390_01080,b3811,2.92e-94
CS390_01085,b3810,2.87e-12
CS390_01090,b3809,2.89e-113
CS390_01105,b3807,2.8500000000000002e-21
CS390_01115,b0610,2.99e-32
CS390_01120,b3806,6.11e-142
CS390_01140,b3960,2.3899999999999998e-150
CS390_01145,b2125,6.2e-23
CS390_01150,b3805,2.71e-140
CS390_01155,b3804,1.68e-24
CS390_01160,b3803,3.2e-20
CS390_01165,b3802,2.9199999999999998e-30
CS390_01175,b3995,1.07e-16
CS390_01200,b3352,0.0
CS390_01210,b3824,2.95e-49
CS390_01240,b0387,3.03e-33
CS390_01245,b3209,6.1299999999999996e-92
CS390_01255,b2136,4.65e-31
CS390_01260,b0369,1.38e-75
CS390_01265,b2501,9.879999999999999e-131
CS390_01270,b2502,2.6000000000000003e-123
CS390_01275,b3781,1.2699999999999999e-55
CS390_01280,b3783,0.0
CS390_01285,b3843,0.0
CS390_01290,b3844,3.4e-22
CS390_01295,b1218,8.050000000000001e-32
CS390_01340,b2913,0.0
CS390_01345,b2979,1.1e-51
CS390_01350,b1180,5.400000000000001e-75
CS390_01360,b4333,2.8100000000000004e-47
CS390_01365,b2914,8.840000000000001e-99
CS390_01370,b3772,0.0
CS390_01385,b2830,1.45e-78
CS390_01390,b2829,0.0
CS390_01405,b2828,2.77e-93
CS390_01410,b2827,9.4e-63
CS390_01415,b2838,0.0
CS390_01420,b2839,1.0699999999999999e-135
CS390_01425,b3292,5.6500000000000005e-27
CS390_01430,b3469,6.73e-125
CS390_01465,b0048,2.71e-43
CS390_01470,b1729,0.0
CS390_01480,b3461,1.1000000000000002e-124
CS390_01485,b3462,2.67e-55
CS390_01490,b3463,4.04e-85
CS390_01495,b3464,1.53e-143
CS390_01500,b1494,2.73e-16
CS390_01510,b3465,7.4200000000000005e-65
CS390_01525,b3353,2.68e-78
CS390_01530,b2521,2.82e-32
CS390_01555,b3634,3.54e-68
CS390_01560,b2562,2.9200000000000002e-27
CS390_01570,b3635,1.52e-104
CS390_01580,b0967,1.04e-67
CS390_01585,b3402,6.15e-18
CS390_01590,b3771,0.0
CS390_01595,b3208,1.2999999999999998e-74
CS390_01600,b2807,8.54e-22
CS390_01610,b3991,2.39e-64
CS390_01615,b2960,2.31e-99
CS390_01625,b2955,1.64e-146
CS390_01630,b2954,4.55e-68
CS390_01650,b2952,1.57e-29
CS390_01655,b0386,1.7800000000000001e-43
CS390_01660,b2951,3.27e-84
CS390_01665,b2950,2.02e-94
CS390_01685,b1876,0.0
CS390_01690,b3935,0.0
CS390_01695,b3936,3.98e-28
CS390_01705,b2463,7.28e-167
CS390_01710,b3396,0.0
CS390_01730,b3391,1e-73
CS390_01735,b3390,2.06e-60
CS390_01740,b3389,1.98e-136
CS390_01755,b3212,0.0
CS390_01760,b3213,0.0
CS390_01765,b3997,0.0
CS390_01770,b3024,3.81e-16
CS390_01775,b1596,8.320000000000001e-166
CS390_01780,b1595,5.6499999999999994e-95
CS390_01790,b2582,2.53e-40
CS390_01795,b1706,9.69e-157
CS390_01800,b0465,0.0
CS390_01805,b1191,0.0
CS390_01815,b0311,0.0
CS390_01820,b0312,0.0
CS390_01825,b0313,5.47e-76
CS390_01845,b3614,6.15e-50
CS390_01855,b3613,2.04e-56
CS390_01860,b3612,0.0
CS390_01865,b3611,1.2e-25
CS390_01870,b3610,5.13e-33
CS390_01875,b3609,8.390000000000001e-56
CS390_01880,b3606,2.53e-67
CS390_01890,b3868,0.0
CS390_01895,b3869,7.19e-101
CS390_01900,b3870,0.0
CS390_01910,b0423,1.2299999999999999e-172
CS390_01915,b3871,0.0
CS390_01925,b3428,0.0
CS390_01930,b4232,8.52e-88
CS390_01950,b4149,2.8600000000000003e-31
CS390_01960,b3375,9.09e-20
CS390_01965,b1742,3.22e-15
CS390_01980,b0402,0.0
CS390_02000,b3887,1.59e-50
CS390_02005,b1048,0.0
CS390_02010,b1049,0.0
CS390_02020,b0810,4.5e-46
CS390_02045,b3839,6.57e-110
CS390_02070,b3835,0.0
CS390_02075,b3834,7.05e-16
CS390_02080,b3833,6.739999999999999e-134
CS390_02135,b3931,0.0
CS390_02140,b3932,3.6e-92
CS390_02150,b4245,4.650000000000001e-43
CS390_02160,b2949,1.62e-49
CS390_02165,b2948,1.5400000000000002e-47
CS390_02175,b2947,6.8999999999999995e-152
CS390_02215,b2899,4.7499999999999995e-40
CS390_02220,b2946,4.54e-69
CS390_02225,b0774,1.3600000000000001e-99
CS390_02235,b1057,8.4e-71
CS390_02240,b1056,1.85e-79
CS390_02245,b0797,9.63e-164
CS390_02260,b3941,1.49e-72
CS390_02290,b2813,2.81e-40
CS390_02300,b3097,2.31e-22
CS390_02305,b3647,2.9199999999999997e-146
CS390_02310,b2942,0.0
CS390_02320,b2935,0.0
CS390_02325,b2927,5.669999999999999e-128
CS390_02330,b2926,0.0
CS390_02345,b3137,2.4100000000000002e-49
CS390_02355,b3085,3.47e-70
CS390_02365,b2267,7.829999999999999e-52
CS390_02375,b0960,5.07e-173
CS390_02380,b3492,2.3e-151
CS390_02385,b1343,1.45e-175
CS390_02390,b3754,1.73e-149
CS390_02410,b1014,0.0
CS390_02415,b1015,0.0
CS390_02420,b3499,1.16e-82
CS390_02465,b0914,7.91e-161
CS390_02470,b3052,0.0
CS390_02490,b0543,4.0999999999999996e-30
CS390_02500,b3633,5.67e-149
CS390_02505,b3035,2.5999999999999997e-69
CS390_02510,b3994,0.0
CS390_02525,b3034,3.39e-62
CS390_02530,b3033,1.7e-25
CS390_02535,b3032,2.31e-63
CS390_02540,b3031,2.71e-42
CS390_02545,b3030,0.0
CS390_02560,b3019,0.0
CS390_02575,b4388,1.02e-65
CS390_02580,b4160,1.06e-98
CS390_02595,b1890,4.32e-74
CS390_02600,b1889,1.99e-71
CS390_02605,b4161,4.51e-102
CS390_02610,b4162,1.6e-92
CS390_02615,b3646,1.68e-75
CS390_02620,b4166,3.1199999999999997e-153
CS390_02625,b4167,1.44e-59
CS390_02630,b4168,9.03e-60
CS390_02635,b2817,1.24e-88
CS390_02640,b4170,1.66e-148
CS390_02645,b4171,8.99e-135
CS390_02650,b4172,1.6e-39
CS390_02655,b4173,1.76e-172
CS390_02660,b4174,2.03e-86
CS390_02665,b4175,3.0900000000000005e-70
CS390_02675,b4177,0.0
CS390_02705,b4179,0.0
CS390_02710,b4180,1e-101
CS390_02715,b4200,3.95e-55
CS390_02720,b4202,8.5e-42
CS390_02730,b4203,5.1000000000000005e-59
CS390_02735,b4052,0.0
CS390_02740,b4469,0.0
CS390_02765,b1740,2.5100000000000002e-79
