,query,evalue
FIU98_00005,b3702,0.0
FIU98_00010,b3701,6.49e-147
FIU98_00015,b3700,1.49e-98
FIU98_00020,b3699,0.0
FIU98_00030,b1409,1.4999999999999998e-52
FIU98_00045,b1411,1.95e-89
FIU98_00050,b1410,0.0
FIU98_00055,b1408,5.58e-48
FIU98_00065,b0200,3.95e-28
FIU98_00070,b3559,0.0
FIU98_00075,b3560,2.6500000000000002e-173
FIU98_00080,b3549,1.0700000000000001e-70
FIU98_00120,b1918,1.17e-48
FIU98_00135,b3117,2.15e-55
FIU98_00165,b1655,4.73e-41
FIU98_00170,b3471,3.65e-85
FIU98_00190,b3290,0.0
FIU98_00195,b3289,8.17e-139
FIU98_00200,b3288,4.46e-131
FIU98_00205,b3287,1.68e-65
FIU98_00215,b4473,1.2600000000000001e-79
FIU98_00220,b3282,3.69e-50
FIU98_00225,b4051,6.1399999999999995e-139
FIU98_00230,b2436,1.5999999999999999e-152
FIU98_00235,b3281,4.36e-90
FIU98_00255,b3678,7.85e-36
FIU98_00265,b2134,3.7599999999999996e-128
FIU98_00270,b0208,2.07e-102
FIU98_00275,b0207,1.52e-119
FIU98_00280,b1102,1.23e-142
FIU98_00290,b2902,8.500000000000001e-88
FIU98_00300,b1260,3.0999999999999996e-42
FIU98_00305,b1261,5.8e-149
FIU98_00330,b4293,1.3499999999999998e-54
FIU98_00335,b4292,5.1e-62
FIU98_00380,b1253,2.0200000000000002e-35
FIU98_00400,b1780,2.7699999999999997e-42
FIU98_00460,b2491,1.52e-87
FIU98_00550,b0522,6.94e-62
FIU98_00555,b0523,3.7899999999999995e-61
FIU98_00560,b1478,2.75e-84
FIU98_00595,b4327,2.6199999999999997e-61
FIU98_00600,b4139,2.29e-180
FIU98_00640,b0007,1.66e-113
FIU98_00645,b1767,6.049999999999999e-54
FIU98_00660,b1524,2.2299999999999996e-134
FIU98_00735,b3863,0.0
FIU98_00745,b3865,8.73e-70
FIU98_00760,b3860,4.56e-20
FIU98_00775,b2888,1.7899999999999998e-95
FIU98_00780,b3434,2.57e-54
FIU98_00785,b0867,4.04e-60
FIU98_00840,b4376,8.11e-14
FIU98_00860,b3726,2.28e-22
FIU98_00865,b3725,7.08e-122
FIU98_00870,b3724,5.6600000000000005e-77
FIU98_00950,b2976,0.0
FIU98_00955,b2977,4.52e-58
FIU98_00960,b4467,0.0
FIU98_00965,b4468,7.04e-166
FIU98_00970,b2979,0.0
FIU98_00975,b2980,1.58e-130
FIU98_01000,b1076,7.19e-77
