,query,evalue
FIV02_00005,b3702,0.0
FIV02_00010,b3701,6.49e-147
FIV02_00015,b3700,1.49e-98
FIV02_00020,b3699,0.0
FIV02_00030,b1409,1.4999999999999998e-52
FIV02_00045,b1411,1.95e-89
FIV02_00050,b1410,0.0
FIV02_00055,b1408,5.58e-48
FIV02_00065,b0200,3.95e-28
FIV02_00070,b3559,0.0
FIV02_00075,b3560,2.6500000000000002e-173
FIV02_00080,b3549,1.0700000000000001e-70
FIV02_00120,b1918,1.17e-48
FIV02_00135,b3117,2.15e-55
FIV02_00165,b1655,4.73e-41
FIV02_00170,b3471,3.65e-85
FIV02_00190,b3290,0.0
FIV02_00195,b3289,8.17e-139
FIV02_00200,b3288,4.46e-131
FIV02_00205,b3287,1.68e-65
FIV02_00215,b4473,1.2600000000000001e-79
FIV02_00220,b3282,3.69e-50
FIV02_00225,b4051,6.1399999999999995e-139
FIV02_00230,b2436,1.5999999999999999e-152
FIV02_00235,b3281,4.36e-90
FIV02_00255,b3678,7.85e-36
FIV02_00265,b2134,3.7599999999999996e-128
FIV02_00270,b0208,2.07e-102
FIV02_00275,b0207,1.52e-119
FIV02_00280,b1102,1.23e-142
FIV02_00290,b2902,8.500000000000001e-88
FIV02_00300,b1260,3.0999999999999996e-42
FIV02_00305,b1261,5.8e-149
FIV02_00330,b4293,1.3499999999999998e-54
FIV02_00335,b4292,5.1e-62
FIV02_00380,b1253,2.0200000000000002e-35
FIV02_00400,b1780,2.7699999999999997e-42
FIV02_00460,b2491,1.52e-87
FIV02_00550,b0522,6.94e-62
FIV02_00555,b0523,3.7899999999999995e-61
FIV02_00560,b1478,2.75e-84
FIV02_00595,b4327,2.6199999999999997e-61
FIV02_00600,b4139,2.29e-180
FIV02_00640,b0007,1.66e-113
FIV02_00645,b1767,6.049999999999999e-54
FIV02_00660,b1524,2.2299999999999996e-134
FIV02_00735,b3863,0.0
FIV02_00745,b3865,8.73e-70
FIV02_00760,b3860,4.56e-20
FIV02_00775,b2888,1.7899999999999998e-95
FIV02_00780,b3434,2.57e-54
FIV02_00785,b0867,4.04e-60
FIV02_00840,b4376,8.11e-14
FIV02_00860,b3726,2.28e-22
FIV02_00865,b3725,7.08e-122
FIV02_00870,b3724,5.6600000000000005e-77
FIV02_00950,b2976,0.0
FIV02_00955,b2977,4.52e-58
FIV02_00960,b4467,0.0
FIV02_00965,b4468,7.04e-166
FIV02_00970,b2979,0.0
FIV02_00975,b2980,1.58e-130
FIV02_01000,b1076,7.19e-77
FIV02_01060,b0613,3.6e-35
FIV02_01105,b3592,7.52e-30
FIV02_01155,b2661,0.0
FIV02_01160,b2662,0.0
FIV02_01170,b1300,0.0
FIV02_01180,b4340,0.0
FIV02_01200,b2808,7.91e-69
FIV02_01210,b0889,2.27e-65
FIV02_01215,b1189,0.0
FIV02_01220,b1809,4.9400000000000004e-33
FIV02_01225,b1190,2.7299999999999997e-115
FIV02_01230,b1299,1.43e-41
FIV02_01250,b3778,0.0
FIV02_01275,b3765,1.25e-176
FIV02_01285,b0450,2.4299999999999997e-61
FIV02_01295,b4056,3.6099999999999996e-60
FIV02_01305,b3812,6.19e-35
FIV02_01310,b3811,7.78e-96
FIV02_01320,b3809,5.63e-116
FIV02_01325,b2838,4.17e-48
FIV02_01340,b3807,7.49e-21
