,query,evalue
JYG34_00005,b3702,0.0
JYG34_00010,b3701,2.02e-146
JYG34_00015,b3700,3.58e-94
JYG34_00020,b3699,0.0
JYG34_00065,b0200,1.3e-29
JYG34_00070,b3559,0.0
JYG34_00075,b3560,1.1799999999999999e-174
JYG34_00080,b3549,2.1700000000000002e-70
JYG34_00095,b3290,0.0
JYG34_00100,b3289,1.56e-132
JYG34_00105,b3288,7.15e-130
JYG34_00110,b3287,2.86e-64
JYG34_00115,b4473,2.55e-70
JYG34_00120,b3282,2.22e-46
JYG34_00130,b4051,2.19e-145
JYG34_00135,b2436,1.45e-155
JYG34_00140,b3281,5.340000000000001e-85
JYG34_00155,b3678,6.51e-37
JYG34_00180,b1260,1.09e-48
JYG34_00185,b1261,7.6e-155
JYG34_00195,b3098,7.57e-14
JYG34_00210,b3160,6.07e-118
JYG34_00240,b3279,1.29e-83
JYG34_00245,b3498,0.0
JYG34_00360,b0197,1.48e-61
JYG34_00370,b0199,1.78e-107
JYG34_00380,b1859,3.29e-90
JYG34_00385,b1858,1.8e-98
JYG34_00390,b4046,2.48e-25
JYG34_00395,b1857,1.24e-63
JYG34_00410,b3863,0.0
JYG34_00415,b3865,4.32e-65
JYG34_00430,b3860,2.13e-21
JYG34_00445,b0867,5.21e-58
JYG34_00450,b0457,4.18e-74
JYG34_00480,b4077,0.0
JYG34_00520,b4020,0.0
JYG34_00525,b2832,3.46e-81
JYG34_00565,b2920,1.88e-149
JYG34_00570,b1602,1.03e-162
JYG34_00580,b1603,3.81e-106
JYG34_00595,b2371,9.490000000000001e-77
JYG34_00665,b3252,1.15e-25
JYG34_00755,b3995,9.71e-17
JYG34_00775,b3352,0.0
JYG34_00785,b3824,7.71e-48
JYG34_00820,b3103,2.68e-32
JYG34_00845,b3684,1.67e-31
JYG34_00905,b2661,0.0
JYG34_00910,b2662,0.0
JYG34_00935,b0198,1.3899999999999998e-54
JYG34_00950,b1012,1.47e-16
JYG34_00965,b1917,2.0499999999999997e-136
JYG34_00970,b1918,1.52e-120
JYG34_00975,b1920,4.12e-115
JYG34_00985,b0314,0.0
JYG34_00990,b0368,1.48e-127
JYG34_00995,b0367,4.9e-105
JYG34_01000,b0366,9.62e-114
JYG34_01005,b0365,1.88e-125
JYG34_01020,b0937,5.87e-64
JYG34_01025,b0936,4.84e-91
JYG34_01030,b0935,0.0
JYG34_01035,b0934,2.62e-127
JYG34_01040,b0933,1.71e-115
JYG34_01055,b2688,1.4199999999999998e-134
JYG34_01065,b3407,0.0
JYG34_01070,b3405,8.83e-121
JYG34_01075,b3404,2.96e-65
JYG34_01080,b0852,9.91e-145
JYG34_01090,b3400,3.2399999999999997e-40
JYG34_01095,b2174,1.24e-15
JYG34_01100,b3401,9.900000000000001e-70
JYG34_01105,b3403,1.14e-131
JYG34_01120,b1884,1.74e-41
JYG34_01135,b3895,3.6099999999999995e-54
JYG34_01140,b2665,6e-51
JYG34_01145,b3399,1.6e-57
JYG34_01150,b3397,3.44e-58
JYG34_01155,b4214,1.5900000000000001e-65
JYG34_01160,b3888,2.26e-11
JYG34_01175,b2040,2.08e-74
JYG34_01180,b2038,6.359999999999999e-67
JYG34_01185,b2039,7.46e-145
JYG34_01190,b3788,0.0
JYG34_01255,b0048,1.39e-41
JYG34_01260,b1729,0.0
JYG34_01285,b3771,0.0
JYG34_01290,b3402,2.6600000000000002e-21
JYG34_01295,b0967,9.309999999999999e-68
JYG34_01305,b3635,4.24e-109
JYG34_01315,b2562,5.97e-28
JYG34_01320,b3634,8.43e-69
JYG34_01345,b2521,4.96e-34
JYG34_01350,b3353,4.24e-80
JYG34_01355,b3465,3.85e-58
JYG34_01365,b1494,6.3e-15
JYG34_01370,b3464,1.05e-147
JYG34_01375,b3463,1.58e-85
JYG34_01380,b3462,2.1799999999999998e-55
JYG34_01385,b3461,4.19e-124
JYG34_01390,b3208,1.13e-76
JYG34_01395,b2807,4.0900000000000002e-22
JYG34_01405,b3991,4.07e-61
JYG34_01410,b2960,3.89e-100
JYG34_01420,b2955,1.97e-150
JYG34_01425,b2954,8.680000000000001e-66
JYG34_01445,b2952,1.6500000000000002e-31
JYG34_01450,b0386,3.1700000000000003e-43
JYG34_01455,b2951,1.68e-83
JYG34_01460,b2950,5.52e-90
JYG34_01465,b1655,3.12e-41
JYG34_01480,b1876,0.0
JYG34_01485,b3935,0.0
JYG34_01490,b3936,1.0800000000000001e-26
JYG34_01500,b2463,8.15e-166
JYG34_01505,b3396,0.0
JYG34_01525,b3391,2.67e-79
JYG34_01530,b3390,7.03e-58
JYG34_01535,b3389,2.1600000000000002e-133
JYG34_01545,b3212,0.0
JYG34_01550,b3213,0.0
JYG34_01560,b3997,0.0
JYG34_01565,b3024,2.88e-17
JYG34_01570,b1596,6.18e-171
JYG34_01575,b1595,8.78e-99
JYG34_01690,b2582,2.43e-41
JYG34_01695,b1706,4.65e-149
JYG34_01700,b0465,0.0
JYG34_01705,b1191,0.0
JYG34_01710,b0311,0.0
JYG34_01715,b0312,0.0
JYG34_01720,b0313,6.59e-75
JYG34_01740,b3614,9.420000000000001e-50
JYG34_01750,b3613,5.84e-53
JYG34_01755,b3612,0.0
JYG34_01760,b3611,7.55e-27
JYG34_01765,b3610,7.210000000000001e-32
JYG34_01770,b3609,4.2e-57
JYG34_01775,b3606,1.0400000000000001e-70
JYG34_01785,b3868,0.0
JYG34_01790,b3869,1.8100000000000002e-103
JYG34_01800,b3870,0.0
JYG34_01805,b0423,1.1500000000000001e-173
JYG34_01810,b3871,0.0
JYG34_01845,b2821,6.03e-28
JYG34_01900,b3067,0.0
JYG34_01905,b3066,9.7e-170
JYG34_01910,b3065,3.59e-36
JYG34_01915,b3064,0.0
JYG34_01920,b3059,1.8899999999999998e-46
JYG34_01925,b3058,5.36e-37
JYG34_01935,b3056,1.78e-125
JYG34_01940,b1188,0.0
JYG34_01945,b1784,2.53e-170
JYG34_01950,b1783,0.0
JYG34_01955,b3425,6.41e-36
JYG34_01960,b0049,6.1e-94
JYG34_01965,b0050,1.5800000000000001e-43
JYG34_01970,b0051,1.22e-94
JYG34_01975,b0052,3.42e-141
JYG34_01980,b0053,7.829999999999999e-108
JYG34_01985,b0054,5.1799999999999994e-95
JYG34_02000,b0055,1.4699999999999999e-24
JYG34_02010,b1222,5.83e-21
JYG34_02040,b3386,3.7199999999999995e-126
JYG34_02045,b3385,3.72e-59
JYG34_02050,b1264,8.31e-81
JYG34_02060,b3360,1.6e-95
JYG34_02065,b1263,1.21e-56
JYG34_02070,b1262,5.55e-44
JYG34_02080,b3357,2.88e-97
JYG34_02085,b3356,3.47e-48
JYG34_02105,b1103,5.16e-32
JYG34_02125,b3958,2.3599999999999997e-68
JYG34_02130,b0156,1.1399999999999999e-54
JYG34_02135,b1640,1.93e-105
JYG34_02140,b1856,9.25e-66
JYG34_02145,b1637,2.04e-44
JYG34_02175,b3973,3.61e-68
JYG34_02215,b3981,4.53e-32
JYG34_02220,b3982,2.0399999999999998e-94
JYG34_02225,b3983,1.1300000000000001e-72
JYG34_02230,b3984,6.18e-113
JYG34_02235,b3985,5.77e-78
JYG34_02240,b3986,1.02e-33
JYG34_02245,b3987,0.0
JYG34_02250,b3988,0.0
JYG34_02255,b3342,1.02e-77
JYG34_02260,b3341,9.8e-78
JYG34_02270,b3980,0.0
JYG34_02275,b3321,1.8200000000000002e-66
JYG34_02280,b3320,4.3e-111
JYG34_02285,b3319,2.78e-100
JYG34_02290,b3318,1.5400000000000002e-32
JYG34_02295,b3317,8.84e-155
JYG34_02300,b3316,1.0299999999999999e-48
JYG34_02305,b3315,4.32e-52
JYG34_02310,b3314,2.7099999999999996e-119
JYG34_02315,b3313,8.95e-75
JYG34_02320,b3312,4.94e-22
JYG34_02325,b3311,5.119999999999999e-40
JYG34_02330,b3310,2.0600000000000003e-73
JYG34_02335,b3309,1.42e-40
JYG34_02340,b3308,7.29e-88
JYG34_02345,b3307,3.4599999999999995e-42
JYG34_02350,b3306,1.18e-60
JYG34_02355,b3305,1.21e-78
JYG34_02360,b3304,4.26e-32
JYG34_02365,b3303,9.75e-83
JYG34_02370,b3302,2.93e-20
JYG34_02375,b3301,1.53e-63
JYG34_02380,b3300,0.0
JYG34_02385,b3299,2.75e-20
JYG34_02390,b3298,1.38e-62
JYG34_02395,b3297,3.3599999999999998e-74
JYG34_02400,b3296,3.17e-109
JYG34_02405,b3295,1.97e-174
JYG34_02410,b3294,6.5399999999999995e-68
JYG34_02415,b1732,4e-121
JYG34_02425,b4058,0.0
JYG34_02430,b0427,1.59e-164
JYG34_02435,b4059,8.229999999999999e-60
JYG34_02580,b3894,0.0
JYG34_02585,b3893,5.2e-146
JYG34_02590,b3892,3.0899999999999998e-68
JYG34_02595,b3891,6.820000000000001e-58
JYG34_02600,b3591,3.96e-150
JYG34_02605,b3590,1.94e-153
JYG34_02615,b1767,1.22e-55
JYG34_02620,b0007,2.4500000000000002e-110
JYG34_02650,b1256,1.1899999999999999e-61
JYG34_02680,b0492,4.69e-52
JYG34_02695,b0413,2.2900000000000003e-73
JYG34_02700,b0414,2.0600000000000003e-129
JYG34_02705,b1662,8.86e-35
JYG34_02710,b3041,1.54e-71
JYG34_02715,b0415,1.5699999999999998e-61
JYG34_02720,b0416,3.9599999999999994e-42
JYG34_02725,b0417,1.11e-77
JYG34_02730,b0418,7.75e-49
JYG34_02740,b1277,7.31e-87
JYG34_02750,b0158,1.31e-31
JYG34_02755,b3966,2.9699999999999998e-61
JYG34_02760,b0420,0.0
JYG34_02765,b0421,9.78e-78
JYG34_02770,b0422,1.45e-16
JYG34_02805,b3422,0.0
JYG34_02815,b3421,0.0
JYG34_02880,b2624,6.34e-22
JYG34_02905,b4226,1.64e-84
JYG34_02910,b1976,5.7e-52
JYG34_02915,b2317,1.62e-82
JYG34_02925,b2440,8.22e-36
JYG34_02930,b2441,6.149999999999999e-159
JYG34_02945,b3588,0.0
JYG34_02955,b4233,0.0
JYG34_02960,b2311,2.3199999999999998e-42
JYG34_03060,b0921,4.02e-58
JYG34_03080,b2342,2.58e-83
JYG34_03085,b1790,2.0599999999999997e-40
JYG34_03095,b0487,3.6600000000000005e-43
JYG34_03100,b0484,9.38e-168
JYG34_03115,b2182,1.55e-51
JYG34_03130,b1623,2.8e-40
JYG34_03145,b3848,2.75e-29
JYG34_03150,b1013,1.1299999999999999e-52
JYG34_03195,b2822,0.0
JYG34_03200,b2820,0.0
JYG34_03205,b2819,7.23e-130
JYG34_03210,b2603,2.04e-25
JYG34_03215,b2604,9.63e-81
JYG34_03220,b2605,2.0300000000000002e-32
JYG34_03275,b1409,2.76e-56
JYG34_03290,b1411,1.2700000000000001e-86
JYG34_03295,b1410,0.0
JYG34_03300,b1408,2.2799999999999998e-46
JYG34_03320,b3028,3.9899999999999996e-94
JYG34_03325,b0208,3.17e-89
JYG34_03330,b3447,2.9e-140
JYG34_03370,b0452,5.11e-104
JYG34_03460,b2750,1.82e-56
JYG34_03470,b3518,2.26e-83
JYG34_03480,b4003,6.82e-36
JYG34_03505,b4349,3.35e-26
JYG34_03535,b2625,1.46e-28
JYG34_03540,b2622,6.330000000000001e-144
JYG34_03570,b3605,0.0
JYG34_03575,b2975,0.0
JYG34_03580,b0113,2.35e-69
JYG34_03585,b2620,1.74e-65
JYG34_03590,b2619,3.49e-44
JYG34_03595,b2617,1.12e-18
JYG34_03600,b0683,6.889999999999999e-52
JYG34_03605,b2616,2.05e-154
JYG34_03610,b2614,4.82e-48
JYG34_03615,b0014,0.0
JYG34_03620,b0015,0.0
JYG34_03625,b0031,1.42e-115
JYG34_03630,b0032,0.0
JYG34_03635,b0033,0.0
JYG34_03640,b3181,2.33e-63
JYG34_03650,b3180,5.66e-22
JYG34_03655,b3179,6.89e-92
JYG34_03660,b3178,0.0
JYG34_03665,b3177,1.22e-109
JYG34_03670,b3176,0.0
JYG34_03675,b3919,2.04e-85
JYG34_03680,b3175,2.39e-23
JYG34_03695,b3170,1.79e-47
JYG34_03700,b3169,0.0
JYG34_03705,b3168,0.0
JYG34_03710,b3167,2.8e-35
JYG34_03715,b3166,4.51e-106
JYG34_03720,b3165,1.33e-41
JYG34_03725,b3164,0.0
JYG34_03745,b4354,0.0
JYG34_03750,b4512,4.0099999999999995e-34
JYG34_03755,b4352,1.29e-105
JYG34_03760,b2551,0.0
JYG34_03765,b1285,4.2700000000000003e-110
JYG34_03775,b4391,0.0
JYG34_03780,b1761,0.0
JYG34_03805,b0955,4.25e-75
JYG34_03815,b3002,9.85e-93
JYG34_03825,b4207,4.56e-66
JYG34_03835,b4108,2.21e-52
JYG34_03840,b3187,2.82e-118
JYG34_03845,b3186,3.48e-42
JYG34_03850,b3185,7.75e-38
JYG34_03855,b3183,4.2200000000000004e-144
JYG34_03860,b0242,2.65e-99
JYG34_03865,b4397,3.3399999999999996e-68
JYG34_03890,b4373,1.08e-28
JYG34_03910,b0328,5.46e-19
JYG34_03925,b0479,2.19e-152
JYG34_03940,b2213,3.51e-128
JYG34_03970,b0897,1.38e-137
JYG34_03985,b1203,0.0
JYG34_03990,b1204,1.2e-68
JYG34_03995,b2185,8.39e-17
JYG34_04000,b1207,5.370000000000001e-156
JYG34_04010,b1208,4.68e-92
JYG34_04015,b1209,2.32e-18
JYG34_04055,b1210,2.1899999999999998e-141
