Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
PproGo58_20030-MONOMER	Periplasm	PproGo58_20030()	Periplasm	s
PproGo58_05350-MONOMER	Outer_Membrane	PproGo58_05350()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	PproGo58_05350()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	PproGo58_05350()	Outer_Membrane	sb
PproGo58_40400-MONOMER	Inner_Membrane	PproGo58_40400()	Inner_Membrane	r
PproGo58_12420-MONOMER	Inner_Membrane	PproGo58_12420()	Inner_Membrane	r
PproGo58_47950-MONOMER	Inner_Membrane	PproGo58_47950()	Inner_Membrane	r
PproGo58_34490-MONOMER	Inner_Membrane	PproGo58_34490()	Inner_Membrane	r
PproGo58_18470-MONOMER	Periplasm	PproGo58_18470()	Periplasm	s
PproGo58_57990-MONOMER	Inner_Membrane	PproGo58_57990()	Inner_Membrane	r
PproGo58_12570-MONOMER	Inner_Membrane	PproGo58_12570()	Inner_Membrane	r
PproGo58_21440-MONOMER	Inner_Membrane	PproGo58_21440()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	PproGo58_21440()	Periplasm	s
PproGo58_12560-MONOMER	Inner_Membrane	PproGo58_12560()	Inner_Membrane	r
PproGo58_18110-MONOMER	Inner_Membrane	PproGo58_18110()	Inner_Membrane	r
PproGo58_47660-MONOMER	Inner_Membrane	PproGo58_47660()	Inner_Membrane	r
PproGo58_47680-MONOMER	Inner_Membrane	PproGo58_47680()	Inner_Membrane	p
PproGo58_47670-MONOMER	Inner_Membrane	PproGo58_47670()	Inner_Membrane	r
PproGo58_47690-MONOMER	Inner_Membrane	PproGo58_47690()	Inner_Membrane	p
PproGo58_19050-MONOMER	Periplasm	PproGo58_19050()	Periplasm	s
PproGo58_04210-MONOMER	Inner_Membrane	PproGo58_04210()	Inner_Membrane	r
PproGo58_10510-MONOMER	Inner_Membrane	PproGo58_10510()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	PproGo58_10510()	Inner_Membrane	r
PproGo58_01850-MONOMER	Inner_Membrane	PproGo58_01850()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	PproGo58_01850()	Periplasm	s
PproGo58_01870-MONOMER	Inner_Membrane	PproGo58_01870()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	PproGo58_01870()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	PproGo58_01870()	Inner_Membrane	r
PproGo58_01860-MONOMER	Inner_Membrane	PproGo58_01860()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	PproGo58_01860()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	PproGo58_01860()	Inner_Membrane	r
PproGo58_46120-MONOMER	Inner_Membrane	PproGo58_46120()	Inner_Membrane	r
PproGo58_50940-MONOMER	Inner_Membrane	PproGo58_50940()	Inner_Membrane	r
PproGo58_30100-MONOMER	Periplasm	PproGo58_30100()	Periplasm	s
PproGo58_11560-MONOMER	Inner_Membrane	PproGo58_11560()	Inner_Membrane	r
PproGo58_16940-MONOMER	Inner_Membrane	PproGo58_16940()	Inner_Membrane	r
PproGo58_50310-MONOMER	Inner_Membrane	PproGo58_50310()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	PproGo58_50310()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	PproGo58_50310()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	PproGo58_50310()	Inner_Membrane	r
PproGo58_30550-MONOMER	Inner_Membrane	PproGo58_30550()	Inner_Membrane	r
PproGo58_55700-MONOMER	Inner_Membrane	PproGo58_55700()	Inner_Membrane	r
PproGo58_57570-MONOMER	Outer_Membrane	PproGo58_57570()	Inner_Membrane	s
PproGo58_25900-MONOMER	Outer_Membrane	PproGo58_25900()	Outer_Membrane	sb
PproGo58_57560-MONOMER	Outer_Membrane	PproGo58_57560()	Inner_Membrane	p
PproGo58_16840-MONOMER	Inner_Membrane	PproGo58_16840()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	PproGo58_16840()	Inner_Membrane	r
PproGo58_16850-MONOMER	Inner_Membrane	PproGo58_16850()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	PproGo58_16850()	Inner_Membrane	r
PproGo58_42620-MONOMER	Inner_Membrane	PproGo58_42620()	Inner_Membrane	r
PproGo58_15590-MONOMER	Inner_Membrane	PproGo58_15590()	Inner_Membrane	p
CPLX_Kt2pp-1	Inner_Membrane	PproGo58_15590()	Inner_Membrane	p
PproGo58_37810-MONOMER	Inner_Membrane	PproGo58_37810()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37810()	Inner_Membrane	p
PproGo58_37920-MONOMER	Inner_Membrane	PproGo58_37920()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37920()	Inner_Membrane	r
PproGo58_37890-MONOMER	Inner_Membrane	PproGo58_37890()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37890()	Inner_Membrane	r
PproGo58_37900-MONOMER	Inner_Membrane	PproGo58_37900()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37900()	Inner_Membrane	p
PproGo58_37910-MONOMER	Inner_Membrane	PproGo58_37910()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37910()	Inner_Membrane	r
PproGo58_37870-MONOMER	Inner_Membrane	PproGo58_37870()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37870()	Inner_Membrane	r
PproGo58_37930-MONOMER	Inner_Membrane	PproGo58_37930()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	PproGo58_37930()	Inner_Membrane	r
PproGo58_12340-MONOMER	Inner_Membrane	PproGo58_12340()	Inner_Membrane	r
PproGo58_42700-MONOMER	Outer_Membrane	PproGo58_42700()	Outer_Membrane	sb
PproGo58_42070-MONOMER	Inner_Membrane	PproGo58_42070()	Inner_Membrane	r
PproGo58_09750-MONOMER	Periplasm	PproGo58_09750()	Periplasm	s
PproGo58_30530-MONOMER	Inner_Membrane	PproGo58_30530()	Inner_Membrane	r
PproGo58_07040-MONOMER	Inner_Membrane	PproGo58_07040()	Inner_Membrane	r
PproGo58_13240-MONOMER	Outer_Membrane	PproGo58_13240()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	PproGo58_13240()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	PproGo58_13240()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	PproGo58_13240()	Inner_Membrane	pa
PproGo58_02180-MONOMER	Inner_Membrane	PproGo58_02180()	Inner_Membrane	r
PproGo58_15740-MONOMER	Inner_Membrane	PproGo58_15740()	Inner_Membrane	r
PproGo58_16820-MONOMER	Inner_Membrane	PproGo58_16820()	Inner_Membrane	r
PproGo58_26430-MONOMER	Inner_Membrane	PproGo58_26430()	Inner_Membrane	r
