,query,evalue
IE322_00005,b3447,4.0499999999999996e-140
IE322_00015,b2475,7.18e-89
IE322_00030,b3965,1.58e-127
IE322_00035,b3714,1.3e-155
IE322_00040,b0591,1.5e-14
IE322_00045,b0733,4.8799999999999994e-82
IE322_00050,b0734,9.58e-44
IE322_00060,b3084,1.3e-93
IE322_00065,b1916,3.2499999999999996e-30
IE322_00070,b3924,4.15e-59
IE322_00075,b3291,2.42e-63
IE322_00080,b4389,0.0
IE322_00095,b4354,0.0
IE322_00100,b4512,4.8100000000000005e-35
IE322_00105,b4352,1.3099999999999999e-104
IE322_00115,b3829,0.0
IE322_00120,b2844,0.0
IE322_00155,b1606,1.03e-50
IE322_00180,b2790,4.44e-28
IE322_00230,b1214,8.27e-13
IE322_00290,b4396,3.23e-14
IE322_00315,b4080,5.02e-51
IE322_00365,b0493,2.73e-41
IE322_00375,b2049,2.89e-178
IE322_00435,b0006,1.3700000000000001e-125
IE322_00450,b0783,7.77e-70
IE322_00455,b0784,4.95e-22
IE322_00460,b0785,2.2800000000000003e-56
IE322_00465,b3780,1.18e-111
IE322_00480,b3269,7.55e-169
IE322_00485,b3270,2.15e-179
IE322_00490,b3271,7.570000000000001e-157
IE322_00495,b3235,3.22e-84
IE322_00500,b0710,1.67e-91
IE322_00505,b2752,1.1699999999999999e-176
IE322_00510,b2751,9.69e-180
IE322_00545,b3384,8.41e-51
IE322_00550,b3232,6.81e-125
IE322_00555,b3905,2.11e-16
IE322_00560,b2834,1.58e-137
IE322_00565,b3231,2.14e-77
IE322_00570,b3230,2.6e-72
IE322_00590,b3229,1.49e-76
IE322_00595,b3228,4.61e-40
IE322_00605,b3150,5.170000000000001e-37
IE322_00610,b3149,4.24e-79
IE322_00615,b3148,1.54e-25
IE322_00620,b3147,1.7e-26
IE322_00625,b3146,3.9900000000000004e-110
IE322_00635,b0081,2.14e-51
IE322_00640,b0082,2.35e-119
IE322_00650,b0084,5.92e-159
IE322_00655,b0085,5.28e-122
IE322_00660,b0086,1.8e-111
IE322_00665,b0087,4.62e-165
IE322_00670,b0088,2.9700000000000002e-123
IE322_00675,b0089,3.92e-98
IE322_00680,b0090,4.55e-91
IE322_00685,b0091,0.0
IE322_00690,b0092,5.76e-104
IE322_00695,b0093,6.66e-33
IE322_00700,b0094,3.4499999999999997e-146
IE322_00705,b0095,1.5199999999999998e-135
IE322_00710,b0096,1.6100000000000002e-132
IE322_00720,b0098,0.0
IE322_00735,b0099,1.71e-27
IE322_00745,b2219,1.9699999999999997e-40
IE322_00750,b0425,4.8e-41
IE322_00755,b0426,4.4699999999999994e-48
IE322_00760,b2924,2.2e-58
IE322_00765,b0842,5.68e-91
IE322_00770,b0433,2.29e-39
IE322_00775,b0454,1.27e-17
IE322_00795,b4142,4.23e-37
IE322_00800,b4143,0.0
IE322_00825,b2237,9.6e-55
IE322_00895,b1656,7.409999999999999e-104
IE322_00900,b2923,1.47e-41
IE322_00905,b2916,6.18e-51
IE322_00910,b0868,3.8499999999999997e-45
IE322_00930,b0404,4.86e-31
IE322_00990,b4122,2.12e-58
IE322_01000,b1854,0.0
IE322_01015,b2011,4.03e-142
IE322_01025,b1232,4.4700000000000004e-72
IE322_01050,b4263,3.89e-155
IE322_01055,b3493,0.0
IE322_01065,b1827,7.2200000000000005e-37
IE322_01070,b0353,4.53e-54
IE322_01090,b2587,0.0
IE322_01125,b0572,3.02e-111
IE322_01130,b0462,0.0
IE322_01135,b0463,2.1199999999999998e-134
IE322_01140,b0464,1.3899999999999998e-48
IE322_01225,b2132,0.0
IE322_01245,b0064,2.92e-13
IE322_01390,b2183,4.6300000000000005e-59
IE322_01410,b2580,1.7500000000000002e-85
IE322_01455,b2898,1.0900000000000001e-36
IE322_01460,b2897,4.19e-19
IE322_01470,b2574,0.0
IE322_01475,b2573,1.2e-88
IE322_01485,b2571,2.35e-25
IE322_01490,b0161,1.12e-87
IE322_01500,b2569,0.0
IE322_01505,b2568,1.4200000000000002e-72
IE322_01510,b2567,2.77e-77
IE322_01515,b2566,3.99e-131
IE322_01520,b2565,4.1600000000000005e-43
IE322_01525,b2564,1.4200000000000001e-105
IE322_01545,b1871,3.8400000000000005e-123
IE322_01550,b1870,8.55e-97
IE322_01565,b0124,0.0
IE322_01590,b3070,2.89e-41
IE322_01595,b3071,1.29e-21
IE322_01615,b1653,1.07e-177
IE322_01625,b3828,4.7099999999999997e-94
IE322_01635,b1607,5.7100000000000005e-43
IE322_01650,b0652,1.44e-127
IE322_01655,b0653,2.06e-76
IE322_01660,b0654,1.29e-98
IE322_01665,b0655,9.43e-114
IE322_01675,b3426,0.0
IE322_01680,b3423,1.07e-101
IE322_01685,b3926,0.0
IE322_01690,b3927,2.1199999999999999e-137
IE322_01695,b0481,2.46e-61
IE322_01715,b1654,6.46e-58
IE322_01720,b3336,1.1699999999999999e-68
IE322_01725,b3337,6.61e-11
IE322_01735,b1652,3.31e-91
IE322_01740,b1062,4.49e-140
IE322_01750,b3172,1.34e-26
IE322_01760,b2369,7.86e-45
IE322_01770,b1633,3.82e-113
IE322_01780,b1631,1.66e-23
IE322_01785,b1630,3.4e-80
IE322_01790,b1627,3.33e-19
IE322_01795,b2114,0.0
IE322_01800,b2113,3.6100000000000003e-110
IE322_01810,b2065,5.42e-14
IE322_01875,b1233,3.89e-34
IE322_01910,b0799,4.4400000000000003e-100
IE322_01930,b1638,9.259999999999999e-54
IE322_01940,b1641,1.56e-20
IE322_01945,b0019,9.72e-127
IE322_01960,b3454,3.06e-121
IE322_01965,b3455,9.17e-138
IE322_01970,b3456,1.0099999999999999e-159
IE322_01975,b3457,9.02e-136
IE322_01980,b3458,1.62e-156
IE322_02000,b0059,0.0
IE322_02020,b3240,6.37e-38
IE322_02030,b1644,2.04e-80
IE322_02040,b3521,5.65e-96
IE322_02055,b0385,4.22e-88
IE322_02065,b2347,7.79e-101
IE322_02115,b1908,1.1300000000000001e-43
IE322_02165,b2235,3.2999999999999996e-23
IE322_02170,b2234,2.59e-75
IE322_02180,b1609,4.1199999999999996e-54
IE322_02185,b0583,8.26e-23
IE322_02190,b3830,1.52e-15
IE322_02200,b1130,2.5e-78
IE322_02205,b1129,2.0499999999999997e-68
IE322_02210,b3528,0.0
IE322_02215,b0195,2.28e-63
IE322_02220,b2124,4.23e-51
IE322_02260,b0835,0.0
IE322_02290,b0231,2.23e-109
IE322_02300,b0194,0.0
IE322_02340,b1866,0.0
IE322_02345,b1864,7.52e-115
IE322_02350,b1863,6.16e-54
IE322_02355,b1861,4.6000000000000004e-73
IE322_02360,b1860,2.75e-178
IE322_02365,b0736,1.3700000000000001e-32
IE322_02370,b0737,5.49e-81
IE322_02385,b0740,1.5099999999999999e-112
IE322_02390,b0741,3.58e-32
IE322_02395,b0742,3.8299999999999997e-28
IE322_02400,b2777,7.15e-17
IE322_02405,b0444,1.21e-43
IE322_02425,b1296,0.0
IE322_02430,b1614,3.4299999999999995e-52
IE322_02435,b0750,5.79e-174
IE322_02440,b2494,1.69e-76
IE322_02450,b2493,2.73e-107
IE322_02455,b2480,1.1299999999999999e-30
IE322_02460,b2479,1.38e-12
IE322_02465,b2478,2.55e-117
IE322_02480,b2476,2.76e-125
IE322_02505,b3369,1.32e-18
IE322_02515,b2210,0.0
IE322_02560,b3370,9.25e-19
IE322_02580,b1520,1.67e-64
IE322_02585,b0781,7.709999999999999e-60
IE322_02595,b0447,4.2099999999999995e-68
IE322_02600,b3939,1.15e-93
IE322_02620,b1804,1.8700000000000002e-72
IE322_02625,b1179,4.76e-20
IE322_02630,b1033,6.73e-28
IE322_02640,b1181,1.84e-53
IE322_02660,b0410,1.47e-41
IE322_02670,b1845,1.6e-158
IE322_02680,b0223,1.7799999999999998e-106
IE322_02695,b3224,1.93e-36
IE322_02705,b0711,2.84e-39
IE322_02730,b2414,3.9500000000000004e-156
IE322_02745,b2211,5.05e-91
IE322_02795,b0586,1.8999999999999998e-152
IE322_02835,b4016,2.53e-169
IE322_02925,b1805,0.0
IE322_02940,b1413,0.0
IE322_02945,b1091,5.54e-24
IE322_02965,b3363,1.26e-75
IE322_02975,b1659,8.42e-26
IE322_02985,b1412,5.98e-63
IE322_02990,b3827,1.92e-86
IE322_03000,b0577,7.57e-116
IE322_03025,b4332,1.61e-20
