,query,evalue
DCC84_00005,b3703,1.7e-14
DCC84_00010,b3702,0.0
DCC84_00015,b3701,8.28e-145
DCC84_00020,b3700,5.1999999999999993e-95
DCC84_00025,b3699,0.0
DCC84_00055,b0200,8.01e-30
DCC84_00060,b3559,0.0
DCC84_00065,b3560,5.9e-179
DCC84_00085,b3290,0.0
DCC84_00090,b3289,2.05e-132
DCC84_00095,b3288,8.13e-127
DCC84_00100,b3287,5.65e-71
DCC84_00110,b4473,3.3500000000000003e-75
DCC84_00115,b3282,1.27e-46
DCC84_00120,b4051,7.71e-136
DCC84_00125,b2436,7.95e-156
DCC84_00130,b3281,1.52e-93
DCC84_00135,b1206,2.09e-44
DCC84_00145,b3678,3.49e-36
DCC84_00150,b0254,2.89e-47
DCC84_00160,b3693,1.21e-34
DCC84_00165,b4477,7.689999999999999e-55
DCC84_00170,b4478,3.45e-173
DCC84_00175,b3691,6.67e-173
DCC84_00185,b1260,4.13e-44
DCC84_00190,b1261,4.61e-152
DCC84_00215,b3160,1.85e-128
DCC84_00220,b1482,1.33e-61
DCC84_00245,b3279,1.7399999999999998e-82
DCC84_00250,b3498,0.0
DCC84_00255,b4551,5.2e-11
DCC84_00365,b0199,8.459999999999999e-106
DCC84_00370,b1732,0.0
DCC84_00380,b1859,1.86e-90
DCC84_00385,b1858,3.2e-102
DCC84_00390,b4046,8.05e-27
DCC84_00395,b1857,2.01e-67
DCC84_00410,b3863,0.0
DCC84_00415,b3865,5.47e-68
DCC84_00430,b3860,1.05e-19
DCC84_00445,b0867,1.62e-60
DCC84_00475,b4077,0.0
DCC84_00515,b4020,0.0
DCC84_00520,b2832,1.31e-82
DCC84_00565,b2920,4.61e-153
DCC84_00570,b1602,1.2100000000000002e-160
DCC84_00580,b1603,9.52e-102
DCC84_00705,b3711,7.63e-26
DCC84_00785,b1614,2.54e-46
DCC84_00790,b1024,1.48e-179
DCC84_00795,b1023,0.0
DCC84_00800,b1022,0.0
DCC84_00865,b2270,4.2800000000000005e-169
DCC84_00910,b2661,0.0
DCC84_00915,b2662,0.0
DCC84_00945,b3917,4.27e-146
DCC84_00950,b2424,1.33e-80
DCC84_00955,b2423,2.01e-95
DCC84_00960,b2422,7.61e-118
DCC84_01020,b0341,3.89e-93
DCC84_01070,b0197,6.02e-64
DCC84_01125,b0198,1.0299999999999999e-52
DCC84_01160,b1917,4.88e-137
DCC84_01165,b1918,3.56e-114
DCC84_01170,b1920,4.42e-112
DCC84_01175,b1919,1.61e-138
DCC84_01190,b0314,0.0
DCC84_01220,b3001,3.57e-168
DCC84_01225,b0368,7.38e-122
DCC84_01230,b0367,1.1300000000000001e-105
DCC84_01235,b0366,1.6499999999999999e-108
DCC84_01240,b0365,2.8599999999999997e-126
DCC84_01245,b2688,3.86e-132
DCC84_01255,b3407,0.0
DCC84_01260,b3405,5.560000000000001e-117
DCC84_01265,b3404,4.26e-62
DCC84_01270,b0852,2.16e-142
DCC84_01280,b1163,1.9999999999999998e-30
DCC84_01285,b3400,9.11e-40
DCC84_01290,b2174,3.5e-17
DCC84_01295,b3401,2.94e-73
DCC84_01300,b3403,1.87e-133
DCC84_01315,b3361,3.8199999999999995e-55
DCC84_01350,b1501,0.0
DCC84_01355,b3895,5.63e-56
DCC84_01365,b2665,5.0999999999999995e-53
DCC84_01370,b3399,3.4299999999999995e-52
DCC84_01375,b3397,2.8299999999999997e-60
DCC84_01380,b4214,7.73e-62
DCC84_01385,b3888,1.91e-12
DCC84_01400,b2040,3.37e-81
DCC84_01405,b2038,2.6800000000000002e-70
DCC84_01410,b3789,7.0099999999999996e-149
DCC84_01415,b3788,0.0
DCC84_01580,b3533,0.0
DCC84_01585,b3532,4.38e-119
DCC84_01590,b3531,1.33e-92
DCC84_01595,b3530,9e-44
DCC84_01635,b0862,9.34e-59
DCC84_01640,b0860,1.08e-59
DCC84_01650,b2663,0.0
DCC84_01725,b2962,1.13e-22
DCC84_01730,b2961,9.39e-127
DCC84_01745,b2022,2.8499999999999996e-54
DCC84_01750,b2023,4.69e-37
DCC84_01760,b2024,8.83e-35
DCC84_01765,b2025,7.81e-69
DCC84_01780,b3614,2.27e-47
DCC84_01790,b3613,1.75e-53
DCC84_01800,b3612,0.0
DCC84_01805,b3611,3.94e-25
DCC84_01810,b3610,1.9100000000000002e-32
DCC84_01815,b3609,4.52e-59
DCC84_01825,b3606,1.6099999999999998e-67
DCC84_01840,b3868,0.0
DCC84_01845,b3869,9.22e-100
DCC84_01855,b3870,0.0
DCC84_01865,b0423,3.88e-175
DCC84_01870,b3871,0.0
DCC84_01880,b3428,0.0
DCC84_01895,b4232,1.54e-83
DCC84_01905,b4149,3.11e-29
DCC84_01920,b1742,9.63e-17
DCC84_01940,b2678,3.02e-69
DCC84_01945,b2677,2.5300000000000002e-110
DCC84_01960,b0402,0.0
DCC84_01985,b0476,1.9899999999999999e-25
DCC84_01995,b3887,1.8199999999999997e-54
DCC84_02000,b1048,0.0
DCC84_02005,b1049,0.0
DCC84_02020,b0810,2.06e-44
DCC84_02045,b3839,7e-108
DCC84_02070,b3835,0.0
DCC84_02075,b3834,1.59e-14
DCC84_02080,b3833,5.14e-131
DCC84_02125,b3931,0.0
DCC84_02130,b3932,2.01e-92
DCC84_02140,b1876,0.0
DCC84_02145,b3935,0.0
DCC84_02150,b3936,1.53e-26
DCC84_02160,b2463,2.31e-164
DCC84_02165,b3396,0.0
DCC84_02185,b3391,5.7900000000000006e-70
DCC84_02190,b3390,2.2300000000000003e-58
DCC84_02195,b3389,2.76e-136
DCC84_02210,b3212,0.0
DCC84_02215,b3213,0.0
DCC84_02220,b3997,0.0
DCC84_02225,b1596,8.79e-178
DCC84_02230,b1595,4.83e-96
DCC84_02345,b2582,3.44e-43
DCC84_02350,b3083,1.76e-14
DCC84_02355,b3082,9.85e-22
DCC84_02360,b1706,1.2e-158
DCC84_02365,b0465,0.0
DCC84_02370,b1191,0.0
DCC84_02400,b1014,0.0
DCC84_02405,b1015,0.0
DCC84_02430,b3499,1.05e-81
DCC84_02435,b4219,1.2600000000000002e-73
DCC84_02445,b0115,1.47e-161
DCC84_02450,b0114,0.0
DCC84_02455,b3053,0.0
DCC84_02460,b3620,1.66e-122
DCC84_02465,b3621,1.51e-116
DCC84_02470,b3631,3.1e-139
DCC84_02475,b3630,7.970000000000001e-105
DCC84_02495,b1451,4.56e-152
DCC84_02540,b0914,1.02e-155
DCC84_02545,b3052,0.0
DCC84_02565,b0543,3.7900000000000005e-27
DCC84_02575,b3633,7.18e-158
DCC84_02580,b3035,6.73e-71
DCC84_02585,b3994,0.0
DCC84_02605,b3034,4.73e-64
DCC84_02610,b3033,3.66e-24
DCC84_02615,b3032,3.88e-68
DCC84_02620,b3031,2.07e-35
DCC84_02625,b3030,0.0
DCC84_02640,b3019,0.0
DCC84_02660,b4388,4.5500000000000005e-64
DCC84_02670,b4160,1.32e-97
DCC84_02685,b1890,6.96e-74
DCC84_02690,b1889,6.62e-72
DCC84_02695,b4161,4.960000000000001e-103
DCC84_02700,b4162,4.45e-89
DCC84_02705,b3646,2.53e-75
DCC84_02710,b4166,3.45e-159
DCC84_02715,b4167,8.719999999999999e-67
DCC84_02720,b4168,2.6299999999999997e-61
DCC84_02730,b4170,6.36e-147
DCC84_02735,b4171,1.33e-138
DCC84_02740,b4172,1.9e-39
DCC84_02745,b4173,1.4599999999999999e-174
DCC84_02750,b4174,1.18e-90
DCC84_02755,b4175,2.9000000000000004e-70
DCC84_02765,b4177,0.0
DCC84_02795,b4179,0.0
DCC84_02800,b4180,6.610000000000001e-97
DCC84_02805,b4200,6.45e-56
DCC84_02810,b4202,1.02e-40
DCC84_02820,b4203,1.1800000000000001e-59
DCC84_02825,b4052,0.0
DCC84_02830,b4469,0.0
DCC84_02885,b0931,2.06e-143
DCC84_02945,b1539,1.84e-90
DCC84_02985,b3963,1.58e-32
DCC84_02995,b3524,0.0
DCC84_03030,b0384,7.52e-28
DCC84_03040,b2069,8.62e-53
DCC84_03045,b1000,1.47e-106
DCC84_03050,b0999,1.71e-20
DCC84_03080,b1448,3.17e-75
DCC84_03125,b4288,5.859999999999999e-45
DCC84_03135,b0588,8.14e-52
DCC84_03220,b1242,5.2e-22
DCC84_03230,b4005,0.0
DCC84_03235,b4006,0.0
DCC84_03240,b3261,8.03e-29
DCC84_03245,b3260,1.53e-133
DCC84_03255,b3259,7.76e-101
DCC84_03260,b3256,0.0
DCC84_03265,b3255,6.26e-63
DCC84_03290,b2299,1.2799999999999999e-24
DCC84_03295,b1282,3.6e-24
DCC84_03300,b2938,0.0
DCC84_03310,b4044,1.1800000000000001e-86
DCC84_03330,b0921,1.85e-57
DCC84_03460,b0487,4.78e-33
DCC84_03480,b2182,5.609999999999999e-54
DCC84_03510,b1623,3.3599999999999998e-40
DCC84_03515,b1216,3.53e-48
DCC84_03540,b3848,1.48e-26
DCC84_03545,b1013,5.3899999999999994e-55
DCC84_03550,b3654,8.85e-139
DCC84_03600,b2822,0.0
DCC84_03605,b2820,0.0
DCC84_03610,b2819,6.71e-133
DCC84_03615,b2603,3.83e-24
DCC84_03620,b2604,6.25e-76
DCC84_03625,b2605,4.820000000000001e-35
DCC84_03720,b0112,0.0
DCC84_03750,b1325,1.54e-13
DCC84_03795,b3028,2.6599999999999997e-89
DCC84_03800,b0208,1.3e-92
DCC84_03820,b3415,2.41e-119
DCC84_03855,b2298,2.49e-51
DCC84_03960,b2622,9.639999999999999e-146
DCC84_03980,b2975,0.0
DCC84_03985,b0113,4.919999999999999e-69
DCC84_03990,b2620,1.04e-58
DCC84_03995,b2619,9.11e-44
DCC84_04000,b2618,9.5e-18
DCC84_04005,b2617,6.95e-18
DCC84_04010,b0683,2.0399999999999998e-48
DCC84_04015,b2616,4.61e-153
DCC84_04020,b2614,1.6e-46
DCC84_04025,b0014,0.0
DCC84_04030,b0015,8.52e-175
DCC84_04035,b0031,2.76e-114
DCC84_04040,b0032,0.0
DCC84_04045,b0033,0.0
DCC84_04050,b3181,8.18e-63
DCC84_04060,b3180,3.1399999999999995e-23
DCC84_04065,b3179,4.94e-91
DCC84_04070,b3178,0.0
DCC84_04075,b3177,6.53e-111
DCC84_04080,b3176,0.0
DCC84_04085,b3919,2.7e-79
DCC84_04090,b3175,4.74e-25
DCC84_04105,b3170,1.8000000000000002e-47
DCC84_04110,b3169,0.0
DCC84_04115,b3168,0.0
DCC84_04120,b3167,2.1900000000000002e-37
DCC84_04125,b3166,2.78e-105
DCC84_04130,b3165,2.1100000000000003e-37
DCC84_04135,b3164,0.0
DCC84_04140,b4376,1.71e-18
DCC84_04165,b4025,0.0
DCC84_04170,b0133,2.82e-105
DCC84_04175,b0134,3.19e-108
DCC84_04180,b0142,6.3e-44
DCC84_04185,b0143,3.72e-131
DCC84_04205,b0144,6.42e-96
DCC84_04210,b0145,2.72e-71
DCC84_04220,b0146,3.57e-75
DCC84_04235,b1711,5.36e-59
DCC84_04240,b4287,9.46e-53
DCC84_04260,b0149,1.96e-177
DCC84_04270,b2792,8.81e-12
DCC84_04275,b0077,0.0
DCC84_04280,b0078,3.2e-74
DCC84_04285,b3774,1.0699999999999999e-46
DCC84_04295,b1971,1.45e-121
DCC84_04300,b1972,2.17e-27
DCC84_04340,b0950,9.71e-58
DCC84_04345,b1834,1.11e-87
DCC84_04370,b4373,5.22e-32
DCC84_04380,b0126,2.26e-87
DCC84_04410,b2223,3.07e-69
DCC84_04425,b0752,2.07e-53
DCC84_04480,b1462,1.3e-58
DCC84_04515,b0381,0.0
DCC84_04560,b1066,6.280000000000001e-59
DCC84_04585,b0479,6.27e-158
DCC84_04600,b1203,0.0
DCC84_04605,b1204,1.1799999999999998e-67
DCC84_04610,b2185,3.1e-19
DCC84_04615,b1207,1.68e-156
DCC84_04625,b1208,6.15e-96
DCC84_04630,b1209,1.81e-16
DCC84_04640,b1210,5.9e-137
DCC84_04645,b1211,2.59e-171
DCC84_04650,b1212,1.1e-84
DCC84_04655,b0826,5.93e-94
DCC84_04660,b3967,1.39e-43
DCC84_04705,b0708,3.0699999999999998e-139
DCC84_04710,b1162,7.12e-22
DCC84_04715,b0707,1.68e-26
DCC84_04730,b2304,2.45e-92
DCC84_04735,b0475,9.34e-67
DCC84_04755,b3235,1.65e-86
DCC84_04760,b0710,1.0599999999999999e-91
DCC84_04770,b2752,2.66e-177
DCC84_04775,b2751,8.5e-176
DCC84_04790,b2297,0.0
DCC84_04800,b3349,3.87e-40
DCC84_04805,b1710,2.05e-58
DCC84_04820,b2413,5.5000000000000006e-64
DCC84_04830,b0888,5.15e-175
DCC84_04850,b2303,3.1099999999999998e-46
DCC84_04855,b2153,9.72e-36
DCC84_04860,b1606,9.28e-71
DCC84_04870,b2127,1.15e-20
DCC84_04885,b2790,2.9200000000000003e-26
DCC84_04980,b1214,4.07e-15
DCC84_05025,b2796,0.0
DCC84_05055,b4291,0.0
DCC84_05105,b2186,3.6500000000000004e-66
DCC84_05115,b0807,1.27e-114
DCC84_05125,b4258,0.0
DCC84_05135,b4259,5.47e-17
DCC84_05140,b4260,0.0
DCC84_05145,b4261,1.41e-51
DCC84_05150,b4262,8.56e-69
DCC84_05155,b2569,0.0
DCC84_05160,b2568,1.14e-70
DCC84_05165,b2567,3.06e-78
DCC84_05170,b2566,3.8100000000000005e-129
DCC84_05175,b2565,5.24e-41
DCC84_05180,b2564,2.5099999999999998e-104
DCC84_05190,b2559,8.51e-49
DCC84_05195,b1871,6.08e-122
DCC84_05200,b1870,5.1999999999999993e-95
DCC84_05280,b0124,0.0
DCC84_05445,b3026,2.96e-49
DCC84_05490,b0405,2.22e-178
DCC84_05495,b0406,0.0
DCC84_05500,b0407,2.04e-33
DCC84_05505,b0408,0.0
DCC84_05510,b0409,3.45e-91
DCC84_05515,b1110,1.84e-64
DCC84_05520,b2533,5.51e-101
DCC84_05525,b2532,2.02e-97
DCC84_05530,b3607,2.89e-44
DCC84_05535,b2531,3.83e-57
DCC84_05540,b2530,0.0
DCC84_05545,b2529,1.07e-73
DCC84_05550,b2528,1.57e-50
DCC84_05555,b2527,1.8e-33
DCC84_05560,b2526,0.0
DCC84_05565,b2525,2.93e-49
DCC84_05570,b2524,2.89e-16
DCC84_05575,b2518,1.3e-60
DCC84_05580,b2517,3.1100000000000004e-157
DCC84_05590,b2516,7.79e-28
DCC84_05595,b2515,0.0
DCC84_05600,b2514,0.0
DCC84_05605,b2513,1.39e-18
DCC84_05610,b2512,2.2599999999999997e-54
DCC84_05615,b2511,0.0
DCC84_05620,b0600,2.65e-141
DCC84_05625,b0219,2.57e-84
DCC84_05630,b0074,1.98e-26
DCC84_05645,b2509,8.89e-122
DCC84_05665,b2508,0.0
DCC84_05670,b2507,0.0
DCC84_05680,b4240,2.28e-115
DCC84_05685,b4239,0.0
DCC84_05690,b4036,7.5799999999999995e-62
DCC84_05695,b2416,1.44e-124
DCC84_05705,b2558,7.499999999999999e-104
DCC84_05710,b2557,0.0
DCC84_05725,b0679,3.8000000000000005e-144
DCC84_05740,b0677,4.52e-38
DCC84_05745,b2101,1.93e-37
DCC84_05760,b1813,2.2400000000000002e-29
DCC84_05770,b1648,3.05e-11
DCC84_05780,b1849,0.0
DCC84_05785,b3523,3.41e-134
DCC84_05790,b4461,2.69e-73
DCC84_05795,b2611,9.820000000000001e-31
DCC84_05800,b2610,0.0
DCC84_05805,b2609,2.2700000000000002e-27
DCC84_05810,b2608,2.16e-39
DCC84_05815,b2607,1.2e-114
DCC84_05820,b2606,1.0999999999999998e-54
DCC84_05825,b2894,4.3200000000000005e-124
DCC84_05830,b2893,1.3200000000000002e-56
DCC84_05840,b0004,2.43e-71
DCC84_05880,b0190,1.37e-28
DCC84_05885,b2892,0.0
DCC84_05910,b1424,0.0
DCC84_05920,b1444,0.0
DCC84_05925,b1443,1.0199999999999999e-136
DCC84_05930,b1442,4.3e-168
DCC84_05935,b1441,4.72e-160
DCC84_05945,b1440,0.0
DCC84_05960,b1846,2.04e-19
DCC84_06020,b2891,0.0
DCC84_06025,b4129,0.0
DCC84_06030,b0846,1.16e-12
DCC84_06045,b2534,2.7400000000000003e-32
DCC84_06080,b3956,0.0
DCC84_06090,b0474,3.9699999999999996e-98
DCC84_06095,b1807,1.85e-64
DCC84_06105,b1868,6.71e-60
DCC84_06125,b3497,1.47e-63
DCC84_06160,b0453,1.92e-16
DCC84_06165,b4041,0.0
DCC84_06170,b0623,7.1e-24
DCC84_06180,b1822,8.89e-63
DCC84_06185,b2472,9.760000000000001e-157
DCC84_06195,b2812,2.4599999999999998e-101
DCC84_06200,b2811,2.03e-27
DCC84_06205,b2810,2.0099999999999997e-104
DCC84_06215,b2471,1.3e-31
DCC84_06220,b4065,1.48e-142
DCC84_06230,b0167,0.0
DCC84_06235,b0168,1.92e-120
DCC84_06240,b0169,2.59e-126
DCC84_06245,b0170,7.41e-102
DCC84_06250,b0171,3.76e-115
DCC84_06255,b0172,1.19e-58
DCC84_06260,b0174,3.6099999999999997e-91
DCC84_06265,b0175,4.27e-64
DCC84_06270,b0173,6.91e-144
DCC84_06275,b0176,5e-129
DCC84_06290,b0179,1.64e-117
DCC84_06295,b0180,1.1099999999999999e-54
DCC84_06300,b0181,9.95e-93
DCC84_06305,b0182,1.19e-128
DCC84_06310,b0183,1.03e-94
DCC84_06315,b0184,0.0
DCC84_06320,b0185,9.65e-160
DCC84_06325,b0188,1.98e-75
DCC84_06330,b2780,0.0
DCC84_06335,b1215,3.2500000000000004e-144
DCC84_06340,b2779,0.0
DCC84_06345,b2748,4.6e-17
DCC84_06350,b2747,5.72e-66
DCC84_06365,b2154,2.95e-121
DCC84_06370,b2746,1.38e-71
DCC84_06375,b2745,2.12e-62
DCC84_06380,b2744,1.58e-75
DCC84_06385,b2743,3.3200000000000002e-65
DCC84_06390,b2742,2.65e-60
DCC84_06395,b2741,2.7e-151
DCC84_06410,b2065,2.5e-13
DCC84_06435,b2306,2.69e-120
DCC84_06445,b2307,3.68e-106
DCC84_06450,b2308,7.04e-91
DCC84_06475,b2302,7.43e-87
DCC84_06505,b0804,5.44e-76
DCC84_06535,b1233,3.6400000000000003e-31
DCC84_06545,b0957,3.25e-19
DCC84_06565,b0799,4.46e-101
DCC84_06585,b1638,1.5699999999999998e-52
DCC84_06590,b1641,6.07e-20
DCC84_06605,b0019,2.15e-130
DCC84_06665,b3454,5.9e-117
DCC84_06670,b3455,7.03e-132
DCC84_06675,b3456,1.54e-158
DCC84_06680,b3457,7.44e-135
DCC84_06690,b3460,2.09e-153
DCC84_06725,b0059,0.0
DCC84_06760,b3493,0.0
DCC84_06770,b1827,8.699999999999999e-39
DCC84_06775,b0353,1.5099999999999998e-54
DCC84_06805,b2587,0.0
DCC84_06845,b0462,0.0
DCC84_06850,b0463,2.5400000000000003e-132
DCC84_06855,b0464,2.47e-56
DCC84_06860,b1650,1.49e-103
DCC84_06875,b0404,1.62e-28
DCC84_06935,b2132,0.0
DCC84_07000,b2800,9.66e-17
DCC84_07030,b3589,0.0
DCC84_07095,b1335,5.3e-35
DCC84_07175,b0874,1.34e-20
DCC84_07195,b2183,7.39e-65
DCC84_07250,b2580,1.69e-85
DCC84_07295,b2898,6.889999999999999e-41
DCC84_07300,b2897,1.06e-17
DCC84_07310,b2574,0.0
DCC84_07315,b2573,7.55e-89
DCC84_07325,b2571,1.18e-21
DCC84_07330,b0161,4.11e-85
DCC84_07335,b2494,8.220000000000001e-70
DCC84_07345,b2493,2.7e-107
