,query,evalue
JHW37_00005,b3702,0.0
JHW37_00010,b3701,2.21e-144
JHW37_00015,b3700,1.69e-93
JHW37_00020,b3699,0.0
JHW37_00030,b0200,2.73e-30
JHW37_00035,b3559,0.0
JHW37_00040,b3560,9.08e-176
JHW37_00045,b3549,9.33e-66
JHW37_00060,b3471,2.68e-86
JHW37_00075,b3849,0.0
JHW37_00080,b3290,0.0
JHW37_00085,b3289,4.3399999999999996e-134
JHW37_00090,b3288,9.8e-130
JHW37_00095,b3287,8.97e-65
JHW37_00105,b4473,1.58e-79
JHW37_00110,b3282,3.64e-51
JHW37_00115,b4051,8.829999999999999e-138
JHW37_00120,b2436,1.9600000000000003e-157
JHW37_00125,b3281,1.11e-87
JHW37_00145,b1206,2.06e-35
JHW37_00155,b3678,1.31e-34
JHW37_00180,b1260,3.31e-42
JHW37_00185,b1261,5.84e-153
JHW37_00270,b4331,3.2000000000000005e-73
JHW37_00295,b1482,8.409999999999999e-61
JHW37_00330,b3279,6.679999999999999e-81
JHW37_00335,b3498,0.0
JHW37_00340,b4551,7.51e-12
JHW37_00580,b2267,1.09e-57
JHW37_00645,b4108,7.619999999999999e-54
JHW37_00650,b2663,0.0
JHW37_00700,b0605,3.37e-85
JHW37_00705,b0606,0.0
JHW37_00720,b2162,8.389999999999999e-74
JHW37_00745,b1623,1.1599999999999999e-42
JHW37_00765,b1422,4.360000000000001e-56
JHW37_00780,b1827,6.6099999999999995e-34
JHW37_00835,b1013,6.919999999999999e-52
JHW37_00840,b3848,6.46e-25
JHW37_00865,b1883,2.05e-146
JHW37_00875,b1884,2.42e-88
JHW37_00880,b4355,1.02e-99
JHW37_00885,b1887,1.17e-70
JHW37_00890,b1888,0.0
JHW37_00910,b4249,1.83e-75
JHW37_00930,b1603,4.68e-92
JHW37_00940,b1602,6.760000000000001e-163
JHW37_01000,b0613,7.04e-33
JHW37_01080,b2800,2.96e-15
JHW37_01100,b1397,0.0
JHW37_01105,b2587,0.0
JHW37_01115,b1009,6.14e-12
JHW37_01135,b0353,2e-53
JHW37_01150,b3093,9.700000000000001e-43
JHW37_01165,b1692,4.59e-31
JHW37_01225,b2661,0.0
JHW37_01230,b2662,0.0
JHW37_01275,b0909,1.89e-103
JHW37_01290,b2422,5.66e-121
JHW37_01295,b2423,1.2700000000000002e-97
JHW37_01300,b2424,8.65e-80
JHW37_01305,b3917,1.71e-145
JHW37_01330,b2937,1.5e-59
JHW37_01340,b1025,2.8099999999999998e-30
JHW37_01370,b1297,2.62e-136
JHW37_01375,b1298,1.01e-64
JHW37_01400,b0855,5.63e-158
JHW37_01405,b0856,1.1700000000000001e-130
JHW37_01410,b0857,1.5000000000000002e-107
JHW37_01460,b1918,2.97e-62
JHW37_01465,b1920,1.5700000000000002e-59
JHW37_01475,b2913,0.0
JHW37_01485,b1180,4.2e-74
JHW37_01495,b3024,2.09e-20
JHW37_01515,b4333,8.46e-50
JHW37_01520,b2753,5.35e-58
JHW37_01525,b2033,3.57e-12
JHW37_01530,b2080,2.78e-32
JHW37_01535,b2914,3.63e-96
JHW37_01570,b2830,1.79e-78
JHW37_01575,b2829,0.0
JHW37_01595,b2828,3.17e-100
JHW37_01600,b2827,1.21e-145
JHW37_01620,b2239,7.52e-50
JHW37_01635,b0048,1.74e-44
JHW37_01645,b3654,5.23e-170
JHW37_01650,b3771,0.0
JHW37_01655,b0967,9.409999999999999e-68
JHW37_01660,b3153,2.5e-31
JHW37_01670,b3635,1.12e-103
JHW37_01700,b2562,1.11e-27
JHW37_01705,b3634,1.63e-69
JHW37_01735,b3353,8.98e-78
JHW37_01745,b3465,8.98e-61
JHW37_01755,b1494,2.01e-15
JHW37_01760,b3464,8.08e-139
JHW37_01765,b3463,1.5099999999999998e-82
JHW37_01770,b3462,2.81e-56
JHW37_01775,b3461,7.3200000000000005e-124
JHW37_01785,b3208,4.6600000000000004e-73
JHW37_01790,b2807,2.39e-22
JHW37_01800,b3991,5.94e-67
JHW37_01805,b2960,1.08e-100
JHW37_01825,b2955,3.9999999999999997e-146
JHW37_01830,b2954,4.0700000000000003e-66
JHW37_01855,b2953,5.18e-31
JHW37_01860,b2952,4.1700000000000003e-32
JHW37_01865,b0386,9.58e-47
JHW37_01870,b2951,2.46e-83
JHW37_01875,b2950,2.16e-96
JHW37_01885,b0752,4.84e-53
JHW37_01900,b3939,7.870000000000001e-110
JHW37_01910,b4245,2.3e-41
JHW37_01920,b2949,4.65e-46
JHW37_01925,b2948,3.34e-50
JHW37_01935,b2947,1.51e-148
JHW37_01995,b2946,2.3099999999999997e-67
JHW37_02000,b0774,2.13e-103
JHW37_02010,b1057,1.69e-82
JHW37_02015,b1056,1.1e-106
JHW37_02025,b0463,2.47e-135
JHW37_02030,b0462,0.0
JHW37_02035,b0572,1.6e-117
JHW37_02040,b0797,2.95e-167
JHW37_02050,b3941,6.01e-71
JHW37_02085,b0337,0.0
JHW37_02090,b0336,0.0
JHW37_02095,b2147,5.47e-110
JHW37_02105,b2873,7.41e-100
JHW37_02115,b0516,5.54e-54
JHW37_02150,b0489,5.4e-38
JHW37_02160,b0960,3.03e-177
JHW37_02165,b1343,5.37e-175
JHW37_02170,b0623,5.800000000000001e-27
JHW37_02185,b3754,1.69e-152
JHW37_02210,b4398,4.58e-72
JHW37_02215,b4399,1.13e-148
JHW37_02220,b4400,1.41e-88
JHW37_02235,b3592,1.0799999999999999e-23
JHW37_02280,b0511,3.49e-58
JHW37_02295,b2976,0.0
JHW37_02310,b3819,7.58e-94
JHW37_02315,b3859,3.13e-90
JHW37_02320,b0761,8.98e-36
JHW37_02325,b2586,4.0100000000000005e-37
JHW37_02330,b3413,5.46e-30
JHW37_02345,b0713,3.58e-50
JHW37_02365,b0712,4.46e-55
JHW37_02370,b0775,0.0
JHW37_02375,b0776,1.41e-93
JHW37_02380,b3412,2.13e-24
JHW37_02385,b0777,8.99e-41
JHW37_02390,b0778,4.8700000000000004e-64
JHW37_02425,b1497,5.77e-14
JHW37_02515,b3910,1.45e-51
JHW37_02555,b2778,3.03e-37
JHW37_02565,b1185,6.120000000000001e-21
JHW37_02585,b3097,2.52e-19
JHW37_02605,b2942,0.0
JHW37_02615,b2935,0.0
JHW37_02625,b2739,5.58e-87
JHW37_02630,b2927,1.35e-126
JHW37_02635,b2926,0.0
JHW37_02650,b3137,7.31e-53
JHW37_02670,b3492,8.529999999999999e-150
JHW37_02675,b3085,8.32e-77
JHW37_02680,b3715,2.35e-20
JHW37_02685,b3104,1.6499999999999998e-30
JHW37_02690,b0305,1.65e-43
JHW37_02705,b2666,2.34e-15
JHW37_02795,b3067,0.0
